episode_variant,capture_kind,component,value,ci_low,ci_high,share_of_total,direction
lineage,primary,propensity_component,0.03657560238945081,0.028900012513616312,0.04401646578584676,0.719476860308915,UP
lineage,primary,exposure_component,0.014260782221649386,0.011678357511536494,0.017159383844755547,0.28052313969108505,UP
lineage,primary,decomposition_total,0.0508363846111002,0.0423184308254136,0.059198950828529474,1.0,UP
lineage,primary,raw_cif_diff,0.05083638551390872,0.04231843090408436,0.05919895203668203,1.0000000177591017,UP
lineage,primary,identity_error,0.0,-6.938893903907228e-18,6.938893903907228e-18,0.0,UNRESOLVED
lineage,legacy,propensity_component,0.006621425902993762,0.003487047053362977,0.009771825786181607,0.8431051369852324,UP
lineage,legacy,exposure_component,0.0012321923618297645,0.0008681845556939788,0.0016720152387661217,0.15689486301476768,UP
lineage,legacy,decomposition_total,0.007853618264823526,0.004572523577517577,0.011159345219429965,1.0,UP
lineage,legacy,raw_cif_diff,0.007853618264823526,0.004572523577517577,0.011159345219429961,1.0,UP
lineage,legacy,identity_error,0.0,-1.734723475976807e-18,1.734723475976807e-18,0.0,UNRESOLVED
contiguous,primary,propensity_component,0.038298788304358046,0.030650524565119314,0.04579330790392051,0.7535366282185604,UP
contiguous,primary,exposure_component,0.012526595452899247,0.010286900035179024,0.014832520238811755,0.24646337178143962,UP
contiguous,primary,decomposition_total,0.05082538375725729,0.042582579423132205,0.05918325009497079,1.0,UP
contiguous,primary,raw_cif_diff,0.0508253935157105,0.04258258301523161,0.059183266364429166,1.000000191999597,UP
contiguous,primary,identity_error,0.0,-6.938893903907228e-18,6.938893903907228e-18,0.0,UNRESOLVED
contiguous,legacy,propensity_component,0.006687979560905177,0.003582599146348574,0.009863251247042994,0.851199965338983,UP
contiguous,legacy,exposure_component,0.001169139604086504,0.0008317923490990266,0.0015603433859599138,0.14880003466101716,UP
contiguous,legacy,decomposition_total,0.00785711916499168,0.004664205300333386,0.011154322710528746,1.0,UP
contiguous,legacy,raw_cif_diff,0.00785711916499168,0.004664205300333386,0.011154322710528746,1.0,UP
contiguous,legacy,identity_error,1.734723475976807e-18,-1.734723475976807e-18,1.734723475976807e-18,2.20783653594828e-16,UNRESOLVED
