pair,m0_tag,m1_tag,metric,m0,m1,diff_or_value,ci_low,ci_high,direction
1p7b_CK_s42,qwen3-1.7b-cleanv2,qwen3-1.7b-keep4-s42,zero_episode_rate,0.08612115732368897,0.017857142857142856,-0.06826401446654612,-0.07730560578661844,-0.059561482820976494,DOWN
1p7b_CK_s42,qwen3-1.7b-cleanv2,qwen3-1.7b-keep4-s42,mean_reuse_blocks,93.312952079566,253.4126356238698,160.0996835443038,152.9314590867993,167.20505481464735,UP
1p7b_CK_s42,qwen3-1.7b-cleanv2,qwen3-1.7b-keep4-s42,recovered_before_capture_mean,11.417682926829269,9.338619402985074,-2.0790635238441943,-2.8691026175875427,-1.2830611683268576,DOWN
1p7b_CK_s42,qwen3-1.7b-cleanv2,qwen3-1.7b-keep4-s42,orbit_given_captured,0.24912891986062718,0.3763059701492537,0.12717705028862653,0.10127002782505115,0.15276827626986186,UP
1p7b_CK_s42,qwen3-1.7b-cleanv2,qwen3-1.7b-keep4-s42,stop_in_episode_share,0.49038461538461536,0.5900229357798165,0.0996383203952011,0.07769296018006985,0.1211258866543962,UP
8b_CK_s42,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,pooled_capture_hazard,0.021863414296108937,0.055661124307205066,0.03379771001109613,0.03083512095179727,0.03687981793575166,UP
8b_CK_s42,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,pooled_gap_stop_hazard,0.16921881296413563,0.06955209042876341,-0.09966672253537222,-0.1081725642846135,-0.09189991671978423,DOWN
8b_CK_s42,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,pooled_inepisode_stop_hazard,0.08093967637988982,0.044180522565320665,-0.03675915381456915,-0.0402047667859999,-0.03320547744192607,DOWN
8b_CK_s42,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,cif_capture_final,0.07134168224004653,0.3191368898103668,0.24779520757032028,0.23191885686424046,0.26382081516963873,UP
8b_CK_s42,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,cif_stop_final,0.9286583177599537,0.6808631101896327,-0.24779520757032092,-0.2638208151696391,-0.23205510792836076,DOWN
8b_CK_s42,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,propensity_component,nan,nan,0.11237962778125123,0.10009911953669377,0.1250512766612666,UP
8b_CK_s42,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,exposure_component,nan,nan,0.1352817330631893,0.12502024750077909,0.14548971860656226,UP
8b_CK_s42,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,decomposition_total,nan,nan,0.24766136084444051,0.2318845302487414,0.26371811952001883,UP
8b_CK_s42,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,raw_cif_diff,nan,nan,0.24779520757032028,0.23191885686424046,0.26382081516963873,UP
8b_CK_s42,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,capture_rate,0.07131555153707052,0.3178119349005425,0.24649638336347196,0.2306735985533454,0.26254520795660036,UP
8b_CK_s42,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,stop_rate,0.9284584086799277,0.679249547920434,-0.24920886075949367,-0.26525768535262206,-0.2333860759493671,DOWN
8b_CK_s42,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,censor_rate,0.0002260397830018083,0.002938517179023508,0.0027124773960217,0.0015822784810126582,0.003955696202531646,UP
8b_CK_s42,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,mean_episodes_experienced,3.261867088607595,5.7097649186256785,2.4478978300180834,2.2731549502712474,2.622406193490054,UP
8b_CK_s42,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,zero_episode_rate,0.33340867992766726,0.15415913200723327,-0.179249547920434,-0.19281193490054252,-0.16636528028933095,DOWN
8b_CK_s42,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,mean_reuse_blocks,18.621609403254972,121.63471971066907,103.01311030741411,96.53457561030743,109.93945241862568,UP
8b_CK_s42,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,recovered_before_capture_mean,4.832012678288431,6.373044096728307,1.541031418439876,1.0389713553636295,2.020596468134106,UP
8b_CK_s42,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,orbit_given_captured,0.07131537242472266,0.19274537695590327,0.12143000453118061,0.09570766175105484,0.1450771731925408,UP
8b_CK_s42,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,stop_in_episode_share,0.2842886698308385,0.37060967528164346,0.08632100545080496,0.06940447940776202,0.10330701795869073,UP
