tag,sample_id,stable_prompt_id,blocks_after_capture,novel_triples_after_capture,new_gold_triples_after_capture,new_gold_pairs_after_capture,gold_pairs_covered_at_capture,gold_pairs_total
qwen3-8b-cleanv2,qwen3-8b-cleanv2:441:6,441,62,0,0,0,29,83
qwen3-8b-cleanv2,qwen3-8b-cleanv2:441:7,441,61,0,0,0,25,83
qwen3-8b-cleanv2,qwen3-8b-cleanv2:451:1,451,484,0,0,0,20,68
qwen3-8b-cleanv2,qwen3-8b-cleanv2:457:0,457,14,0,0,0,3,33
qwen3-8b-cleanv2,qwen3-8b-cleanv2:459:6,459,316,0,0,0,17,68
qwen3-8b-cleanv2,qwen3-8b-cleanv2:459:7,459,22,0,0,0,12,68
qwen3-8b-cleanv2,qwen3-8b-cleanv2:460:0,460,0,0,0,0,33,72
qwen3-8b-cleanv2,qwen3-8b-cleanv2:473:0,473,3,0,0,0,18,42
qwen3-8b-cleanv2,qwen3-8b-cleanv2:477:5,477,3,0,0,0,6,38
qwen3-8b-cleanv2,qwen3-8b-cleanv2:477:6,477,184,0,0,0,11,38
qwen3-8b-cleanv2,qwen3-8b-cleanv2:477:7,477,489,0,0,0,10,38
qwen3-8b-cleanv2,qwen3-8b-cleanv2:479:5,479,8,0,0,0,17,53
qwen3-8b-cleanv2,qwen3-8b-cleanv2:481:2,481,5,0,0,0,6,63
qwen3-8b-cleanv2,qwen3-8b-cleanv2:481:3,481,106,31,0,4,12,63
qwen3-8b-cleanv2,qwen3-8b-cleanv2:481:4,481,1,0,0,0,13,63
qwen3-8b-cleanv2,qwen3-8b-cleanv2:485:5,485,15,0,0,0,9,68
qwen3-8b-cleanv2,qwen3-8b-cleanv2:486:1,486,107,0,0,0,17,78
qwen3-8b-cleanv2,qwen3-8b-cleanv2:486:4,486,567,0,0,0,19,78
qwen3-8b-cleanv2,qwen3-8b-cleanv2:486:6,486,333,0,0,0,12,78
qwen3-8b-cleanv2,qwen3-8b-cleanv2:488:3,488,15,0,0,0,23,66
qwen3-8b-cleanv2,qwen3-8b-cleanv2:507:4,507,583,0,0,0,11,64
qwen3-8b-cleanv2,qwen3-8b-cleanv2:508:0,508,16,14,5,5,49,61
qwen3-8b-cleanv2,qwen3-8b-cleanv2:508:7,508,405,0,0,0,43,61
qwen3-8b-cleanv2,qwen3-8b-cleanv2:510:2,510,298,0,0,0,5,30
qwen3-8b-cleanv2,qwen3-8b-cleanv2:513:7,513,327,0,0,0,21,64
qwen3-8b-cleanv2,qwen3-8b-cleanv2:515:5,515,580,0,0,0,9,52
qwen3-8b-cleanv2,qwen3-8b-cleanv2:515:6,515,1,0,0,0,17,52
qwen3-8b-cleanv2,qwen3-8b-cleanv2:516:2,516,31,0,0,0,33,55
qwen3-8b-cleanv2,qwen3-8b-cleanv2:519:6,519,361,0,0,0,1,20
qwen3-8b-cleanv2,qwen3-8b-cleanv2:520:4,520,0,0,0,0,6,54
qwen3-8b-cleanv2,qwen3-8b-cleanv2:521:1,521,1,0,0,0,17,74
qwen3-8b-cleanv2,qwen3-8b-cleanv2:524:0,524,103,0,0,0,6,67
qwen3-8b-cleanv2,qwen3-8b-cleanv2:524:2,524,9,0,0,0,22,67
qwen3-8b-cleanv2,qwen3-8b-cleanv2:524:6,524,18,0,0,0,11,67
qwen3-8b-cleanv2,qwen3-8b-cleanv2:524:7,524,40,0,0,0,4,67
qwen3-8b-cleanv2,qwen3-8b-cleanv2:530:4,530,14,0,0,0,32,65
qwen3-8b-cleanv2,qwen3-8b-cleanv2:537:0,537,8,0,0,0,14,53
qwen3-8b-cleanv2,qwen3-8b-cleanv2:537:2,537,0,0,0,0,8,53
qwen3-8b-cleanv2,qwen3-8b-cleanv2:539:3,539,17,0,0,0,8,72
qwen3-8b-cleanv2,qwen3-8b-cleanv2:547:1,547,37,0,0,0,28,83
qwen3-8b-cleanv2,qwen3-8b-cleanv2:547:3,547,4,0,0,0,23,83
qwen3-8b-cleanv2,qwen3-8b-cleanv2:547:7,547,2,0,0,0,29,83
qwen3-8b-cleanv2,qwen3-8b-cleanv2:548:5,548,460,0,0,0,11,47
qwen3-8b-cleanv2,qwen3-8b-cleanv2:548:6,548,8,0,0,0,7,47
qwen3-8b-cleanv2,qwen3-8b-cleanv2:548:7,548,301,0,0,0,11,47
qwen3-8b-cleanv2,qwen3-8b-cleanv2:549:1,549,454,0,0,0,18,59
qwen3-8b-cleanv2,qwen3-8b-cleanv2:553:4,553,442,0,0,0,13,52
qwen3-8b-cleanv2,qwen3-8b-cleanv2:553:6,553,392,0,0,0,12,52
qwen3-8b-cleanv2,qwen3-8b-cleanv2:558:2,558,10,0,0,0,27,82
qwen3-8b-cleanv2,qwen3-8b-cleanv2:558:6,558,65,0,0,0,25,82
qwen3-8b-cleanv2,qwen3-8b-cleanv2:558:7,558,408,0,0,0,20,82
qwen3-8b-cleanv2,qwen3-8b-cleanv2:559:2,559,487,0,0,0,13,21
qwen3-8b-cleanv2,qwen3-8b-cleanv2:568:4,568,425,0,0,0,3,35
qwen3-8b-cleanv2,qwen3-8b-cleanv2:568:6,568,81,0,0,0,5,35
qwen3-8b-cleanv2,qwen3-8b-cleanv2:569:1,569,30,0,0,0,12,127
qwen3-8b-cleanv2,qwen3-8b-cleanv2:570:0,570,27,0,0,0,8,33
qwen3-8b-cleanv2,qwen3-8b-cleanv2:570:3,570,22,0,0,0,1,33
qwen3-8b-cleanv2,qwen3-8b-cleanv2:570:7,570,43,0,0,0,8,33
qwen3-8b-cleanv2,qwen3-8b-cleanv2:576:2,576,412,0,0,0,15,83
qwen3-8b-cleanv2,qwen3-8b-cleanv2:576:7,576,0,0,0,0,22,83
qwen3-8b-cleanv2,qwen3-8b-cleanv2:585:1,585,440,0,0,0,9,64
qwen3-8b-cleanv2,qwen3-8b-cleanv2:587:4,587,188,0,0,0,29,87
qwen3-8b-cleanv2,qwen3-8b-cleanv2:590:1,590,8,0,0,0,5,41
qwen3-8b-cleanv2,qwen3-8b-cleanv2:590:5,590,14,0,0,0,4,41
qwen3-8b-cleanv2,qwen3-8b-cleanv2:591:6,591,9,0,0,0,10,40
