tag,sample_id,stable_prompt_id,blocks_after_capture,novel_triples_after_capture,new_gold_triples_after_capture,new_gold_pairs_after_capture,gold_pairs_covered_at_capture,gold_pairs_total
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:45:2,45,43,0,0,0,5,77
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:45:6,45,12,0,0,0,9,77
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:48:0,48,389,0,0,0,14,80
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:48:1,48,383,1,0,0,6,80
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:48:2,48,387,0,0,0,7,80
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:48:3,48,74,0,0,0,4,80
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:48:4,48,265,0,0,0,6,80
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:48:6,48,62,0,0,0,8,80
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:48:7,48,305,0,0,0,4,80
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:50:6,50,366,0,0,0,19,70
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:51:2,51,30,0,0,0,28,120
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:51:4,51,51,0,0,0,38,120
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:51:5,51,2,0,0,0,28,120
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:52:2,52,1,0,0,0,4,26
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:52:4,52,14,0,0,0,3,26
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:58:7,58,0,0,0,0,13,49
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:60:1,60,21,0,0,0,26,95
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:60:7,60,14,0,0,0,25,95
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:64:1,64,11,0,0,0,8,56
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:64:2,64,2,0,0,0,9,56
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:67:2,67,451,0,0,0,2,78
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:67:3,67,2,0,0,0,6,78
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:67:5,67,540,0,0,0,4,78
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:67:6,67,490,0,0,0,1,78
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:67:7,67,587,0,0,0,0,78
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:68:0,68,64,32,2,18,26,82
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:69:0,69,11,0,0,0,19,62
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:69:4,69,0,0,0,0,25,62
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:70:2,70,12,0,0,0,16,115
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:74:0,74,9,0,0,0,9,45
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:74:5,74,3,0,0,0,8,45
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:75:1,75,20,0,0,0,5,59
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:76:4,76,301,0,0,0,2,39
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:77:0,77,15,0,0,0,11,55
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:77:3,77,82,0,0,0,0,55
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:77:6,77,228,0,0,0,4,55
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:78:6,78,0,0,0,0,30,77
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:81:1,81,454,0,0,0,11,110
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:81:3,81,8,0,0,0,14,110
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:81:5,81,4,0,0,0,40,110
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:81:7,81,2,0,0,0,36,110
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:85:4,85,7,0,0,0,9,61
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:86:5,86,0,0,0,0,17,45
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:91:2,91,8,0,0,0,24,70
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:91:7,91,445,0,0,0,16,70
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:92:1,92,555,0,0,0,10,41
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:93:1,93,12,0,0,0,15,47
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:93:2,93,335,0,0,0,18,47
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:93:4,93,7,0,0,0,12,47
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:93:6,93,25,0,0,0,16,47
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:94:2,94,6,0,0,0,5,55
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:97:3,97,11,0,0,0,7,33
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:99:0,99,1,0,0,0,4,14
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:99:4,99,4,0,0,0,5,14
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:100:2,100,9,0,0,0,16,62
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:109:0,109,5,0,0,0,10,81
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:112:5,112,7,0,0,0,13,36
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:113:6,113,459,0,0,0,3,9
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:117:0,117,358,0,0,0,3,41
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:117:2,117,0,0,0,0,6,41
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:117:4,117,28,0,0,0,6,41
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:117:6,117,4,0,0,0,4,41
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:117:7,117,5,0,0,0,5,41
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:118:2,118,49,22,6,8,25,60
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:118:3,118,6,0,0,0,16,60
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:118:6,118,0,0,0,0,16,60
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:119:5,119,408,0,0,0,20,86
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:121:5,121,0,0,0,0,32,65
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:122:5,122,5,0,0,0,48,84
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:123:2,123,284,0,0,0,21,112
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:123:5,123,76,0,0,0,15,112
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:126:7,126,378,0,0,0,20,65
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:127:0,127,1,0,0,0,50,93
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:127:7,127,18,0,0,0,45,93
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:130:5,130,27,0,0,0,46,125
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:131:3,131,0,0,0,0,30,55
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:132:6,132,0,0,0,0,10,53
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:132:7,132,87,43,1,2,8,53
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:134:0,134,357,0,0,0,16,64
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:134:1,134,22,0,0,0,22,64
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:134:2,134,1,0,0,0,20,64
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:134:4,134,274,0,0,0,22,64
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:134:6,134,381,0,0,0,18,64
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:134:7,134,19,0,0,0,22,64
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:136:6,136,1,0,0,0,26,77
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:138:2,138,416,0,0,0,13,83
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:138:3,138,1,0,0,0,15,83
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:138:5,138,307,0,0,0,15,83
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:139:2,139,0,0,0,0,10,20
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:144:0,144,430,0,0,0,19,41
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:144:4,144,418,0,0,0,18,41
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:144:6,144,5,0,0,0,16,41
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:147:1,147,5,0,0,0,28,47
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:147:3,147,437,0,0,0,22,47
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:147:5,147,6,0,0,0,27,47
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:147:7,147,425,0,0,0,15,47
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:151:2,151,455,0,0,0,19,35
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:151:5,151,35,0,0,0,20,35
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:154:2,154,34,0,0,0,9,77
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:154:3,154,9,0,0,0,4,77
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:154:4,154,7,0,0,0,5,77
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:154:6,154,71,0,0,0,3,77
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:156:1,156,476,0,0,0,6,50
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:158:3,158,8,0,0,0,10,79
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:158:6,158,10,0,0,0,6,79
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:160:2,160,7,0,0,0,7,56
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:160:6,160,2,0,0,0,9,56
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:160:7,160,40,0,0,0,6,56
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:161:2,161,59,58,3,7,19,51
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:161:5,161,4,0,0,0,21,51
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:162:3,162,7,0,0,0,3,35
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:163:3,163,26,0,0,0,8,97
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:163:4,163,0,0,0,0,14,97
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:167:2,167,462,0,0,0,9,43
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:167:3,167,2,0,0,0,5,43
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:167:6,167,485,0,0,0,5,43
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:169:2,169,589,0,0,0,1,26
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:170:1,170,13,0,0,0,8,67
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:170:3,170,0,0,0,0,13,67
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:171:7,171,5,0,0,0,23,63
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:179:0,179,5,0,0,0,7,53
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:179:2,179,17,0,0,0,5,53
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:179:3,179,26,9,0,0,3,53
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:179:6,179,3,0,0,0,2,53
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:185:5,185,1,0,0,0,3,8
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:189:4,189,2,0,0,0,28,69
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:189:5,189,5,0,0,0,27,69
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:190:4,190,0,0,0,0,15,68
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:190:5,190,399,0,0,0,10,68
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:193:1,193,519,0,0,0,18,87
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:200:2,200,0,0,0,0,7,43
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:200:4,200,31,0,0,0,7,43
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:201:1,201,0,0,0,0,11,34
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:203:6,203,2,0,0,0,55,60
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:204:0,204,443,0,0,0,18,108
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:204:5,204,1,0,0,0,46,108
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:204:6,204,3,0,0,0,26,108
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:205:1,205,9,0,0,0,7,34
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:205:2,205,13,0,0,0,6,34
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:205:5,205,0,0,0,0,7,34
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:214:2,214,0,0,0,0,5,53
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:216:4,216,0,0,0,0,20,70
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:216:6,216,12,0,0,0,21,70
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:216:7,216,124,0,0,0,20,70
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:219:3,219,0,0,0,0,7,31
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:219:6,219,406,0,0,0,3,31
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:220:6,220,1,0,0,0,11,20
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:220:7,220,0,0,0,0,3,20
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:226:6,226,32,24,1,1,6,26
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:226:7,226,0,0,0,0,6,26
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:228:3,228,0,0,0,0,5,43
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:229:3,229,1,0,0,0,38,76
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:231:0,231,37,0,0,0,28,56
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:231:1,231,38,0,0,0,28,56
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:231:4,231,351,0,0,0,16,56
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:231:5,231,4,0,0,0,12,56
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:231:6,231,422,0,0,0,29,56
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:231:7,231,1,0,0,0,16,56
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:232:4,232,351,0,0,0,3,89
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:238:1,238,282,0,0,0,11,42
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:238:2,238,4,0,0,0,10,42
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:238:3,238,269,0,0,0,6,42
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:238:5,238,8,0,0,0,4,42
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:238:6,238,314,0,0,0,11,42
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:238:7,238,284,0,0,0,1,42
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:250:0,250,278,0,0,0,28,68
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:252:2,252,462,0,0,0,17,74
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:252:3,252,10,0,0,0,21,74
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:259:2,259,0,0,0,0,10,56
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:264:0,264,0,0,0,0,21,49
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:264:5,264,6,0,0,0,14,49
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:272:2,272,5,0,0,0,14,55
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:272:3,272,5,0,0,0,16,55
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:272:6,272,402,0,0,0,9,55
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:272:7,272,459,0,0,0,13,55
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:279:7,279,1,0,0,0,6,36
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:287:2,287,4,0,0,0,7,63
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:287:3,287,4,0,0,0,6,63
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:287:6,287,5,0,0,0,6,63
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:289:3,289,274,0,0,0,8,21
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:289:7,289,1,0,0,0,4,21
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:291:3,291,4,0,0,0,13,44
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:291:5,291,11,0,0,0,14,44
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:294:0,294,1,0,0,0,2,79
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:294:2,294,0,0,0,0,9,79
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:294:5,294,1,0,0,0,1,79
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:294:7,294,0,0,0,0,13,79
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:298:1,298,288,0,0,0,23,79
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:298:2,298,90,0,0,0,34,79
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:298:3,298,13,0,0,0,21,79
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:298:4,298,179,0,0,0,34,79
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:298:5,298,180,0,0,0,33,79
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:298:6,298,57,0,0,0,27,79
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:300:3,300,0,0,0,0,11,46
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:302:0,302,3,0,0,0,15,76
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:311:2,311,21,0,0,0,11,57
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:317:7,317,3,0,0,0,14,56
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:320:6,320,12,0,0,0,19,49
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:325:0,325,28,0,0,0,8,30
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:325:1,325,26,0,0,0,4,30
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:325:2,325,18,0,0,0,4,30
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:325:3,325,13,0,0,0,5,30
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:325:4,325,0,0,0,0,7,30
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:325:5,325,17,0,0,0,2,30
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:325:6,325,9,0,0,0,3,30
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:325:7,325,0,0,0,0,7,30
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:328:4,328,16,0,0,0,9,34
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:342:2,342,4,0,0,0,8,23
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:345:3,345,453,0,0,0,2,86
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42:348:1,348,8,0,0,0,3,31
