metric,m0,m1,diff,ci_low,ci_high,n_prompts,n_m0,n_m1,direction,scale,contrast,kind,m0_tag,m1_tag,split,role,source,n_anchors
close_prob_pre_filter,0.20350519319013588,0.053706001853312764,-0.14979919133682312,-0.18704890255021395,-0.11442327351888695,61,61,61,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,all,qwen3-8b-cleanv2,61
close_sampler_prob,0.19743065268783147,0.024088470224842215,-0.17334218246298927,-0.21817252857874572,-0.12798205698689763,61,61,61,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,all,qwen3-8b-cleanv2,61
eos_after_forced_close_prob,0.9999999683104538,0.999999842793833,-1.2551662076365488e-07,-2.2250781992472212e-07,-6.06294957489207e-08,61,61,61,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,all,qwen3-8b-cleanv2,61
next_event_close_rate,0.36856617647058826,0.18290441176470587,-0.1856617647058824,-0.24053383649932156,-0.1352574215320457,63,68,68,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,all,qwen3-8b-keep4-s42,68
continue_rate,0.6314338235294118,0.8170955882352942,0.18566176470588236,0.13525742153204562,0.2405338364993216,63,68,68,m1_higher,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,all,qwen3-8b-keep4-s42,68
eos_without_close_rate,0.0,0.0,0.0,0.0,0.0,63,68,68,interval_covers_zero,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,all,qwen3-8b-keep4-s42,68
unresolved_rate,0.0,0.0,0.0,0.0,0.0,63,68,68,interval_covers_zero,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,all,qwen3-8b-keep4-s42,68
margin_first_policy,-3.4821428571428577,-5.010504201680673,-1.5283613445378155,-1.79885448497581,-1.2904626623376632,63,68,68,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,all,qwen3-8b-keep4-s42,68
margin_first_raw,-3.9375,-5.007352941176471,-1.069852941176471,-1.2591981394830656,-0.903323863636364,63,68,68,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,all,qwen3-8b-keep4-s42,68
close_prob_pre_filter,0.38123934392999076,0.2029506828933346,-0.17828866103665617,-0.2204696606641088,-0.1367194971718706,63,68,68,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,all,qwen3-8b-keep4-s42,68
close_sampler_prob,0.3833290621733797,0.1913011815684406,-0.1920278806049391,-0.24355089478486777,-0.14192220772203343,63,68,68,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,all,qwen3-8b-keep4-s42,68
eos_after_forced_close_prob,0.9999999794889052,0.999999823409037,-1.560798681410347e-07,-3.64923244844384e-07,-4.6762228839147824e-08,63,68,68,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,all,qwen3-8b-keep4-s42,68
next_event_close_rate,0.5125,0.19375,-0.31875,-0.36267605633802813,-0.27807734425697594,67,70,70,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,natural_stop,all,70
continue_rate,0.4875,0.80625,0.31875000000000003,0.27807734425697594,0.36267605633802813,67,70,70,m1_higher,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,natural_stop,all,70
eos_without_close_rate,0.0,0.0,0.0,0.0,0.0,67,70,70,interval_covers_zero,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,natural_stop,all,70
unresolved_rate,0.0,0.0,0.0,0.0,0.0,67,70,70,interval_covers_zero,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,natural_stop,all,70
margin_first_policy,0.09693877551020437,-1.7423469387755104,-1.8392857142857149,-2.1061759054425826,-1.5790714655427391,67,70,70,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,natural_stop,all,70
margin_first_raw,-1.4321428571428572,-2.719642857142857,-1.2874999999999999,-1.4743231338098075,-1.1053500258799172,67,70,70,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,natural_stop,all,70
close_prob_pre_filter,0.5192932027014295,0.23668738842822182,-0.28260581427320774,-0.310432819775591,-0.2554799157075671,67,70,70,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,natural_stop,all,70
close_sampler_prob,0.5307168372264612,0.20318207894340026,-0.327534758283061,-0.3620699813251032,-0.2946605263561721,67,70,70,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,natural_stop,all,70
eos_after_forced_close_prob,0.9999999846859157,0.999999932303808,-5.2382107651460785e-08,-7.636150545220488e-08,-3.384374581139049e-08,67,70,70,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,natural_stop,all,70
next_event_close_rate,0.3522727272727273,0.03787878787878788,-0.3143939393939394,-0.36363636363636365,-0.26515151515151514,33,33,33,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,natural_stop,qwen3-8b-cleanv2,33
continue_rate,0.6477272727272727,0.9621212121212122,0.31439393939393945,0.26515151515151514,0.36363636363636365,33,33,33,m1_higher,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,natural_stop,qwen3-8b-cleanv2,33
eos_without_close_rate,0.0,0.0,0.0,0.0,0.0,33,33,33,interval_covers_zero,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,natural_stop,qwen3-8b-cleanv2,33
unresolved_rate,0.0,0.0,0.0,0.0,0.0,33,33,33,interval_covers_zero,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,natural_stop,qwen3-8b-cleanv2,33
margin_first_policy,-0.5844155844155848,-3.0086580086580095,-2.4242424242424248,-2.873376623376623,-2.0183982683982684,33,33,33,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,natural_stop,qwen3-8b-cleanv2,33
margin_first_raw,-1.9090909090909092,-3.606060606060606,-1.6969696969696968,-2.0113636363636362,-1.412878787878788,33,33,33,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,natural_stop,qwen3-8b-cleanv2,33
close_prob_pre_filter,0.36494737793514526,0.0988225891300186,-0.2661247888051267,-0.2959548991643911,-0.23665298919409558,33,33,33,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,natural_stop,qwen3-8b-cleanv2,33
close_sampler_prob,0.3649475701199309,0.04452717223379925,-0.32042039788613164,-0.3573489546450377,-0.2833676250205294,33,33,33,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,natural_stop,qwen3-8b-cleanv2,33
eos_after_forced_close_prob,0.9999999818940385,0.9999999219658156,-5.992822293965361e-08,-1.0175932521894193e-07,-2.7198517382753806e-08,33,33,33,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,natural_stop,qwen3-8b-cleanv2,33
next_event_close_rate,0.6554054054054054,0.3327702702702703,-0.3226351351351351,-0.39362331081081087,-0.2550675675675676,37,37,37,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,natural_stop,qwen3-8b-keep4-s42,37
continue_rate,0.34459459459459457,0.6672297297297297,0.32263513513513514,0.2550675675675676,0.3936233108108106,37,37,37,m1_higher,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,natural_stop,qwen3-8b-keep4-s42,37
eos_without_close_rate,0.0,0.0,0.0,0.0,0.0,37,37,37,interval_covers_zero,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,natural_stop,qwen3-8b-keep4-s42,37
unresolved_rate,0.0,0.0,0.0,0.0,0.0,37,37,37,interval_covers_zero,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,natural_stop,qwen3-8b-keep4-s42,37
margin_first_policy,0.7046332046332056,-0.6129343629343627,-1.3175675675675682,-1.5299227799227813,-1.1148648648648658,37,37,37,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,natural_stop,qwen3-8b-keep4-s42,37
margin_first_raw,-1.0067567567567568,-1.929054054054054,-0.9222972972972971,-1.070945945945946,-0.7804054054054055,37,37,37,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,natural_stop,qwen3-8b-keep4-s42,37
close_prob_pre_filter,0.6569529923578452,0.35964788509959233,-0.2973051072582529,-0.34445461340466177,-0.2529662339609014,37,37,37,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,natural_stop,qwen3-8b-keep4-s42,37
close_sampler_prob,0.6785651024836372,0.3446851038465579,-0.3338799986370793,-0.390813941439457,-0.2800513579052236,37,37,37,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,natural_stop,qwen3-8b-keep4-s42,37
eos_after_forced_close_prob,0.9999999871759684,0.9999999415241797,-4.5651788682654626e-08,-7.12277462761035e-08,-2.3663036699539414e-08,37,37,37,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,natural_stop,qwen3-8b-keep4-s42,37
next_event_close_rate,0.0,0.0,0.0,0.0,0.0,27,27,27,interval_covers_zero,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,early_remaining,all,27
continue_rate,1.0,1.0,0.0,0.0,0.0,27,27,27,interval_covers_zero,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,early_remaining,all,27
eos_without_close_rate,0.0,0.0,0.0,0.0,0.0,27,27,27,interval_covers_zero,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,early_remaining,all,27
unresolved_rate,0.0,0.0,0.0,0.0,0.0,27,27,27,interval_covers_zero,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,early_remaining,all,27
margin_first_policy,-11.600529100529101,-13.10846560846561,-1.507936507936508,-2.030423280423282,-1.018353174603176,27,27,27,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,early_remaining,all,27
margin_first_raw,-9.62037037037037,-10.675925925925926,-1.0555555555555554,-1.4212962962962958,-0.7128472222222219,27,27,27,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,early_remaining,all,27
close_prob_pre_filter,0.0017968996116499321,0.00025404507875929916,-0.0015428545328906328,-0.003840096996805795,-3.741710146611248e-05,27,27,27,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,early_remaining,all,27
close_sampler_prob,0.0,0.0,0.0,0.0,0.0,27,27,27,interval_covers_zero,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,early_remaining,all,27
eos_after_forced_close_prob,0.9999999658306309,0.999999804464312,-1.6136631886265462e-07,-2.538392271045353e-07,-8.423319451389411e-08,27,27,27,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,early_remaining,all,27
next_event_close_rate,0.0,0.0,0.0,0.0,0.0,13,13,13,interval_covers_zero,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,early_remaining,qwen3-8b-cleanv2,13
continue_rate,1.0,1.0,0.0,0.0,0.0,13,13,13,interval_covers_zero,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,early_remaining,qwen3-8b-cleanv2,13
eos_without_close_rate,0.0,0.0,0.0,0.0,0.0,13,13,13,interval_covers_zero,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,early_remaining,qwen3-8b-cleanv2,13
unresolved_rate,0.0,0.0,0.0,0.0,0.0,13,13,13,interval_covers_zero,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,early_remaining,qwen3-8b-cleanv2,13
margin_first_policy,-11.662087912087912,-13.653846153846153,-1.991758241758241,-2.8159340659340657,-1.2087912087912098,13,13,13,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,early_remaining,qwen3-8b-cleanv2,13
margin_first_raw,-9.663461538461538,-11.057692307692308,-1.39423076923077,-1.9711538461538467,-0.8461538461538467,13,13,13,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,early_remaining,qwen3-8b-cleanv2,13
close_prob_pre_filter,0.0016155766894612182,0.0002179632656634123,-0.001397613423797806,-0.0039838677348439655,-2.4166983430756164e-05,13,13,13,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,early_remaining,qwen3-8b-cleanv2,13
close_sampler_prob,0.0,0.0,0.0,0.0,0.0,13,13,13,interval_covers_zero,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,early_remaining,qwen3-8b-cleanv2,13
eos_after_forced_close_prob,0.9999999548376108,0.9999997828450824,-1.7199252844157797e-07,-3.375627151219751e-07,-4.721277915287204e-08,13,13,13,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,early_remaining,qwen3-8b-cleanv2,13
next_event_close_rate,0.0,0.0,0.0,0.0,0.0,14,14,14,interval_covers_zero,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,early_remaining,qwen3-8b-keep4-s42,14
continue_rate,1.0,1.0,0.0,0.0,0.0,14,14,14,interval_covers_zero,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,early_remaining,qwen3-8b-keep4-s42,14
eos_without_close_rate,0.0,0.0,0.0,0.0,0.0,14,14,14,interval_covers_zero,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,early_remaining,qwen3-8b-keep4-s42,14
unresolved_rate,0.0,0.0,0.0,0.0,0.0,14,14,14,interval_covers_zero,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,early_remaining,qwen3-8b-keep4-s42,14
margin_first_policy,-11.543367346938778,-12.602040816326532,-1.0586734693877542,-1.5178571428571423,-0.625,14,14,14,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,early_remaining,qwen3-8b-keep4-s42,14
margin_first_raw,-9.580357142857142,-10.321428571428571,-0.7410714285714288,-1.0625,-0.4375,14,14,14,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,early_remaining,qwen3-8b-keep4-s42,14
close_prob_pre_filter,0.0019652708965394515,0.00028754961949119414,-0.0016777212770482572,-0.005023816254942228,-2.759885848684118e-06,14,14,14,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,early_remaining,qwen3-8b-keep4-s42,14
close_sampler_prob,0.0,0.0,0.0,0.0,0.0,14,14,14,interval_covers_zero,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,early_remaining,qwen3-8b-keep4-s42,14
eos_after_forced_close_prob,0.9999999760384356,0.999999824539311,-1.514991245787911e-07,-2.6191138389475286e-07,-6.611804383993567e-08,14,14,14,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,early_remaining,qwen3-8b-keep4-s42,14
next_event_close_rate,0.025390625,0.00390625,-0.021484375,-0.0546875,0.0,32,32,32,interval_covers_zero,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,pre_first_reuse,all,32
continue_rate,0.974609375,0.99609375,0.021484375,0.0,0.0546875,32,32,32,interval_covers_zero,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,pre_first_reuse,all,32
eos_without_close_rate,0.0,0.0,0.0,0.0,0.0,32,32,32,interval_covers_zero,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,pre_first_reuse,all,32
unresolved_rate,0.0,0.0,0.0,0.0,0.0,32,32,32,interval_covers_zero,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,pre_first_reuse,all,32
margin_first_policy,-6.506696428571429,-9.190848214285715,-2.6841517857142865,-3.1530412946428577,-2.2321428571428577,32,32,32,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,pre_first_reuse,all,32
margin_first_raw,-6.0546875,-7.93359375,-1.87890625,-2.20712890625,-1.5625,32,32,32,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,pre_first_reuse,all,32
close_prob_pre_filter,0.060595365413220206,0.015679254459275153,-0.04491611095394506,-0.07534631965646023,-0.018293876462416158,32,32,32,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,pre_first_reuse,all,32
close_sampler_prob,0.029983357371726527,0.007972859510353614,-0.022010497861372914,-0.054291387801410504,0.0,32,32,32,interval_covers_zero,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,pre_first_reuse,all,32
eos_after_forced_close_prob,0.9999999583356903,0.9999996381386045,-3.2019708584574147e-07,-7.674868396201351e-07,-4.6583467014360604e-08,32,32,32,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,pre_first_reuse,all,32
next_event_close_rate,0.0,0.0,0.0,0.0,0.0,15,15,15,interval_covers_zero,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,pre_first_reuse,qwen3-8b-cleanv2,15
continue_rate,1.0,1.0,0.0,0.0,0.0,15,15,15,interval_covers_zero,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,pre_first_reuse,qwen3-8b-cleanv2,15
eos_without_close_rate,0.0,0.0,0.0,0.0,0.0,15,15,15,interval_covers_zero,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,pre_first_reuse,qwen3-8b-cleanv2,15
unresolved_rate,0.0,0.0,0.0,0.0,0.0,15,15,15,interval_covers_zero,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,pre_first_reuse,qwen3-8b-cleanv2,15
margin_first_policy,-7.130952380952381,-10.166666666666668,-3.0357142857142865,-3.666666666666666,-2.3690476190476195,15,15,15,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,pre_first_reuse,qwen3-8b-cleanv2,15
margin_first_raw,-6.491666666666666,-8.616666666666667,-2.125000000000001,-2.5666666666666664,-1.6583333333333332,15,15,15,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,pre_first_reuse,qwen3-8b-cleanv2,15
close_prob_pre_filter,0.02330338771836667,0.0008058099538560203,-0.02249757776451065,-0.044236532780879544,-0.006078073798993859,15,15,15,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,pre_first_reuse,qwen3-8b-cleanv2,15
close_sampler_prob,0.0,0.0,0.0,0.0,0.0,15,15,15,interval_covers_zero,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,pre_first_reuse,qwen3-8b-cleanv2,15
eos_after_forced_close_prob,0.9999999501030316,0.9999997205710555,-2.2953197609254516e-07,-5.376972815773761e-07,-4.209003358623953e-08,15,15,15,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,pre_first_reuse,qwen3-8b-cleanv2,15
next_event_close_rate,0.04779411764705882,0.007352941176470588,-0.04044117647058823,-0.10294117647058823,0.0,17,17,17,interval_covers_zero,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,pre_first_reuse,qwen3-8b-keep4-s42,17
continue_rate,0.9522058823529411,0.9926470588235294,0.040441176470588314,0.0,0.1029411764705882,17,17,17,interval_covers_zero,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,pre_first_reuse,qwen3-8b-keep4-s42,17
eos_without_close_rate,0.0,0.0,0.0,0.0,0.0,17,17,17,interval_covers_zero,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,pre_first_reuse,qwen3-8b-keep4-s42,17
unresolved_rate,0.0,0.0,0.0,0.0,0.0,17,17,17,interval_covers_zero,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,pre_first_reuse,qwen3-8b-keep4-s42,17
margin_first_policy,-5.955882352941178,-8.32983193277311,-2.3739495798319323,-3.1302521008403366,-1.7959558823529411,17,17,17,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,pre_first_reuse,qwen3-8b-keep4-s42,17
margin_first_raw,-5.669117647058823,-7.330882352941177,-1.6617647058823533,-2.1911764705882355,-1.2571691176470594,17,17,17,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,pre_first_reuse,qwen3-8b-keep4-s42,17
close_prob_pre_filter,0.09350005161456156,0.028802881964056743,-0.06469716965050482,-0.11976625130810803,-0.02113264124454388,17,17,17,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,pre_first_reuse,qwen3-8b-keep4-s42,17
close_sampler_prob,0.05643926093501464,0.01500773554890092,-0.04143152538611372,-0.10219555350853743,0.0,17,17,17,interval_covers_zero,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,pre_first_reuse,qwen3-8b-keep4-s42,17
eos_after_forced_close_prob,0.9999999655998009,0.9999995654040892,-4.001957116805954e-07,-1.1316049004256312e-06,-2.1439195929673366e-08,17,17,17,m1_lower,8B,raw - cleaned (s42),treatment,qwen3-8b-cleanv2,qwen3-8b-keep4-s42,test,pre_first_reuse,qwen3-8b-keep4-s42,17
