scale,model_tag,role,n_anchors,close_reachable_share,close_prob_pre_filter_mean,close_sampler_prob_mean,eos_after_forced_close_prob_mean,next_event_close_rate_mean,eos_without_close_rate_mean,unresolved_rate_mean,margin_first_policy_mean,margin_path_policy_mean
8B,qwen3-8b-cleanv2,all,256,0.50390625,0.26831936206445284,0.26595956449233454,0.9999999534422159,0.260986328125,0.0,0.0,-4.460100446428572,nan
8B,qwen3-8b-cleanv2,natural_stop,128,0.984375,0.5133675649269271,0.522430074764149,0.9999999822123603,0.51318359375,0.0,0.0,0.07254464285714302,nan
8B,qwen3-8b-cleanv2,early_remaining,64,0.0,0.002104065444370624,0.0,0.9999999098989587,0.0,0.0,0.0,-11.679687500000002,nan
8B,qwen3-8b-cleanv2,pre_first_reuse,64,0.046875,0.04443825295958651,0.018978108441040094,0.9999999394451844,0.017578125,0.0,0.0,-6.305803571428572,nan
8B,qwen3-8b-keep4-s42,all,256,0.2578125,0.11658294175220804,0.09628960206041186,0.9999998356239232,0.0947265625,0.0,0.0,-6.445312500000001,nan
8B,qwen3-8b-keep4-s42,natural_stop,128,0.5078125,0.22819672903507626,0.19058598924323533,0.9999999153118927,0.1884765625,0.0,0.0,-1.8136160714285718,nan
8B,qwen3-8b-keep4-s42,early_remaining,64,0.0,0.00017897951528730928,0.0,0.9999997791551739,0.0,0.0,0.0,-13.144531250000002,nan
8B,qwen3-8b-keep4-s42,pre_first_reuse,64,0.015625,0.009759329423392377,0.003986429755176807,0.9999997327167336,0.001953125,0.0,0.0,-9.009486607142858,nan
