metric,m0,m1,diff,ci_low,ci_high,n_prompts,n_m0,n_m1,direction,scale,contrast,kind,m0_tag,m1_tag,split,role,source,n_anchors
next_event_close_rate,0.2780511811023622,0.10679133858267717,-0.17125984251968504,-0.21100144230769233,-0.13268601190476195,118,127,127,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,all,all,127
continue_rate,0.7219488188976378,0.8932086614173228,0.17125984251968496,0.13268601190476198,0.21100144230769227,118,127,127,m1_higher,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,all,all,127
eos_without_close_rate,0.0,0.0,0.0,0.0,0.0,118,127,127,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,all,all,127
unresolved_rate,0.0,0.0,0.0,0.0,0.0,118,127,127,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,all,all,127
margin_first_policy,-3.877952755905513,-5.932227221597299,-2.054274465691786,-2.293336937793489,-1.825084364454443,118,127,127,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,all,all,127
margin_first_raw,-4.214566929133858,-5.65255905511811,-1.4379921259842519,-1.6053358564554432,-1.2775590551181102,118,127,127,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,all,all,127
close_prob_pre_filter,0.2743866276115889,0.11720412258869442,-0.15718250502289446,-0.18814358132706052,-0.1263654793147815,118,127,127,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,all,all,127
close_sampler_prob,0.27220416992821317,0.10644178685150506,-0.1657623830767081,-0.20134928231636834,-0.13105424900167406,118,127,127,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,all,all,127
eos_after_forced_close_prob,0.9999990446037679,0.9999980450948293,-9.995089386150013e-07,-1.3158466816626246e-06,-7.574769957524598e-07,118,127,127,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,all,all,127
next_event_close_rate,0.189453125,0.0244140625,-0.1650390625,-0.2197700652841782,-0.11407602813852821,61,64,64,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,all,qwen3-4b-cleanv2-s42,64
continue_rate,0.810546875,0.9755859375,0.1650390625,0.11407602813852807,0.2197700652841782,61,64,64,m1_higher,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,all,qwen3-4b-cleanv2-s42,64
eos_without_close_rate,0.0,0.0,0.0,0.0,0.0,61,64,64,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,all,qwen3-4b-cleanv2-s42,64
unresolved_rate,0.0,0.0,0.0,0.0,0.0,61,64,64,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,all,qwen3-4b-cleanv2-s42,64
margin_first_policy,-4.232700892857143,-6.609933035714286,-2.3772321428571423,-2.73053589715456,-2.027553763440861,61,64,64,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,all,qwen3-4b-cleanv2-s42,64
margin_first_raw,-4.462890625,-6.126953125,-1.6640625,-1.9113751280081928,-1.419287634408603,61,64,64,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,all,qwen3-4b-cleanv2-s42,64
close_prob_pre_filter,0.19843758963098335,0.04081424603035583,-0.15762334360062752,-0.20105957258553295,-0.11503339918844938,61,64,64,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,all,qwen3-4b-cleanv2-s42,64
close_sampler_prob,0.18536394660250047,0.026963369589748876,-0.1584005770127516,-0.20726811224544764,-0.1112273152962989,61,64,64,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,all,qwen3-4b-cleanv2-s42,64
eos_after_forced_close_prob,0.9999989511202098,0.9999979697165284,-9.81403681321602e-07,-1.221501881612519e-06,-7.492734188874197e-07,61,64,64,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,all,qwen3-4b-cleanv2-s42,64
next_event_close_rate,0.3680555555555556,0.19047619047619047,-0.17757936507936511,-0.23809988839285715,-0.12400793650793648,58,63,63,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,all,qwen3-4b-keep4-s42,63
continue_rate,0.6319444444444444,0.8095238095238095,0.17757936507936511,0.12400793650793651,0.23809988839285715,58,63,63,m1_higher,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,all,qwen3-4b-keep4-s42,63
eos_without_close_rate,0.0,0.0,0.0,0.0,0.0,58,63,63,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,all,qwen3-4b-keep4-s42,63
unresolved_rate,0.0,0.0,0.0,0.0,0.0,58,63,63,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,all,qwen3-4b-keep4-s42,63
margin_first_policy,-3.517573696145126,-5.243764172335601,-1.7261904761904754,-2.013261033321517,-1.4255798504773904,58,63,63,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,all,qwen3-4b-keep4-s42,63
margin_first_raw,-3.9623015873015874,-5.170634920634921,-1.2083333333333335,-1.409282723325062,-0.9979058953341745,58,63,63,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,all,qwen3-4b-keep4-s42,63
close_prob_pre_filter,0.3515412058776007,0.19480653687018126,-0.15673466900741942,-0.19996375054158455,-0.11623452887342045,58,63,63,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,all,qwen3-4b-keep4-s42,63
close_sampler_prob,0.3604228094971912,0.18718176629201924,-0.17324104320517195,-0.22516605517302204,-0.12591263399606706,58,63,63,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,all,qwen3-4b-keep4-s42,63
eos_after_forced_close_prob,0.999999139571192,0.9999981216696111,-1.0179015809130831e-06,-1.569453645414165e-06,-6.220156993363982e-07,58,63,63,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,all,qwen3-4b-keep4-s42,63
next_event_close_rate,0.5274621212121212,0.20549242424242425,-0.32196969696969696,-0.3750236742424242,-0.26609848484848486,66,66,66,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,natural_stop,all,66
continue_rate,0.4725378787878788,0.7945075757575758,0.321969696969697,0.26609848484848486,0.3750236742424241,66,66,66,m1_higher,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,natural_stop,all,66
eos_without_close_rate,0.0,0.0,0.0,0.0,0.0,66,66,66,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,natural_stop,all,66
unresolved_rate,0.0,0.0,0.0,0.0,0.0,66,66,66,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,natural_stop,all,66
margin_first_policy,0.0649350649350646,-1.9615800865800872,-2.026515151515152,-2.3484848484848486,-1.7234172077922085,66,66,66,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,natural_stop,all,66
margin_first_raw,-1.4545454545454546,-2.8731060606060606,-1.418560606060606,-1.643939393939394,-1.2063920454545456,66,66,66,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,natural_stop,all,66
close_prob_pre_filter,0.5071368264180147,0.2238710623946468,-0.2832657640233679,-0.3182424714708911,-0.24663196340412855,66,66,66,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,natural_stop,all,66
close_sampler_prob,0.5160107405533699,0.20481980197183544,-0.31119093858153446,-0.3529953607847655,-0.26909630617713665,66,66,66,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,natural_stop,all,66
eos_after_forced_close_prob,0.9999993027811924,0.9999985590549227,-7.437262696807778e-07,-9.389742158111281e-07,-5.847101010703073e-07,66,66,66,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,natural_stop,all,66
next_event_close_rate,0.36742424242424243,0.04734848484848485,-0.32007575757575757,-0.3825757575757576,-0.26131628787878813,33,33,33,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,natural_stop,qwen3-4b-cleanv2-s42,33
continue_rate,0.6325757575757576,0.9526515151515151,0.32007575757575757,0.26131628787878786,0.38257575757575757,33,33,33,m1_higher,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,natural_stop,qwen3-4b-cleanv2-s42,33
eos_without_close_rate,0.0,0.0,0.0,0.0,0.0,33,33,33,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,natural_stop,qwen3-4b-cleanv2-s42,33
unresolved_rate,0.0,0.0,0.0,0.0,0.0,33,33,33,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,natural_stop,qwen3-4b-cleanv2-s42,33
margin_first_policy,-0.5681818181818186,-3.3495670995670994,-2.7813852813852806,-3.2305194805194803,-2.342938311688311,33,33,33,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,natural_stop,qwen3-4b-cleanv2-s42,33
margin_first_raw,-1.8977272727272727,-3.8446969696969697,-1.946969696969697,-2.2613636363636362,-1.6400568181818185,33,33,33,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,natural_stop,qwen3-4b-cleanv2-s42,33
close_prob_pre_filter,0.3704117783752008,0.07788102135256002,-0.29253075702264075,-0.3373888390761469,-0.2528007804781376,33,33,33,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,natural_stop,qwen3-4b-cleanv2-s42,33
close_sampler_prob,0.3594937146230312,0.05229259556799782,-0.3072011190550334,-0.3609289056415292,-0.25673217654942904,33,33,33,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,natural_stop,qwen3-4b-cleanv2-s42,33
eos_after_forced_close_prob,0.9999991869776328,0.9999982014766504,-9.855009823755978e-07,-1.3423857211647405e-06,-7.12831807359038e-07,33,33,33,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,natural_stop,qwen3-4b-cleanv2-s42,33
next_event_close_rate,0.6875,0.36363636363636365,-0.32386363636363635,-0.4109848484848485,-0.24053030303030304,33,33,33,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,natural_stop,qwen3-4b-keep4-s42,33
continue_rate,0.3125,0.6363636363636364,0.32386363636363635,0.24053030303030304,0.4109848484848485,33,33,33,m1_higher,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,natural_stop,qwen3-4b-keep4-s42,33
eos_without_close_rate,0.0,0.0,0.0,0.0,0.0,33,33,33,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,natural_stop,qwen3-4b-keep4-s42,33
unresolved_rate,0.0,0.0,0.0,0.0,0.0,33,33,33,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,natural_stop,qwen3-4b-keep4-s42,33
margin_first_policy,0.6980519480519478,-0.5735930735930745,-1.2716450216450224,-1.5423430735930752,-1.0010822510822512,33,33,33,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,natural_stop,qwen3-4b-keep4-s42,33
margin_first_raw,-1.0113636363636365,-1.9015151515151516,-0.8901515151515151,-1.0796401515151515,-0.7007575757575757,33,33,33,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,natural_stop,qwen3-4b-keep4-s42,33
close_prob_pre_filter,0.6438618744608285,0.3698611034367336,-0.2740007710240949,-0.3322269364552017,-0.214549403287484,33,33,33,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,natural_stop,qwen3-4b-keep4-s42,33
close_sampler_prob,0.6725277664837087,0.3573470083756732,-0.31518075810803553,-0.3827936130372232,-0.24641512691804685,33,33,33,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,natural_stop,qwen3-4b-keep4-s42,33
eos_after_forced_close_prob,0.9999994185847517,0.9999989166331948,-5.019515568749355e-07,-6.620174290594693e-07,-3.6948151278248795e-07,33,33,33,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,natural_stop,qwen3-4b-keep4-s42,33
next_event_close_rate,0.0,0.0,0.0,0.0,0.0,33,33,33,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,early_remaining,all,33
continue_rate,1.0,1.0,0.0,0.0,0.0,33,33,33,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,early_remaining,all,33
eos_without_close_rate,0.0,0.0,0.0,0.0,0.0,33,33,33,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,early_remaining,all,33
unresolved_rate,0.0,0.0,0.0,0.0,0.0,33,33,33,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,early_remaining,all,33
margin_first_policy,-10.075757575757578,-11.866883116883118,-1.79112554112554,-2.3051948051948052,-1.3257575757575761,33,33,33,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,early_remaining,all,33
margin_first_raw,-8.553030303030303,-9.806818181818182,-1.253787878787879,-1.6136363636363642,-0.9280303030303028,33,33,33,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,early_remaining,all,33
close_prob_pre_filter,0.0032950004521866798,0.00020023265427084635,-0.0030947677979158332,-0.006178635606523756,-0.0008057644636415912,33,33,33,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,early_remaining,all,33
close_sampler_prob,0.0,0.0,0.0,0.0,0.0,33,33,33,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,early_remaining,all,33
eos_after_forced_close_prob,0.9999984747190306,0.9999968441851864,-1.6305338441657824e-06,-2.7118291307859365e-06,-9.063344103027454e-07,33,33,33,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,early_remaining,all,33
next_event_close_rate,0.0,0.0,0.0,0.0,0.0,16,16,16,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,early_remaining,qwen3-4b-cleanv2-s42,16
continue_rate,1.0,1.0,0.0,0.0,0.0,16,16,16,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,early_remaining,qwen3-4b-cleanv2-s42,16
eos_without_close_rate,0.0,0.0,0.0,0.0,0.0,16,16,16,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,early_remaining,qwen3-4b-cleanv2-s42,16
unresolved_rate,0.0,0.0,0.0,0.0,0.0,16,16,16,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,early_remaining,qwen3-4b-cleanv2-s42,16
margin_first_policy,-9.88839285714286,-11.573660714285715,-1.6852678571428559,-2.466517857142856,-1.0044642857142865,16,16,16,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,early_remaining,qwen3-4b-cleanv2-s42,16
margin_first_raw,-8.421875,-9.6015625,-1.1796875,-1.7265625,-0.703125,16,16,16,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,early_remaining,qwen3-4b-cleanv2-s42,16
close_prob_pre_filter,0.003844008216852298,0.00026617282824917385,-0.003577835388603124,-0.008455604831473696,-0.0005012204184712568,16,16,16,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,early_remaining,qwen3-4b-cleanv2-s42,16
close_sampler_prob,0.0,0.0,0.0,0.0,0.0,16,16,16,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,early_remaining,qwen3-4b-cleanv2-s42,16
eos_after_forced_close_prob,0.9999983231575509,0.999997211015806,-1.1121417449189153e-06,-1.663280146235735e-06,-5.646152552940545e-07,16,16,16,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,early_remaining,qwen3-4b-cleanv2-s42,16
next_event_close_rate,0.0,0.0,0.0,0.0,0.0,17,17,17,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,early_remaining,qwen3-4b-keep4-s42,17
continue_rate,1.0,1.0,0.0,0.0,0.0,17,17,17,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,early_remaining,qwen3-4b-keep4-s42,17
eos_without_close_rate,0.0,0.0,0.0,0.0,0.0,17,17,17,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,early_remaining,qwen3-4b-keep4-s42,17
unresolved_rate,0.0,0.0,0.0,0.0,0.0,17,17,17,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,early_remaining,qwen3-4b-keep4-s42,17
margin_first_policy,-10.252100840336137,-12.142857142857146,-1.8907563025210088,-2.594537815126051,-1.2605042016806713,17,17,17,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,early_remaining,qwen3-4b-keep4-s42,17
margin_first_raw,-8.676470588235293,-10.0,-1.3235294117647065,-1.8161764705882355,-0.882352941176471,17,17,17,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,early_remaining,qwen3-4b-keep4-s42,17
close_prob_pre_filter,0.0027782872619131578,0.00013817131405595,-0.002640115947857208,-0.00611857145135843,-5.191191463468551e-05,17,17,17,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,early_remaining,qwen3-4b-keep4-s42,17
close_sampler_prob,0.0,0.0,0.0,0.0,0.0,17,17,17,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,early_remaining,qwen3-4b-keep4-s42,17
eos_after_forced_close_prob,0.9999986173651292,0.9999964989328386,-2.118432290587613e-06,-4.096462132463507e-06,-7.801752229197328e-07,17,17,17,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,early_remaining,qwen3-4b-keep4-s42,17
next_event_close_rate,0.017857142857142856,0.0,-0.017857142857142856,-0.044642857142857144,0.0,28,28,28,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,pre_first_reuse,all,28
continue_rate,0.9821428571428571,1.0,0.017857142857142905,0.0,0.044642857142857095,28,28,28,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,pre_first_reuse,all,28
eos_without_close_rate,0.0,0.0,0.0,0.0,0.0,28,28,28,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,pre_first_reuse,all,28
unresolved_rate,0.0,0.0,0.0,0.0,0.0,28,28,28,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,pre_first_reuse,all,28
margin_first_policy,-5.86734693877551,-8.29719387755102,-2.42984693877551,-2.991071428571428,-1.9196428571428577,28,28,28,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,pre_first_reuse,all,28
margin_first_raw,-5.607142857142857,-7.308035714285714,-1.7008928571428577,-2.09375,-1.34375,28,28,28,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,pre_first_reuse,all,28
close_prob_pre_filter,0.04526200529145157,0.003672349040234526,-0.04158965625121705,-0.06958572215754624,-0.01752146800979104,28,28,28,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,pre_first_reuse,all,28
close_sampler_prob,0.01832931087002354,0.0,-0.01832931087002354,-0.044612198126665246,0.0,28,28,28,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,pre_first_reuse,all,28
eos_after_forced_close_prob,0.9999991076925646,0.9999982489752597,-8.587173049301455e-07,-1.1569907575226245e-06,-5.681785076538939e-07,28,28,28,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,pre_first_reuse,all,28
next_event_close_rate,0.0,0.0,0.0,0.0,0.0,15,15,15,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,pre_first_reuse,qwen3-4b-cleanv2-s42,15
continue_rate,1.0,1.0,0.0,0.0,0.0,15,15,15,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,pre_first_reuse,qwen3-4b-cleanv2-s42,15
eos_without_close_rate,0.0,0.0,0.0,0.0,0.0,15,15,15,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,pre_first_reuse,qwen3-4b-cleanv2-s42,15
unresolved_rate,0.0,0.0,0.0,0.0,0.0,15,15,15,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,pre_first_reuse,qwen3-4b-cleanv2-s42,15
margin_first_policy,-6.261904761904763,-8.488095238095237,-2.2261904761904745,-3.0476190476190466,-1.4761904761904736,15,15,15,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,pre_first_reuse,qwen3-4b-cleanv2-s42,15
margin_first_raw,-5.883333333333334,-7.441666666666666,-1.5583333333333327,-2.133333333333333,-1.0333333333333332,15,15,15,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,pre_first_reuse,qwen3-4b-cleanv2-s42,15
close_prob_pre_filter,0.027660861235444756,0.0025186184037537403,-0.025142242831691017,-0.0491726458649684,-0.00527548307482268,15,15,15,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,pre_first_reuse,qwen3-4b-cleanv2-s42,15
close_sampler_prob,0.0,0.0,0.0,0.0,0.0,15,15,15,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,pre_first_reuse,qwen3-4b-cleanv2-s42,15
eos_after_forced_close_prob,0.9999991020607144,0.9999982691250303,-8.329356840919289e-07,-1.3244973012360717e-06,-3.6441720255575594e-07,15,15,15,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,pre_first_reuse,qwen3-4b-cleanv2-s42,15
next_event_close_rate,0.038461538461538464,0.0,-0.038461538461538464,-0.09615384615384616,0.0,13,13,13,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,pre_first_reuse,qwen3-4b-keep4-s42,13
continue_rate,0.9615384615384616,1.0,0.038461538461538436,0.0,0.09615384615384615,13,13,13,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,pre_first_reuse,qwen3-4b-keep4-s42,13
eos_without_close_rate,0.0,0.0,0.0,0.0,0.0,13,13,13,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,pre_first_reuse,qwen3-4b-keep4-s42,13
unresolved_rate,0.0,0.0,0.0,0.0,0.0,13,13,13,interval_covers_zero,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,pre_first_reuse,qwen3-4b-keep4-s42,13
margin_first_policy,-5.412087912087912,-8.076923076923078,-2.664835164835166,-3.351991758241762,-1.9776785714285734,13,13,13,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,pre_first_reuse,qwen3-4b-keep4-s42,13
margin_first_raw,-5.288461538461538,-7.153846153846154,-1.8653846153846159,-2.3463942307692314,-1.3843750000000017,13,13,13,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,pre_first_reuse,qwen3-4b-keep4-s42,13
close_prob_pre_filter,0.0655710176637671,0.005003576697712357,-0.06056744096605475,-0.1100139487434427,-0.017604353095470267,13,13,13,m1_lower,4B,raw - cleaned (s42),treatment,qwen3-4b-cleanv2-s42,qwen3-4b-keep4-s42,test,pre_first_reuse,qwen3-4b-keep4-s42,13
