episode_variant,capture_kind,kmax,pooled_hazard_diff,pooled_hazard_ci_low,pooled_hazard_ci_high,propensity_component,propensity_ci_low,propensity_ci_high,exposure_component,exposure_ci_low,exposure_ci_high,decomposition_total,raw_cif_diff,k_pool
lineage,primary,41,-0.004946364414795512,-0.010077960391202323,0.0001536569348700132,-0.007469587779667611,-0.019063151396523915,0.0035713855075331547,0.049779607720708274,0.041022194521773185,0.060036348319993535,0.042310019941040666,0.04233400041465391,8
lineage,legacy,241,0.0011992714255110364,0.00028616225003736756,0.001960964767537664,0.0027707985721612074,0.0008512886448602572,0.00439250661437192,0.0029106547642902855,0.0018192381332111883,0.004260997428668717,0.005681453336451493,0.005679250947713311,8
contiguous,primary,18,-0.0030406305249468177,-0.010583774947872169,0.004218757745543879,-0.010692272501311,-0.024302214528874,0.002897579174254546,0.05301171041587549,0.041435118869550806,0.06467790432663878,0.04231943791456449,0.0423334090951993,4
contiguous,legacy,18,0.0021861612109032795,0.0007255188097607637,0.003429185478154094,0.0030159733612185233,0.0014824869853890753,0.00446509338742106,0.0026691437327221617,0.001771372094479875,0.0036138454568420786,0.005685117093940685,0.0056863459658223325,4
