episode_variant,capture_kind,scope,metric,m0,m1,diff_or_value,ci_low,ci_high,n_m0,n_m1,direction
lineage,primary,slot,pooled_capture_hazard,0.0198744769874477,0.014928112572652186,-0.004946364414795512,-0.010077960391202323,0.0001536569348700132,nan,nan,UNRESOLVED
lineage,primary,slot,pooled_gap_stop_hazard,0.5601472053975313,0.15153874098292594,-0.4086084644146053,-0.42972806115853457,-0.38734225535015504,nan,nan,DOWN
lineage,primary,slot,pooled_inepisode_stop_hazard,0.24877963737796374,0.07684307127561946,-0.17193656610234428,-0.18499694062019484,-0.15962511195410098,nan,nan,DOWN
lineage,primary,slot,cif_capture_final,0.012889436757923657,0.05522343717257757,0.04233400041465391,0.034402722065543206,0.05053424439086488,nan,nan,UP
lineage,primary,slot,cif_stop_final,0.9871105632420762,0.9447765628274232,-0.04233400041465307,-0.050534244390865325,-0.03440272206554295,nan,nan,DOWN
lineage,primary,slot,propensity_component,nan,nan,-0.007469587779667611,-0.019063151396523915,0.0035713855075331547,nan,nan,UNRESOLVED
lineage,primary,slot,exposure_component,nan,nan,0.049779607720708274,0.041022194521773185,0.060036348319993535,nan,nan,UP
lineage,primary,slot,decomposition_total,nan,nan,0.042310019941040666,0.03438349990607269,0.050514467902402896,nan,nan,UP
lineage,primary,slot,identity_error,nan,nan,0.0,-6.938893903907228e-18,6.938893903907228e-18,nan,nan,UNRESOLVED
lineage,primary,slot,raw_cif_diff,nan,nan,0.04233400041465391,0.034402722065543206,0.05053424439086488,nan,nan,UP
lineage,primary,slot,hazard_k1,0.02109704641350211,0.012316806984720922,-0.008780239428781186,-0.015732639683304833,-0.0023786316990274934,nan,nan,DOWN
lineage,primary,slot,hazard_k2,0.020155038759689922,0.011129431162407255,-0.009025607597282667,-0.018550793054242544,0.0004315945249636738,nan,nan,UNRESOLVED
lineage,primary,slot,hazard_k3,0.022911051212938006,0.01718830169317599,-0.005722749519762017,-0.017567166316272326,0.005304310850015563,nan,nan,UNRESOLVED
lineage,primary,slot,hazard_k4,0.018691588785046728,0.014790996784565916,-0.003900592000480811,-0.018186402418724747,0.008828559778906061,nan,nan,UNRESOLVED
lineage,primary,slot,hazard_k5,0.02066115702479339,0.016205533596837945,-0.004455623427955444,-0.02504955472547865,0.012758435876383143,nan,nan,UNRESOLVED
