metric,m0,m1,diff,ci_low,ci_high,n_prompts,n_m0,n_m1,direction,contrast,m0_tag,m1_tag
stable_orbit_rate,0.00599005424954792,0.013562386980108499,0.007572332730560578,0.004520795660036166,0.010852735081374309,1106,8848,8848,m1_higher,15% - 0% s42,qwen3-4b-cleanv2-s42,qwen3-4b-obr-p15-s42
hit_max_rate,0.011415009041591321,0.024299276672694395,0.012884267631103074,0.00870253164556962,0.017518083182640143,1106,8848,8848,m1_higher,15% - 0% s42,qwen3-4b-cleanv2-s42,qwen3-4b-obr-p15-s42
runaway_any_rate,0.010962929475587703,0.02316907775768535,0.012206148282097649,0.0081374321880651,0.016726943942133816,1106,8848,8848,m1_higher,15% - 0% s42,qwen3-4b-cleanv2-s42,qwen3-4b-obr-p15-s42
json_list_complete_rate,0.9873417721518988,0.9742314647377939,-0.013110307414104905,-0.017857142857142797,-0.008702531645569556,1106,8848,8848,m1_lower,15% - 0% s42,qwen3-4b-cleanv2-s42,qwen3-4b-obr-p15-s42
gen_tokens_mean,4733.512658227848,5197.4877938517175,463.9751356238694,359.8977622061487,579.9612370027124,1106,8848,8848,m1_higher,15% - 0% s42,qwen3-4b-cleanv2-s42,qwen3-4b-obr-p15-s42
n_blocks_mean,80.91478300180832,89.19676763110307,8.281984629294755,6.458030063291144,10.229701627486431,1106,8848,8848,m1_higher,15% - 0% s42,qwen3-4b-cleanv2-s42,qwen3-4b-obr-p15-s42
out_of_candidate_block_rate,0.027345255790861518,0.13396430819681732,0.1066190524059558,0.09889718098699221,0.113977034516105,1106,8848,8848,m1_higher,15% - 0% s42,qwen3-4b-cleanv2-s42,qwen3-4b-obr-p15-s42
out_of_text_endpoint_rate,0.011093495245966308,0.05232406634751929,0.04123057110155298,0.03588523843684868,0.046273449340676655,1106,8848,8848,m1_higher,15% - 0% s42,qwen3-4b-cleanv2-s42,qwen3-4b-obr-p15-s42
strict_f1,0.09074541474238673,0.08704968204089535,-0.003695732701491386,-0.005566155220360278,-0.0019162465670353622,1106,8848,8848,m1_lower,15% - 0% s42,qwen3-4b-cleanv2-s42,qwen3-4b-obr-p15-s42
relaxed_f1,0.33887731691553613,0.31884255705112624,-0.02003475986440989,-0.023443509855931282,-0.0166252647095692,1106,8848,8848,m1_lower,15% - 0% s42,qwen3-4b-cleanv2-s42,qwen3-4b-obr-p15-s42
semantic_capture_rate,0.04396473779385172,0.09471066907775769,0.05074593128390597,0.042382459312839064,0.059109403254972874,1106,8848,8848,m1_higher,15% - 0% s123,qwen3-4b-cleanv2-s123,qwen3-4b-obr-p15-s123
stable_orbit_rate,0.005085895117540687,0.013110307414104882,0.008024412296564195,0.00497004972875226,0.011528028933092222,1106,8848,8848,m1_higher,15% - 0% s123,qwen3-4b-cleanv2-s123,qwen3-4b-obr-p15-s123
hit_max_rate,0.00949367088607595,0.017179023508137433,0.007685352622061483,0.0037296564195298375,0.01198010849909584,1106,8848,8848,m1_higher,15% - 0% s123,qwen3-4b-cleanv2-s123,qwen3-4b-obr-p15-s123
runaway_any_rate,0.008928571428571428,0.017857142857142856,0.008928571428571428,0.004746835443037976,0.013223327305605787,1106,8848,8848,m1_higher,15% - 0% s123,qwen3-4b-cleanv2-s123,qwen3-4b-obr-p15-s123
json_list_complete_rate,0.9888110307414105,0.981125678119349,-0.007685352622061492,-0.011867088607594889,-0.003613811030741397,1106,8848,8848,m1_lower,15% - 0% s123,qwen3-4b-cleanv2-s123,qwen3-4b-obr-p15-s123
gen_tokens_mean,4638.57075045208,5137.156984629295,498.5862341772154,386.5466659132004,611.9465020343581,1106,8848,8848,m1_higher,15% - 0% s123,qwen3-4b-cleanv2-s123,qwen3-4b-obr-p15-s123
n_blocks_mean,79.03537522603979,87.59448462929475,8.559109403254965,6.63978300180832,10.43794360307414,1106,8848,8848,m1_higher,15% - 0% s123,qwen3-4b-cleanv2-s123,qwen3-4b-obr-p15-s123
out_of_candidate_block_rate,0.02503588938769055,0.1403664180749188,0.11533052868722823,0.10705657036106928,0.12404834144849038,1106,8848,8848,m1_higher,15% - 0% s123,qwen3-4b-cleanv2-s123,qwen3-4b-obr-p15-s123
out_of_text_endpoint_rate,0.00886893682251177,0.05893117397393697,0.0500622371514252,0.04346807140383851,0.056947821836407314,1106,8848,8848,m1_higher,15% - 0% s123,qwen3-4b-cleanv2-s123,qwen3-4b-obr-p15-s123
strict_f1,0.09235930082083069,0.08704517098556144,-0.005314129835269243,-0.007123132692643742,-0.00355635159698591,1106,8848,8848,m1_lower,15% - 0% s123,qwen3-4b-cleanv2-s123,qwen3-4b-obr-p15-s123
relaxed_f1,0.3389392650684042,0.3223558281269141,-0.016583436941490115,-0.019992208719220153,-0.013205085341703561,1106,8848,8848,m1_lower,15% - 0% s123,qwen3-4b-cleanv2-s123,qwen3-4b-obr-p15-s123
