contrast,value,ci_low,ci_high
M1_post_ge1_minus_pre_0.5_1.0::new_valid_any,-0.20796942645028577,-0.2164350852089191,-0.19971711970871736
M1_deep_ge1.25_minus_pre_0.5_1.0::new_valid_any,-0.2167768818578955,-0.225694697265123,-0.20819845649943772
M1_post_ge1_minus_pre_0.5_1.0::seen_triple_reuse,0.6861403593171933,0.6740886781924523,0.6974284869152321
M1_deep_ge1.25_minus_pre_0.5_1.0::seen_triple_reuse,0.7353982928652798,0.7240182160937972,0.7460458640004909
M1_post_ge1_minus_pre_0.5_1.0::normal_stop,0.0031419253423443766,0.002761853449053084,0.003538492263335608
M1_deep_ge1.25_minus_pre_0.5_1.0::normal_stop,0.0030360799094867803,0.00263715438724574,0.0034535461474949542
M1_post_ge1::new_valid_minus_seen_reuse,-0.7442743907794989,-0.757917758944855,-0.729339249441897
M1_deep_ge1.25::new_valid_minus_seen_reuse,-0.8023397797351951,-0.8144772033581409,-0.7890215433027367
