range_type,progress_range,progress_left,progress_right,metric,m0,m1,diff_m1_minus_m0,ci_low,ci_high,m0_denominator,m1_denominator
base_bin,<0.50G,0.0,0.5,new_strict_gold,0.12960872271468737,0.12449726797065805,-0.005111454744029326,-0.007933440049978972,-0.0022105161822073365,232955,232977
base_bin,<0.50G,0.0,0.5,new_relaxed_gold_pair,0.4706445450838145,0.4445932431098349,-0.02605130197397959,-0.03106310394920257,-0.02117997972458465,232955,232977
base_bin,<0.50G,0.0,0.5,new_valid_any,0.4708291300895023,0.44483361018469636,-0.02599551990480592,-0.031061181450309575,-0.02112958063014389,232955,232977
base_bin,<0.50G,0.0,0.5,seen_triple_reuse,0.004301259899980683,0.005378213300025325,0.0010769534000446418,0.0001813592987580386,0.001972267114675731,232955,232977
base_bin,<0.50G,0.0,0.5,gold_pair_already_covered_variant,0.0014638020218497134,0.0017812917154912287,0.00031748969364151533,1.2358722290283469e-05,0.0006416500344417561,232955,232977
base_bin,<0.50G,0.0,0.5,new_unmatched,0.523277027752141,0.5479725466462355,0.024695518894094493,0.019717666108640668,0.029760874925810112,232955,232977
base_bin,<0.50G,0.0,0.5,invalid_identity,0.0,0.0,0.0,0.0,0.0,232955,232977
base_bin,<0.50G,0.0,0.5,normal_stop,0.00012878023652636774,3.433815355163814e-05,-9.44420829747296e-05,-0.00014569820838815353,-4.721172777183616e-05,232955,232977
base_bin,0.50-0.75G,0.5,0.75,new_strict_gold,0.08672159481818334,0.08110599078341015,-0.0056156040347731945,-0.009530253332982658,-0.001543839750190879,119186,120435
base_bin,0.50-0.75G,0.5,0.75,new_relaxed_gold_pair,0.29146040642357324,0.2677377838668161,-0.02372262255675711,-0.031061809146203125,-0.01635377660888038,119186,120435
base_bin,0.50-0.75G,0.5,0.75,new_valid_any,0.29275250448878226,0.2690330883879271,-0.02371941610085515,-0.03108302508734926,-0.016368817169730248,119186,120435
base_bin,0.50-0.75G,0.5,0.75,seen_triple_reuse,0.04028996694242613,0.04539378087765185,0.005103813935225722,0.00016894468806532133,0.010313674550605343,119186,120435
base_bin,0.50-0.75G,0.5,0.75,gold_pair_already_covered_variant,0.009774637960834326,0.010030306804500353,0.0002556688436660265,-0.0009525351457836246,0.0014509542408490542,119186,120435
base_bin,0.50-0.75G,0.5,0.75,new_unmatched,0.6553789874649707,0.6752273010337526,0.019848313568781917,0.01169304005346559,0.02810553244918709,119186,120435
base_bin,0.50-0.75G,0.5,0.75,invalid_identity,0.0,0.0,0.0,0.0,0.0,119186,120435
base_bin,0.50-0.75G,0.5,0.75,normal_stop,0.0018039031429865923,0.00031552289616805745,-0.0014883802468185349,-0.001846370653781653,-0.0011579069680297382,119186,120435
base_bin,0.75-1.00G,0.75,1.0,new_strict_gold,0.06025061994964972,0.05516780647316327,-0.005082813476486446,-0.008694772693820645,-0.001521973204541122,106057,113762
base_bin,0.75-1.00G,0.75,1.0,new_relaxed_gold_pair,0.20826536673675478,0.18741759111126738,-0.020847775625487397,-0.027636788149698395,-0.014003011311704184,106057,113762
base_bin,0.75-1.00G,0.75,1.0,new_valid_any,0.2106131608474688,0.18943056556670945,-0.02118259528075936,-0.02800226435807211,-0.014350359429859672,106057,113762
base_bin,0.75-1.00G,0.75,1.0,seen_triple_reuse,0.10378381436397409,0.11772823965823385,0.013944425294259766,0.005946659114449333,0.022153774059375526,106057,113762
base_bin,0.75-1.00G,0.75,1.0,gold_pair_already_covered_variant,0.01966866873473698,0.01783548109210457,-0.001833187642632409,-0.003961378051518358,0.00014902508350214956,106057,113762
base_bin,0.75-1.00G,0.75,1.0,new_unmatched,0.6564583195828658,0.6725004834654805,0.0160421638826147,0.006170701107023976,0.026099325695263343,106057,113762
base_bin,0.75-1.00G,0.75,1.0,invalid_identity,0.0,0.0,0.0,0.0,0.0,106057,113762
base_bin,0.75-1.00G,0.75,1.0,normal_stop,0.009476036470954298,0.0025052302174715635,-0.006970806253482734,-0.007815299231041021,-0.0061188888689382645,106057,113762
base_bin,1.00-1.25G,1.0,1.25,new_strict_gold,0.04130872072993187,0.03491035812525982,-0.006398362604672053,-0.009424097146962698,-0.0034063736704860177,89981,113061
base_bin,1.00-1.25G,1.0,1.25,new_relaxed_gold_pair,0.13986285993709782,0.117856732206508,-0.022006127730589825,-0.02813132348807055,-0.016125087736980265,89981,113061
base_bin,1.00-1.25G,1.0,1.25,new_valid_any,0.1425300896856003,0.12089933752576043,-0.021630752159839867,-0.02767810982616638,-0.015715048100626714,89981,113061
base_bin,1.00-1.25G,1.0,1.25,seen_triple_reuse,0.1837721296718196,0.21576847896268386,0.03199634929086426,0.02030736330929397,0.04386044333061215,89981,113061
base_bin,1.00-1.25G,1.0,1.25,gold_pair_already_covered_variant,0.024505173314366368,0.022624954670487613,-0.0018802186438787553,-0.004376936069367215,0.0007019513384043111,89981,113061
base_bin,1.00-1.25G,1.0,1.25,new_unmatched,0.6293106322445849,0.6350023438674698,0.005691711622884843,-0.006101297911163045,0.017813328824257454,89981,113061
base_bin,1.00-1.25G,1.0,1.25,invalid_identity,0.0,0.0,0.0,0.0,0.0,89981,113061
base_bin,1.00-1.25G,1.0,1.25,normal_stop,0.019881975083628767,0.005704884973598323,-0.014177090110030443,-0.015522734036843823,-0.012908191023742589,89981,113061
base_bin,1.25-1.50G,1.25,1.5,new_strict_gold,0.026652080950723484,0.022628920814269336,-0.004023160136454148,-0.006709521962336857,-0.00143861097456946,60333,96823
base_bin,1.25-1.50G,1.25,1.5,new_relaxed_gold_pair,0.0911772993220957,0.07312312157235368,-0.018054177749742023,-0.023974073481260426,-0.012418718838916112,60333,96823
base_bin,1.25-1.50G,1.25,1.5,new_valid_any,0.09369665025773623,0.07578777769744792,-0.017908872560288308,-0.023766943605585414,-0.012270292593213728,60333,96823
base_bin,1.25-1.50G,1.25,1.5,seen_triple_reuse,0.26153183166757826,0.33203887506067775,0.07050704339309949,0.05347055135199897,0.08745462882377604,60333,96823
base_bin,1.25-1.50G,1.25,1.5,gold_pair_already_covered_variant,0.02358576566721363,0.021017733389793746,-0.0025680322774198835,-0.005382964949183787,0.0003156153368008207,60333,96823
base_bin,1.25-1.50G,1.25,1.5,new_unmatched,0.5914673561732385,0.5615814424258699,-0.029885913747368598,-0.045960592526875836,-0.014016833899229022,60333,96823
base_bin,1.25-1.50G,1.25,1.5,invalid_identity,0.0,0.0,0.0,0.0,0.0,60333,96823
base_bin,1.25-1.50G,1.25,1.5,normal_stop,0.02971839623423334,0.009574171426210714,-0.020144224808022623,-0.021998029144979083,-0.018385372450261513,60333,96823
base_bin,>=1.50G,1.5,inf,new_strict_gold,0.007553713186485681,0.002439076610813982,-0.005114636575671699,-0.006392471907770723,-0.0040018323976833345,184545,1167655
base_bin,>=1.50G,1.5,inf,new_relaxed_gold_pair,0.026605976862011976,0.008051179500794326,-0.01855479736121765,-0.02193461559436667,-0.015619278163721948,184545,1167655
base_bin,>=1.50G,1.5,inf,new_valid_any,0.02741336801322171,0.008431428803884708,-0.018981939209337002,-0.02242604695768784,-0.015975702430497743,184545,1167655
base_bin,>=1.50G,1.5,inf,seen_triple_reuse,0.6266168143271289,0.8560533719292085,0.2294365576020796,0.1964515162272056,0.26403720004783593,184545,1167655
base_bin,>=1.50G,1.5,inf,gold_pair_already_covered_variant,0.00854534124468287,0.003295493960116644,-0.005249847284566225,-0.006504403973202368,-0.0040769235071123275,184545,1167655
base_bin,>=1.50G,1.5,inf,new_unmatched,0.3165406811346826,0.1282322261284369,-0.18830845500624568,-0.21916462067131667,-0.15908318906858424,184545,1167655
base_bin,>=1.50G,1.5,inf,invalid_identity,0.0,0.0,0.0,0.0,0.0,184545,1167655
base_bin,>=1.50G,1.5,inf,normal_stop,0.020883795280283942,0.003987479178353195,-0.016896316101930747,-0.018803494830937264,-0.015188047148529405,184545,1167655
aggregate,0.50-1.00G,nan,nan,new_strict_gold,0.07425757959181861,0.06850642834878329,-0.005751151243035324,-0.008604501402415714,-0.0028689484083823697,225243,234197
aggregate,0.50-1.00G,nan,nan,new_relaxed_gold_pair,0.2522875294681744,0.22872197338138406,-0.02356555608679034,-0.029135067451557795,-0.017841746830375982,225243,234197
aggregate,0.50-1.00G,nan,nan,new_valid_any,0.2540767082661836,0.2303658885468217,-0.023710819719361925,-0.029309851120803667,-0.017992106705351195,225243,234197
aggregate,0.50-1.00G,nan,nan,seen_triple_reuse,0.07018642088766354,0.08053049355884148,0.010344072671177942,0.004783588931759794,0.01607472526110845,225243,234197
aggregate,0.50-1.00G,nan,nan,gold_pair_already_covered_variant,0.014433300923891087,0.013821697118238064,-0.0006116038056530222,-0.0018546282165045245,0.0006157366908242415,225243,234197
aggregate,0.50-1.00G,nan,nan,new_unmatched,0.6558871973823825,0.6739027400009394,0.018015542618556868,0.010632034801398122,0.025430222567276988,225243,234197
aggregate,0.50-1.00G,nan,nan,invalid_identity,0.0,0.0,0.0,0.0,0.0,225243,234197
aggregate,0.50-1.00G,nan,nan,normal_stop,0.005416372539879153,0.0013791807751593744,-0.004037191764719778,-0.004471826968325915,-0.0036076960634916612,225243,234197
aggregate,>=1.00G,nan,nan,new_strict_gold,0.020065161754648973,0.0065232272915685145,-0.013541934463080458,-0.015367107398229728,-0.01188651510797511,334859,1377539
aggregate,>=1.00G,nan,nan,new_relaxed_gold_pair,0.0686736805640583,0.021637136952202443,-0.04703654361185586,-0.05194245721080148,-0.0425821962359845,334859,1377539
aggregate,>=1.00G,nan,nan,new_valid_any,0.07028928593826059,0.022396462096535924,-0.04789282384172466,-0.05284092732186083,-0.043390310025727116,334859,1377539
aggregate,>=1.00G,nan,nan,seen_triple_reuse,0.44183969969449827,0.7666708528760348,0.3248311531815365,0.29793657939980794,0.35258020124125494,334859,1377539
aggregate,>=1.00G,nan,nan,gold_pair_already_covered_variant,0.015543855772130957,0.006127594209673918,-0.009416261562457038,-0.010838011824121283,-0.008082498323054832,334859,1377539
aggregate,>=1.00G,nan,nan,new_unmatched,0.4501207971116201,0.2002839847002517,-0.24983681241136843,-0.2723510063098039,-0.22745234889431665,334859,1377539
aggregate,>=1.00G,nan,nan,invalid_identity,0.0,0.0,0.0,0.0,0.0,334859,1377539
aggregate,>=1.00G,nan,nan,normal_stop,0.022206361483490065,0.004521106117503751,-0.017685255365986315,-0.01894108761480251,-0.016515611018663477,334859,1377539
aggregate,>=1.25G,nan,nan,new_strict_gold,0.012259165788678444,0.003985043630652332,-0.008274122158026111,-0.00980032041873753,-0.006944078117655336,244878,1264478
aggregate,>=1.25G,nan,nan,new_relaxed_gold_pair,0.04251504830977058,0.013033836887632683,-0.029481211422137894,-0.03367100451558897,-0.02586182912797314,244878,1264478
aggregate,>=1.25G,nan,nan,new_valid_any,0.04374423182156013,0.01358900668892618,-0.030155225132633946,-0.034452608458289014,-0.02641350835016291,244878,1264478
aggregate,>=1.25G,nan,nan,seen_triple_reuse,0.5366672383799279,0.8159287864241213,0.27926154804419334,0.24858155273173282,0.31107034164325925,244878,1264478
aggregate,>=1.25G,nan,nan,gold_pair_already_covered_variant,0.012250998456374194,0.004652512736480982,-0.007598485719893212,-0.009014753530589031,-0.006271827361024901,244878,1264478
aggregate,>=1.25G,nan,nan,new_unmatched,0.38427706858108934,0.16141443346582543,-0.2228626351152639,-0.24940161926908222,-0.1966490574395996,244878,1264478
aggregate,>=1.25G,nan,nan,invalid_identity,0.0,0.0,0.0,0.0,0.0,244878,1264478
aggregate,>=1.25G,nan,nan,normal_stop,0.02306046276104836,0.004415260684646155,-0.018645202076402204,-0.020351392226569318,-0.017083515273028513,244878,1264478
