episode_variant,capture_kind,component,value,ci_low,ci_high,share_of_total,direction
lineage,primary,propensity_component,0.14174243396917152,0.12797363882816554,0.1560040738972441,0.5266594448771597,UP
lineage,primary,exposure_component,0.1273924602170177,0.11837609874552096,0.13705249946661124,0.4733405551228403,UP
lineage,primary,decomposition_total,0.26913489418618924,0.2524977058865255,0.2864155493386335,1.0,UP
lineage,primary,raw_cif_diff,0.26918250704299174,0.2524872822584027,0.286461894108622,1.00017691075305,UP
lineage,primary,identity_error,-5.551115123125783e-17,-5.551115123125783e-17,5.551115123125783e-17,-2.062577258854248e-16,UNRESOLVED
lineage,legacy,propensity_component,0.049142761060585516,0.043067056027315795,0.05548327617613989,0.6723414208547378,UP
lineage,legacy,exposure_component,0.02394921205942701,0.021301601925865166,0.02666428534758003,0.32765857914526236,UP
lineage,legacy,decomposition_total,0.07309197312001252,0.06527356580077347,0.08120215345862047,1.0,UP
lineage,legacy,raw_cif_diff,0.07253056417429753,0.06478052091539764,0.08054927696033864,0.9923191436521601,UP
lineage,legacy,identity_error,1.3877787807814457e-17,-1.3877787807814457e-17,1.3877787807814457e-17,1.898674671845017e-16,UNRESOLVED
contiguous,primary,propensity_component,0.15625721892019628,0.14213781913048434,0.17010791691341634,0.5807390174597946,UP
contiguous,primary,exposure_component,0.11280894371457827,0.10488330749911383,0.1208487188134335,0.41926098254020533,UP
contiguous,primary,decomposition_total,0.26906616263477456,0.2523451725259647,0.2853872294291136,1.0,UP
contiguous,primary,raw_cif_diff,0.2690805898588025,0.2523717071490469,0.28541425269915865,1.0000536196149181,UP
contiguous,primary,identity_error,0.0,-5.551115123125783e-17,5.551115123125783e-17,0.0,UNRESOLVED
contiguous,legacy,propensity_component,0.05056571476985419,0.044362975560832976,0.05698171128679369,0.6757179625805457,UP
contiguous,legacy,exposure_component,0.024266859721351154,0.02139853290814383,0.027375871108001004,0.3242820374194543,UP
contiguous,legacy,decomposition_total,0.07483257449120534,0.06700355212496577,0.08314788932089028,1.0,UP
contiguous,legacy,raw_cif_diff,0.07478980127842874,0.06697026901579754,0.08311465004954274,0.9994284145231216,UP
contiguous,legacy,identity_error,0.0,-1.3877787807814457e-17,1.3877787807814457e-17,0.0,UNRESOLVED
