episode_variant,capture_kind,model,episode_ordinal,gap_at_risk,gap_stop_events,gap_censored,gap_stop_hazard,episodes_started,capture_events,inepisode_stop_events,inepisode_censored,capture_hazard_given_episode,capture_cif_after_episode,stop_cif_after_episode,event_free_survival
lineage,primary,M0,42,0,0,0,0.0,0,0,0,0,0.0,0.05522343717257757,0.9447765628274232,0.0
lineage,primary,M0,43,0,0,0,0.0,0,0,0,0,0.0,0.05522343717257757,0.9447765628274232,0.0
lineage,primary,M0,44,0,0,0,0.0,0,0,0,0,0.0,0.05522343717257757,0.9447765628274232,0.0
lineage,primary,M0,45,0,0,0,0.0,0,0,0,0,0.0,0.05522343717257757,0.9447765628274232,0.0
lineage,primary,M0,46,0,0,0,0.0,0,0,0,0,0.0,0.05522343717257757,0.9447765628274232,0.0
lineage,primary,M0,47,0,0,0,0.0,0,0,0,0,0.0,0.05522343717257757,0.9447765628274232,0.0
lineage,primary,M0,48,0,0,0,0.0,0,0,0,0,0.0,0.05522343717257757,0.9447765628274232,0.0
lineage,primary,M1,1,8848,1358,4,0.15348101265822786,7486,70,232,0,0.009350788137857334,0.007915619705306446,0.17971563796724352,0.8123687423274499
lineage,primary,M1,2,7184,960,1,0.133630289532294,6223,84,257,0,0.013498312710911136,0.01741588974467536,0.3173390105938011,0.6652450996615235
lineage,primary,M1,3,5882,658,0,0.11186671200272016,5224,78,279,0,0.014931087289433384,0.0262375690669465,0.4233122609139044,0.5504501700191491
lineage,primary,M1,4,4867,490,0,0.10067803575097596,4377,62,305,0,0.014164953164267764,0.03324967314362356,0.5132255309293602,0.45352479592701617
lineage,primary,M1,5,4010,381,0,0.09501246882793017,3629,44,272,0,0.01212455221824194,0.03822600506900728,0.5870788206401686,0.37469517429082405
lineage,primary,M1,6,3313,270,0,0.08149713250830064,3043,28,277,0,0.009201445941505093,0.04139276174879692,0.6489436743489161,0.30966356390228683
lineage,primary,M1,7,2738,203,0,0.07414170927684441,2535,24,256,0,0.009467455621301775,0.04410712461718804,0.7008558642068963,0.25503701117591554
lineage,primary,M1,8,2255,140,0,0.06208425720620843,2115,32,214,0,0.015130023640661938,0.0477262751083762,0.7408927165156652,0.21138100837595838
lineage,primary,M1,9,1869,131,0,0.07009095773140717,1738,19,172,0,0.01093210586881473,0.04987514571251917,0.7751615477291032,0.17496330655837755
lineage,primary,M1,10,1547,92,0,0.059469941822882996,1455,11,160,0,0.007560137457044674,0.0511192286938651,0.8036623578472099,0.14521841345892486
lineage,primary,M1,11,1284,69,0,0.053738317757009345,1215,9,129,0,0.007407407407407408,0.05213711476951177,0.8260558515114366,0.12180703371905145
lineage,primary,M1,12,1077,57,0,0.052924791086350974,1020,8,100,0,0.00784313725490196,0.05304190239230881,0.8438123086088285,0.10314578899886252
lineage,primary,M1,13,912,48,0,0.05263157894736842,864,12,108,0,0.013888888888888888,0.05439908382650437,0.8614556672533707,0.0841452489201247
lineage,primary,M1,14,744,40,0,0.053763440860215055,704,5,82,0,0.007102272727272727,0.054964576090752525,0.8752536785010256,0.0697817454082217
lineage,primary,M1,15,617,29,0,0.04700162074554295,588,2,68,0,0.003401360544217687,0.05519077299645178,0.8862242284274398,0.05858499857610833
lineage,primary,M1,16,518,26,0,0.05019305019305019,492,5,55,0,0.01016260162601626,0.05575626526069993,0.8953852031082598,0.048858531631040154
lineage,primary,M1,17,432,24,0,0.05555555555555555,408,6,50,0,0.014705882352941176,0.05643485597779771,0.9037544886191323,0.03981065540306976
lineage,primary,M1,18,352,16,0,0.045454545454545456,336,0,54,0,0.0,0.05643485597779771,0.9116713803186065,0.03189376370359566
lineage,primary,M1,19,282,15,0,0.05319148936170213,267,2,32,0,0.00749063670411985,0.056661052883496967,0.916987007602539,0.02635193951396379
lineage,primary,M1,20,233,7,0,0.030042918454935622,226,0,38,0,0.0,0.056661052883496967,0.9220764379807724,0.021262509135730436
lineage,primary,M1,21,188,11,0,0.05851063829787234,177,3,22,0,0.01694915254237288,0.057000348242045855,0.9258086869248102,0.017190964833143755
lineage,primary,M1,22,152,2,0,0.013157894736842105,150,1,22,0,0.006666666666666667,0.05711344669489549,0.9285230497932013,0.014363503511903006
lineage,primary,M1,23,127,6,0,0.047244094488188976,121,0,14,0,0.0,0.05711344669489549,0.9307850188501939,0.012101534454910405
lineage,primary,M1,24,107,7,0,0.06542056074766354,100,0,9,0,0.0,0.05711344669489549,0.932594594095788,0.010291959209316326
lineage,primary,M1,25,91,5,0,0.054945054945054944,86,0,10,0,0.0,0.05711344669489549,0.9342910708885325,0.008595482416571877
lineage,primary,M1,26,76,5,0,0.06578947368421052,71,1,6,0,0.014084507042253521,0.05722654514774512,0.9355351538698784,0.007238300982376318
lineage,primary,M1,27,64,3,0,0.046875,61,0,9,0,0.0,0.05722654514774512,0.936892335304074,0.005881119548180758
lineage,primary,M1,28,52,0,0,0.0,52,0,8,0,0.0,0.05722654514774512,0.937797122926871,0.004976331925383719
lineage,primary,M1,29,44,1,0,0.022727272727272728,43,0,3,0,0.0,0.05722654514774512,0.9382495167382696,0.004523938113985199
lineage,primary,M1,30,40,0,0,0.0,40,0,7,0,0.0,0.05722654514774512,0.939041205908217,0.003732248944037789
lineage,primary,M1,31,33,0,0,0.0,33,0,6,0,0.0,0.05722654514774512,0.9397197966253148,0.0030536582269400088
lineage,primary,M1,32,27,0,0,0.0,27,0,5,0,0.0,0.05722654514774512,0.940285288889563,0.002488165962691859
lineage,primary,M1,33,22,2,0,0.09090909090909091,20,0,1,0,0.0,0.05722654514774512,0.9406245842481119,0.002148870604142969
lineage,primary,M1,34,19,0,0,0.0,19,0,2,0,0.0,0.05722654514774512,0.9408507811538112,0.001922673698443709
lineage,primary,M1,35,17,0,0,0.0,17,1,3,0,0.058823529411764705,0.05733964360059475,0.9411900765123601,0.0014702798870451892
lineage,primary,M1,36,13,0,0,0.0,13,1,0,0,0.07692307692307693,0.05745274205344438,0.9411900765123601,0.0013571814341955593
lineage,primary,M1,37,12,0,0,0.0,12,0,0,0,0.0,0.05745274205344438,0.9411900765123601,0.0013571814341955593
lineage,primary,M1,38,12,1,0,0.08333333333333333,11,0,0,0,0.0,0.05745274205344438,0.9413031749652098,0.0012440829813459293
lineage,primary,M1,39,11,0,0,0.0,11,0,2,0,0.0,0.05745274205344438,0.941529371870909,0.0010178860756466694
lineage,primary,M1,40,9,0,0,0.0,9,0,1,0,0.0,0.05745274205344438,0.9416424703237587,0.0009047876227970394
lineage,primary,M1,41,8,0,0,0.0,8,0,2,0,0.0,0.05745274205344438,0.941868667229458,0.0006785907170977796
lineage,primary,M1,42,6,0,0,0.0,6,0,0,0,0.0,0.05745274205344438,0.941868667229458,0.0006785907170977796
lineage,primary,M1,43,6,0,0,0.0,6,0,2,0,0.0,0.05745274205344438,0.9420948641351572,0.00045239381139851976
lineage,primary,M1,44,4,0,0,0.0,4,0,2,0,0.0,0.05745274205344438,0.9423210610408564,0.00022619690569925988
lineage,primary,M1,45,2,0,0,0.0,2,0,0,0,0.0,0.05745274205344438,0.9423210610408564,0.00022619690569925988
lineage,primary,M1,46,2,0,0,0.0,2,0,1,0,0.0,0.05745274205344438,0.9424341594937061,0.00011309845284962994
lineage,primary,M1,47,1,0,0,0.0,1,0,0,0,0.0,0.05745274205344438,0.9424341594937061,0.00011309845284962994
lineage,primary,M1,48,1,0,0,0.0,1,0,1,0,0.0,0.05745274205344438,0.9425472579465558,0.0
lineage,legacy,M0,1,8848,2427,7,0.2742992766726944,6414,10,315,9,0.0015590894917368258,0.0011314323718854158,0.30993939638708495,0.6889291712410296
lineage,legacy,M0,2,6080,1218,1,0.20032894736842105,4861,9,291,3,0.0018514708907632176,0.0021514386339702212,0.48093205454727445,0.5169165068187552
lineage,legacy,M0,3,4558,652,0,0.14304519526107942,3906,13,323,5,0.0033282130056323605,0.003625750742053551,0.5915054626535242,0.40486878660442216
lineage,legacy,M0,4,3565,444,0,0.12454417952314166,3121,3,266,1,0.0009612303748798462,0.003966453788284481,0.6721385169281777,0.3238950292835377
lineage,legacy,M0,5,2851,305,0,0.10698000701508242,2546,3,234,3,0.001178318931657502,0.004307276337513037,0.7333729682729082,0.26231975538957863
lineage,legacy,M0,6,2306,218,0,0.09453599306157849,2088,5,212,5,0.0023946360153256703,0.004876052910343867,0.7822877535363596,0.21283619355329647
lineage,legacy,M0,7,1866,125,0,0.0669882100750268,1741,5,210,2,0.002871912693854107,0.0054463535361565585,0.82049789546581,0.17405575099803347
lineage,legacy,M0,8,1524,126,0,0.08267716535433071,1398,1,156,1,0.000715307582260372,0.005560563346522722,0.8527050619890681,0.14173437466440916
lineage,legacy,M0,9,1240,68,0,0.054838709677419356,1172,0,132,2,0.0,0.005560563346522722,0.8755654449994567,0.11887399165402059
lineage,legacy,M0,10,1038,50,0,0.04816955684007707,988,1,117,2,0.0010121457489878543,0.005675085496478426,0.8946906440420592,0.09963427046146234
lineage,legacy,M0,11,868,32,0,0.03686635944700461,836,0,93,2,0.0,0.005675085496478426,0.9090388972767168,0.08528601722680473
lineage,legacy,M0,12,741,40,0,0.05398110661268556,701,1,88,1,0.0014265335235378032,0.0057901813361907134,0.9237711647598895,0.0704386539039197
lineage,legacy,M0,13,611,28,0,0.04582651391162029,583,0,72,0,0.0,0.0057901813361907134,0.9352995860207601,0.058910232643049044
lineage,legacy,M0,14,511,22,0,0.043052837573385516,489,0,49,0,0.0,0.0057901813361907134,0.9434847651159783,0.050725053547830884
lineage,legacy,M0,15,440,12,0,0.02727272727272727,428,1,67,0,0.002336448598130841,0.00590546554879942,0.9525922179120662,0.04150231653913436
lineage,legacy,M0,16,360,17,0,0.04722222222222222,343,0,51,1,0.0,0.00590546554879942,0.9604315443694582,0.03366299008174231
lineage,legacy,M0,17,291,6,0,0.020618556701030927,285,0,46,0,0.0,0.00590546554879942,0.9664469240404225,0.027647610410778043
lineage,legacy,M0,18,239,10,0,0.04184100418410042,229,0,33,2,0.0,0.00590546554879942,0.9714211803067968,0.02267335414440375
lineage,legacy,M0,19,194,8,0,0.041237113402061855,186,0,18,0,0.0,0.00590546554879942,0.974459877253985,0.019634657197215615
lineage,legacy,M0,20,168,6,0,0.03571428571428571,162,0,24,0,0.0,0.00590546554879942,0.9779660660392021,0.016128468411998543
lineage,legacy,M0,21,138,4,0,0.028985507246376812,134,0,19,1,0.0,0.00590546554879942,0.9806541441078686,0.013440390343332118
lineage,legacy,M0,22,114,6,0,0.05263157894736842,108,0,21,0,0.0,0.00590546554879942,0.983837394452342,0.010257139998858723
lineage,legacy,M0,23,87,1,0,0.011494252873563218,86,0,11,0,0.0,0.00590546554879942,0.985252172383219,0.008842362067981658
lineage,legacy,M0,24,75,4,0,0.05333333333333334,71,0,8,1,0.0,0.00590546554879942,0.9866669503140961,0.0074275841371045925
lineage,legacy,M0,25,62,3,0,0.04838709677419355,59,0,3,0,0.0,0.00590546554879942,0.9873857487789772,0.0067087856722235035
lineage,legacy,M0,26,56,3,0,0.05357142857142857,53,0,7,0,0.0,0.00590546554879942,0.9885837462204458,0.005510788230755021
lineage,legacy,M0,27,46,1,0,0.021739130434782608,45,0,5,0,0.0,0.00590546554879942,0.9893025446853269,0.004791989765873931
lineage,legacy,M0,28,40,2,0,0.05,38,0,4,0,0.0,0.00590546554879942,0.990021343150208,0.004073191300992842
lineage,legacy,M0,29,34,0,0,0.0,34,0,4,0,0.0,0.00590546554879942,0.9905005421267954,0.003593992324405449
lineage,legacy,M0,30,30,2,0,0.06666666666666667,28,0,2,0,0.0,0.00590546554879942,0.9909797411033827,0.0031147933478180563
lineage,legacy,M0,31,26,1,0,0.038461538461538464,25,0,2,0,0.0,0.00590546554879942,0.9913391403358233,0.002755394115377512
lineage,legacy,M0,32,23,1,0,0.043478260869565216,22,0,4,0,0.0,0.00590546554879942,0.9919381390565576,0.00215639539464327
lineage,legacy,M0,33,18,1,0,0.05555555555555555,17,0,2,0,0.0,0.00590546554879942,0.9922975382889981,0.0017969961622027247
lineage,legacy,M0,34,15,0,0,0.0,15,0,1,0,0.0,0.00590546554879942,0.992417338033145,0.0016771964180558763
lineage,legacy,M0,35,14,1,0,0.07142857142857142,13,0,0,0,0.0,0.00590546554879942,0.9925371377772919,0.0015573966739090281
lineage,legacy,M0,36,13,0,0,0.0,13,0,2,0,0.0,0.00590546554879942,0.9927767372655856,0.0013177971856153316
lineage,legacy,M0,37,11,0,0,0.0,11,0,4,0,0.0,0.00590546554879942,0.993255936242173,0.0008385982090279383
lineage,legacy,M0,38,7,0,0,0.0,7,0,0,0,0.0,0.00590546554879942,0.993255936242173,0.0008385982090279383
lineage,legacy,M0,39,7,1,0,0.14285714285714285,6,0,0,0,0.0,0.00590546554879942,0.9933757359863199,0.00071879846488109
lineage,legacy,M0,40,6,0,0,0.0,6,0,1,0,0.0,0.00590546554879942,0.9934955357304668,0.0005989987207342417
lineage,legacy,M0,41,5,0,0,0.0,5,0,1,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,42,4,0,0,0.0,4,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,43,4,0,0,0.0,4,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,44,4,0,0,0.0,4,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,45,4,0,0,0.0,4,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,46,4,0,0,0.0,4,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,47,4,0,0,0.0,4,0,0,1,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,48,3,0,0,0.0,3,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,49,3,0,0,0.0,3,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,50,3,0,0,0.0,3,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,51,3,0,0,0.0,3,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,52,3,0,0,0.0,3,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,53,3,0,0,0.0,3,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,54,3,0,0,0.0,3,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,55,3,0,0,0.0,3,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,56,3,0,0,0.0,3,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,57,3,0,0,0.0,3,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,58,3,0,0,0.0,3,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,59,3,0,0,0.0,3,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,60,3,0,0,0.0,3,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,61,3,0,0,0.0,3,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,62,3,0,0,0.0,3,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,63,3,0,0,0.0,3,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,64,3,0,0,0.0,3,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,65,3,0,0,0.0,3,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,66,3,0,0,0.0,3,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,67,3,0,0,0.0,3,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,68,3,0,0,0.0,3,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,69,3,0,0,0.0,3,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,70,3,0,0,0.0,3,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,71,3,0,0,0.0,3,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,72,3,0,0,0.0,3,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,73,3,0,0,0.0,3,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,74,3,0,0,0.0,3,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,75,3,0,0,0.0,3,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,76,3,0,0,0.0,3,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,77,3,0,0,0.0,3,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,78,3,0,0,0.0,3,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,79,3,0,0,0.0,3,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,80,3,0,0,0.0,3,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,81,3,0,0,0.0,3,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,82,3,0,0,0.0,3,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,83,3,0,0,0.0,3,0,0,1,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,84,2,0,0,0.0,2,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,85,2,0,0,0.0,2,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,86,2,0,0,0.0,2,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,87,2,0,0,0.0,2,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,88,2,0,0,0.0,2,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,89,2,0,0,0.0,2,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,90,2,0,0,0.0,2,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,91,2,0,0,0.0,2,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,92,2,0,0,0.0,2,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,93,2,0,0,0.0,2,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,94,2,0,0,0.0,2,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,95,2,0,0,0.0,2,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,96,2,0,0,0.0,2,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,97,2,0,0,0.0,2,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,98,2,0,0,0.0,2,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,99,2,0,0,0.0,2,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,100,2,0,0,0.0,2,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,101,2,0,0,0.0,2,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,102,2,0,0,0.0,2,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,103,2,0,0,0.0,2,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,104,2,0,0,0.0,2,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,105,2,0,0,0.0,2,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,106,2,0,0,0.0,2,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,107,2,0,0,0.0,2,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,108,2,0,0,0.0,2,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,109,2,0,0,0.0,2,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,110,2,0,0,0.0,2,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,111,2,0,0,0.0,2,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,112,2,0,0,0.0,2,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
lineage,legacy,M0,113,2,0,0,0.0,2,0,0,0,0.0,0.00590546554879942,0.9936153354746137,0.0004791989765873934
