episode_variant,capture_kind,kmax,pooled_hazard_diff,pooled_hazard_ci_low,pooled_hazard_ci_high,propensity_component,propensity_ci_low,propensity_ci_high,exposure_component,exposure_ci_low,exposure_ci_high,decomposition_total,raw_cif_diff,k_pool
lineage,primary,48,-0.003651252334683797,-0.005307629684218508,-0.002021229720839298,-0.015471959780082072,-0.02226965969701005,-0.008741951835216722,0.017696985152510575,0.015331338499984973,0.020235361983864223,0.0022250253724285032,0.0022293048808668114,24
lineage,legacy,259,8.907699144597935e-05,-0.0004231101689129942,0.0005997967772413168,0.0004855469014015362,-0.001822276493779596,0.0027829928920909334,0.0021095213413465665,0.0015645154639750795,0.002742105658264123,0.0025950682427481027,0.0025950682427481027,26
contiguous,primary,23,-0.0061082946802552066,-0.008892377617952217,-0.003504449025847552,-0.01577433749513835,-0.022555459698278428,-0.009205178126530277,0.01800148368603559,0.015795539659065938,0.020415569646059038,0.0022271461908972418,0.002229053874284362,11
contiguous,legacy,23,0.00013367690330530393,-0.0007459482941886374,0.0010104552594491297,0.00035482199957866415,-0.0019707112781329915,0.0026333722965019694,0.00223822368392671,0.0016443251497458868,0.0028704829306647915,0.0025930456835053742,0.0025930456835053742,11
