episode_variant,capture_kind,kmax,pooled_hazard_diff,pooled_hazard_ci_low,pooled_hazard_ci_high,propensity_component,propensity_ci_low,propensity_ci_high,exposure_component,exposure_ci_low,exposure_ci_high,decomposition_total,raw_cif_diff,k_pool
lineage,primary,61,0.03683145835579031,0.0340389150384774,0.039727496465414895,0.16270578712865635,0.14808415694183383,0.17698790234508627,0.1289121780372785,0.11935366693649949,0.13915669888888327,0.29161796516593486,0.29170348431536985,24
lineage,legacy,536,0.006103329722326188,0.00528009972635893,0.006986203999268757,0.06064357468499881,0.05425627698216659,0.06724057585227088,0.02799395175616425,0.025068778509035418,0.03105970952009722,0.08863752644116306,0.08784198950229524,26
contiguous,primary,29,0.07065908196360957,0.06567324836579849,0.07584748855209074,0.17582774824141228,0.16193340407099455,0.18990227869367166,0.1157072240481798,0.10734387475788634,0.12382925059252665,0.2915349722895921,0.2915379154677639,11
contiguous,legacy,29,0.020529440327849414,0.018425912088756404,0.022698692699740532,0.06274916250048615,0.05628955284656285,0.06953086414579389,0.027132122634496873,0.024214400033767985,0.030170057782105127,0.08988128513498302,0.08983891686763698,11
