metric,m0,m1,diff,ci_low,ci_high,n_prompts,n_m0,n_m1,direction,scale,model_tag,condition,comparison
next_event_close_rate,0.27017716535433073,0.12992125984251968,-0.14025590551181105,-0.1732338781053531,-0.1087755064591897,118,127,127,m1_lower,4B,qwen3-4b-cleanv2-s42,close_bias,vs_baseline
next_event_close_rate,0.27017716535433073,0.17224409448818898,-0.09793307086614175,-0.125,-0.07239450049212598,118,127,127,m1_lower,4B,qwen3-4b-cleanv2-s42,direction_a0.5,vs_baseline
next_event_close_rate,0.27017716535433073,0.11515748031496063,-0.15501968503937008,-0.1919039427779103,-0.1196510535058578,118,127,127,m1_lower,4B,qwen3-4b-cleanv2-s42,direction_a1,vs_baseline
next_event_close_rate,0.27017716535433073,0.018700787401574805,-0.2514763779527559,-0.30437155782848146,-0.19886251789549034,118,127,127,m1_lower,4B,qwen3-4b-cleanv2-s42,direction_a2,vs_baseline
next_event_close_rate,0.27017716535433073,0.27411417322834647,0.003937007874015741,-0.014616935483870943,0.02100384615384615,118,127,127,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,random0_a1,vs_baseline
next_event_close_rate,0.27017716535433073,0.24311023622047245,-0.027066929133858275,-0.04750590551181104,-0.007156488549618312,118,127,127,m1_lower,4B,qwen3-4b-cleanv2-s42,random1_a1,vs_baseline
next_event_close_rate,0.27017716535433073,0.3006889763779528,0.03051181102362205,0.009256143162393149,0.051050659608627195,118,127,127,m1_higher,4B,qwen3-4b-cleanv2-s42,random2_a1,vs_baseline
next_event_close_rate,0.27017716535433073,0.27411417322834647,0.003937007874015741,-0.014385874542124547,0.021853353658536565,118,127,127,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,random3_a1,vs_baseline
next_event_close_rate,0.27017716535433073,0.26968503937007876,-0.0004921259842519676,-0.021154035433070848,0.019468032786885223,118,127,127,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,random4_a1,vs_baseline
next_event_close_rate,0.27017716535433073,0.2706692913385827,0.0004921259842519676,-0.020023075226814516,0.02132966753774684,118,127,127,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,random5_a1,vs_baseline
next_event_close_rate,0.27017716535433073,0.2952755905511811,0.02509842519685035,0.006658482440357218,0.04457537375415284,118,127,127,m1_higher,4B,qwen3-4b-cleanv2-s42,random6_a1,vs_baseline
next_event_close_rate,0.27017716535433073,0.24163385826771652,-0.028543307086614206,-0.04942063953488372,-0.007748979229540212,118,127,127,m1_lower,4B,qwen3-4b-cleanv2-s42,random7_a1,vs_baseline
next_event_close_rate,0.27116141732283466,0.11515748031496063,-0.15600393700787402,-0.1896853837810579,-0.12241632675272561,118,127,127,m1_lower,4B,qwen3-4b-cleanv2-s42,direction_a1,vs_random_mean
margin_first_policy,-3.877952755905513,-4.877952755905513,-1.0,-1.0000000000000009,-0.9999999999999987,118,127,127,m1_lower,4B,qwen3-4b-cleanv2-s42,close_bias,vs_baseline
margin_first_policy,-3.877952755905513,-4.949381327334084,-1.0714285714285712,-1.1573362879313631,-0.9877930995232741,118,127,127,m1_lower,4B,qwen3-4b-cleanv2-s42,direction_a0.5,vs_baseline
margin_first_policy,-3.877952755905513,-6.015185601799775,-2.137232845894262,-2.281749818247911,-1.9958791208791222,118,127,127,m1_lower,4B,qwen3-4b-cleanv2-s42,direction_a1,vs_baseline
margin_first_policy,-3.877952755905513,-8.151012373453318,-4.273059617547805,-4.472413961038962,-4.0740096388725275,118,127,127,m1_lower,4B,qwen3-4b-cleanv2-s42,direction_a2,vs_baseline
margin_first_policy,-3.877952755905513,-3.8512373453318336,0.02671541057367932,-0.0014518002322883139,0.05453057392619704,118,127,127,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,random0_a1,vs_baseline
margin_first_policy,-3.877952755905513,-3.9763779527559064,-0.09842519685039353,-0.12416294642857117,-0.07336201731931745,118,127,127,m1_lower,4B,qwen3-4b-cleanv2-s42,random1_a1,vs_baseline
margin_first_policy,-3.877952755905513,-3.695163104611924,0.18278965129358893,0.1587261904761908,0.2069177102659237,118,127,127,m1_higher,4B,qwen3-4b-cleanv2-s42,random2_a1,vs_baseline
margin_first_policy,-3.877952755905513,-3.824521934758155,0.053430821147357754,0.02790178571428602,0.07904394405832012,118,127,127,m1_higher,4B,qwen3-4b-cleanv2-s42,random3_a1,vs_baseline
margin_first_policy,-3.877952755905513,-4.024184476940383,-0.14623172103487025,-0.18565759637188162,-0.10800607517950793,118,127,127,m1_lower,4B,qwen3-4b-cleanv2-s42,random4_a1,vs_baseline
margin_first_policy,-3.877952755905513,-3.821709786276715,0.05624296962879782,0.023532668881506957,0.09139482564679381,118,127,127,m1_higher,4B,qwen3-4b-cleanv2-s42,random5_a1,vs_baseline
margin_first_policy,-3.877952755905513,-3.572834645669292,0.3051181102362208,0.2714866434378638,0.3384882729211089,118,127,127,m1_higher,4B,qwen3-4b-cleanv2-s42,random6_a1,vs_baseline
margin_first_policy,-3.877952755905513,-4.07339707536558,-0.19544431946006746,-0.2218191964285712,-0.17006632653061313,118,127,127,m1_lower,4B,qwen3-4b-cleanv2-s42,random7_a1,vs_baseline
margin_first_policy,-3.8549282902137234,-6.015185601799775,-2.1602573115860517,-2.3093982582472488,-2.0152789168750687,118,127,127,m1_lower,4B,qwen3-4b-cleanv2-s42,direction_a1,vs_random_mean
close_sampler_prob,0.27220416992821317,0.139379555508341,-0.13282461441987217,-0.15727920733928655,-0.10821153771857198,118,127,127,m1_lower,4B,qwen3-4b-cleanv2-s42,close_bias,vs_baseline
close_sampler_prob,0.27220416992821317,0.17435321619455627,-0.0978509537336569,-0.11779833805652493,-0.07804589622372057,118,127,127,m1_lower,4B,qwen3-4b-cleanv2-s42,direction_a0.5,vs_baseline
close_sampler_prob,0.27220416992821317,0.10796065767582434,-0.1642435122523888,-0.19673326157635332,-0.13179944973858532,118,127,127,m1_lower,4B,qwen3-4b-cleanv2-s42,direction_a1,vs_baseline
close_sampler_prob,0.27220416992821317,0.019776224768676857,-0.2524279451595363,-0.30321541980229383,-0.19971151862557204,118,127,127,m1_lower,4B,qwen3-4b-cleanv2-s42,direction_a2,vs_baseline
close_sampler_prob,0.27220416992821317,0.27537202079161616,0.003167850863402988,-0.00041334434574397393,0.008033044232181569,118,127,127,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,random0_a1,vs_baseline
close_sampler_prob,0.27220416992821317,0.25563218259426906,-0.016571987333944105,-0.02413016405828017,-0.010427715532559544,118,127,127,m1_lower,4B,qwen3-4b-cleanv2-s42,random1_a1,vs_baseline
close_sampler_prob,0.27220416992821317,0.3012850482937984,0.029080878365585205,0.021284353828629733,0.038093604872038334,118,127,127,m1_higher,4B,qwen3-4b-cleanv2-s42,random2_a1,vs_baseline
close_sampler_prob,0.27220416992821317,0.27801290723696226,0.00580873730874909,0.0016320042603415706,0.010799478271287388,118,127,127,m1_higher,4B,qwen3-4b-cleanv2-s42,random3_a1,vs_baseline
close_sampler_prob,0.27220416992821317,0.27210168366528975,-0.000102486262923418,-0.006503672626830548,0.006674059431323726,118,127,127,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,random4_a1,vs_baseline
close_sampler_prob,0.27220416992821317,0.2675225468278737,-0.004681623100339483,-0.010795525535290616,0.00044706664931906556,118,127,127,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,random5_a1,vs_baseline
