metric,m0,m1,diff,ci_low,ci_high,n_prompts,n_m0,n_m1,direction,scale,model_tag,role,condition,n_draws
tail_capture,0.09375,0.046875,-0.046875,-0.109375,0.015625,16,16,16,interval_covers_zero,4B,qwen3-4b-obr-p15-s42,pre_first_reuse,close_bias,64
tail_capture,0.09375,0.125,0.03125,-0.0625,0.140625,16,16,16,interval_covers_zero,4B,qwen3-4b-obr-p15-s42,pre_first_reuse,direction_a1,64
tail_capture,0.09375,0.046875,-0.046875,-0.09375,0.0,16,16,16,interval_covers_zero,4B,qwen3-4b-obr-p15-s42,pre_first_reuse,random_matched,64
tail_orbit,0.0,0.0,0.0,0.0,0.0,16,16,16,interval_covers_zero,4B,qwen3-4b-obr-p15-s42,pre_first_reuse,close_bias,64
tail_orbit,0.0,0.015625,0.015625,0.0,0.046875,16,16,16,interval_covers_zero,4B,qwen3-4b-obr-p15-s42,pre_first_reuse,direction_a1,64
tail_orbit,0.0,0.015625,0.015625,0.0,0.046875,16,16,16,interval_covers_zero,4B,qwen3-4b-obr-p15-s42,pre_first_reuse,random_matched,64
actual_eos,0.984375,1.0,0.015625,0.0,0.046875,16,16,16,interval_covers_zero,4B,qwen3-4b-obr-p15-s42,pre_first_reuse,close_bias,64
actual_eos,0.984375,0.984375,0.0,-0.046875,0.046875,16,16,16,interval_covers_zero,4B,qwen3-4b-obr-p15-s42,pre_first_reuse,direction_a1,64
actual_eos,0.984375,0.984375,0.0,-0.046875,0.046875,16,16,16,interval_covers_zero,4B,qwen3-4b-obr-p15-s42,pre_first_reuse,random_matched,64
tail_hit_max,0.015625,0.0,-0.015625,-0.046875,0.0,16,16,16,interval_covers_zero,4B,qwen3-4b-obr-p15-s42,pre_first_reuse,close_bias,64
tail_hit_max,0.015625,0.015625,0.0,-0.046875,0.046875,16,16,16,interval_covers_zero,4B,qwen3-4b-obr-p15-s42,pre_first_reuse,direction_a1,64
tail_hit_max,0.015625,0.015625,0.0,-0.046875,0.046875,16,16,16,interval_covers_zero,4B,qwen3-4b-obr-p15-s42,pre_first_reuse,random_matched,64
json_complete,0.984375,1.0,0.015625,0.0,0.046875,16,16,16,interval_covers_zero,4B,qwen3-4b-obr-p15-s42,pre_first_reuse,close_bias,64
json_complete,0.984375,0.984375,0.0,-0.046875,0.046875,16,16,16,interval_covers_zero,4B,qwen3-4b-obr-p15-s42,pre_first_reuse,direction_a1,64
json_complete,0.984375,0.984375,0.0,-0.046875,0.046875,16,16,16,interval_covers_zero,4B,qwen3-4b-obr-p15-s42,pre_first_reuse,random_matched,64
new_gold_triples,0.8125,0.46875,-0.34375,-0.703125,-0.046875,16,16,16,m1_lower,4B,qwen3-4b-obr-p15-s42,pre_first_reuse,close_bias,64
new_gold_triples,0.8125,0.421875,-0.390625,-0.65625,-0.15625,16,16,16,m1_lower,4B,qwen3-4b-obr-p15-s42,pre_first_reuse,direction_a1,64
new_gold_triples,0.8125,0.5625,-0.25,-0.515625,-0.046875,16,16,16,m1_lower,4B,qwen3-4b-obr-p15-s42,pre_first_reuse,random_matched,64
new_gold_pairs,2.421875,2.171875,-0.25,-0.796875,0.296875,16,16,16,interval_covers_zero,4B,qwen3-4b-obr-p15-s42,pre_first_reuse,close_bias,64
new_gold_pairs,2.421875,2.03125,-0.390625,-1.125390625,0.21875,16,16,16,interval_covers_zero,4B,qwen3-4b-obr-p15-s42,pre_first_reuse,direction_a1,64
new_gold_pairs,2.421875,2.484375,0.0625,-0.28125,0.37539062499999787,16,16,16,interval_covers_zero,4B,qwen3-4b-obr-p15-s42,pre_first_reuse,random_matched,64
remaining_gold_pair_recall,0.07778152942417038,0.08377527198450088,0.005993742560330501,-0.016834056971774987,0.0337750015599307,16,16,16,interval_covers_zero,4B,qwen3-4b-obr-p15-s42,pre_first_reuse,close_bias,64
remaining_gold_pair_recall,0.07778152942417038,0.07249687111240478,-0.005284658311765597,-0.0262671064312484,0.016973400243419756,16,16,16,interval_covers_zero,4B,qwen3-4b-obr-p15-s42,pre_first_reuse,direction_a1,64
remaining_gold_pair_recall,0.07778152942417038,0.08411416718099031,0.006332637756819928,-0.00154258068641724,0.015374896626187719,16,16,16,interval_covers_zero,4B,qwen3-4b-obr-p15-s42,pre_first_reuse,random_matched,64
tail_tokens,2163.875,1650.65625,-513.21875,-1389.126953125,157.54492187499957,16,16,16,interval_covers_zero,4B,qwen3-4b-obr-p15-s42,pre_first_reuse,close_bias,64
tail_tokens,2163.875,1934.0,-229.875,-1279.1375,941.7058593749999,16,16,16,interval_covers_zero,4B,qwen3-4b-obr-p15-s42,pre_first_reuse,direction_a1,64
tail_tokens,2163.875,2139.96875,-23.90625,-1132.03515625,1110.5191406249999,16,16,16,interval_covers_zero,4B,qwen3-4b-obr-p15-s42,pre_first_reuse,random_matched,64
n_blocks_tail,36.359375,28.234375,-8.125,-21.985546875,2.890625,16,16,16,interval_covers_zero,4B,qwen3-4b-obr-p15-s42,pre_first_reuse,close_bias,64
n_blocks_tail,36.359375,33.421875,-2.9375,-18.9078125,15.781640624999998,16,16,16,interval_covers_zero,4B,qwen3-4b-obr-p15-s42,pre_first_reuse,direction_a1,64
n_blocks_tail,36.359375,38.84375,2.484375,-15.86015625,24.564843749999987,16,16,16,interval_covers_zero,4B,qwen3-4b-obr-p15-s42,pre_first_reuse,random_matched,64
