metric,m0,m1,diff,ci_low,ci_high,n_prompts,n_m0,n_m1,direction,scale,model_tag,role,condition,n_draws
tail_capture,0.05859375,0.046875,-0.01171875,-0.03907800099206349,0.014931026684757999,59,64,64,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,all,close_bias,256
tail_capture,0.05859375,0.05078125,-0.0078125,-0.04168269230769231,0.023076923076923078,59,64,64,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,all,direction_a1,256
tail_capture,0.05859375,0.05859375,0.0,-0.028225806451612906,0.029411764705882346,59,64,64,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,all,random_matched,256
tail_orbit,0.00390625,0.0,-0.00390625,-0.012295081967213115,0.0,59,64,64,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,all,close_bias,256
tail_orbit,0.00390625,0.0,-0.00390625,-0.012295081967213115,0.0,59,64,64,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,all,direction_a1,256
tail_orbit,0.00390625,0.0,-0.00390625,-0.012295081967213115,0.0,59,64,64,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,all,random_matched,256
actual_eos,0.9921875,0.99609375,0.00390625,0.0,0.012295081967213184,59,64,64,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,all,close_bias,256
actual_eos,0.9921875,0.9921875,0.0,-0.01171875,0.01171875,59,64,64,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,all,direction_a1,256
actual_eos,0.9921875,0.9921875,0.0,-0.020491803278688603,0.016393442622950838,59,64,64,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,all,random_matched,256
tail_hit_max,0.0078125,0.00390625,-0.00390625,-0.012295081967213115,0.0,59,64,64,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,all,close_bias,256
tail_hit_max,0.0078125,0.0078125,0.0,-0.01171875,0.01171875,59,64,64,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,all,direction_a1,256
tail_hit_max,0.0078125,0.0078125,0.0,-0.01639344262295082,0.020491803278688523,59,64,64,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,all,random_matched,256
json_complete,0.9921875,0.99609375,0.00390625,0.0,0.012295081967213184,59,64,64,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,all,close_bias,256
json_complete,0.9921875,0.9921875,0.0,-0.01171875,0.01171875,59,64,64,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,all,direction_a1,256
json_complete,0.9921875,0.9921875,0.0,-0.020491803278688603,0.016393442622950838,59,64,64,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,all,random_matched,256
new_gold_triples,1.05859375,1.3515625,0.29296875,0.05680901759530797,0.5645425700687465,59,64,64,m1_higher,4B,qwen3-4b-cleanv2-s42,all,close_bias,256
new_gold_triples,1.05859375,0.8828125,-0.17578125,-0.5118356173155738,0.11667968749999996,59,64,64,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,all,direction_a1,256
new_gold_triples,1.05859375,1.1484375,0.08984375,-0.08606557377049173,0.26565104166666653,59,64,64,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,all,random_matched,256
new_gold_pairs,4.2265625,4.6953125,0.46875,0.056786616161616,0.8576923076923082,59,64,64,m1_higher,4B,qwen3-4b-cleanv2-s42,all,close_bias,256
new_gold_pairs,4.2265625,4.38671875,0.16015625,-0.3185924899193551,0.6328733350409833,59,64,64,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,all,direction_a1,256
new_gold_pairs,4.2265625,4.76953125,0.54296875,0.19920151654411766,0.9058481685450821,59,64,64,m1_higher,4B,qwen3-4b-cleanv2-s42,all,random_matched,256
remaining_gold_pair_recall,0.12148099599823231,0.13537124714665902,0.013890251148426708,0.001744709079141895,0.026073084248558316,59,64,64,m1_higher,4B,qwen3-4b-cleanv2-s42,all,close_bias,256
remaining_gold_pair_recall,0.12148099599823231,0.1255525370359955,0.004071541037763193,-0.011091844170525495,0.019163665244035996,59,64,64,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,all,direction_a1,256
remaining_gold_pair_recall,0.12148099599823231,0.13675005318620748,0.015269057187975166,0.0035377073512191525,0.02739966749463011,59,64,64,m1_higher,4B,qwen3-4b-cleanv2-s42,all,random_matched,256
tail_tokens,1876.1640625,1886.2578125,10.09375,-243.36795944940474,203.40975806451615,59,64,64,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,all,close_bias,256
tail_tokens,1876.1640625,1878.9765625,2.8125,-299.48477202868867,275.53694672131127,59,64,64,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,all,direction_a1,256
tail_tokens,1876.1640625,1927.76953125,51.60546875,-336.5952182678821,517.5139204545452,59,64,64,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,all,random_matched,256
n_blocks_tail,32.515625,32.2109375,-0.3046875,-5.834280303030305,3.385392979904811,59,64,64,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,all,close_bias,256
n_blocks_tail,32.515625,32.56640625,0.05078125,-6.335820895522387,5.564542570068752,59,64,64,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,all,direction_a1,256
n_blocks_tail,32.515625,33.875,1.359375,-6.484615721288519,11.084280303030301,59,64,64,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,all,random_matched,256
tail_capture,0.0625,0.0625,0.0,-0.0546875,0.0546875,32,32,32,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,early_remaining,close_bias,128
tail_capture,0.0625,0.0703125,0.0078125,-0.046875,0.0625,32,32,32,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,early_remaining,direction_a1,128
tail_capture,0.0625,0.09375,0.03125,-0.015625,0.078125,32,32,32,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,early_remaining,random_matched,128
tail_orbit,0.0,0.0,0.0,0.0,0.0,32,32,32,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,early_remaining,close_bias,128
tail_orbit,0.0,0.0,0.0,0.0,0.0,32,32,32,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,early_remaining,direction_a1,128
tail_orbit,0.0,0.0,0.0,0.0,0.0,32,32,32,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,early_remaining,random_matched,128
actual_eos,1.0,1.0,0.0,0.0,0.0,32,32,32,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,early_remaining,close_bias,128
actual_eos,1.0,0.9921875,-0.0078125,-0.0234375,0.0,32,32,32,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,early_remaining,direction_a1,128
actual_eos,1.0,0.984375,-0.015625,-0.046875,0.0,32,32,32,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,early_remaining,random_matched,128
tail_hit_max,0.0,0.0,0.0,0.0,0.0,32,32,32,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,early_remaining,close_bias,128
tail_hit_max,0.0,0.0078125,0.0078125,0.0,0.0234375,32,32,32,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,early_remaining,direction_a1,128
tail_hit_max,0.0,0.015625,0.015625,0.0,0.046875,32,32,32,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,early_remaining,random_matched,128
json_complete,1.0,1.0,0.0,0.0,0.0,32,32,32,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,early_remaining,close_bias,128
json_complete,1.0,0.9921875,-0.0078125,-0.0234375,0.0,32,32,32,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,early_remaining,direction_a1,128
json_complete,1.0,0.984375,-0.015625,-0.046875,0.0,32,32,32,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,early_remaining,random_matched,128
new_gold_triples,1.7578125,2.234375,0.4765625,0.07011718750000001,0.9296875,32,32,32,m1_higher,4B,qwen3-4b-cleanv2-s42,early_remaining,close_bias,128
new_gold_triples,1.7578125,1.5390625,-0.21875,-0.8515625,0.31269531249999893,32,32,32,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,early_remaining,direction_a1,128
new_gold_triples,1.7578125,1.9921875,0.234375,-0.10175781249999999,0.546875,32,32,32,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,early_remaining,random_matched,128
new_gold_pairs,7.265625,8.09375,0.828125,0.1328125,1.476757812499999,32,32,32,m1_higher,4B,qwen3-4b-cleanv2-s42,early_remaining,close_bias,128
new_gold_pairs,7.265625,7.90625,0.640625,-0.171875,1.40625,32,32,32,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,early_remaining,direction_a1,128
new_gold_pairs,7.265625,8.296875,1.03125,0.4609375,1.633007812499999,32,32,32,m1_higher,4B,qwen3-4b-cleanv2-s42,early_remaining,random_matched,128
remaining_gold_pair_recall,0.20058181383391027,0.2284631910105447,0.027881377176634414,0.008901206263423164,0.046378327564869676,32,32,32,m1_higher,4B,qwen3-4b-cleanv2-s42,early_remaining,close_bias,128
remaining_gold_pair_recall,0.20058181383391027,0.22350046078668376,0.022918646952773486,-0.0010966264601940936,0.045917582629136575,32,32,32,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,early_remaining,direction_a1,128
remaining_gold_pair_recall,0.20058181383391027,0.23308214339292624,0.03250032955901597,0.015121682858162762,0.05146581276785032,32,32,32,m1_higher,4B,qwen3-4b-cleanv2-s42,early_remaining,random_matched,128
tail_tokens,2526.0234375,2668.21875,142.1953125,-78.1306640625,382.48222656249993,32,32,32,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,early_remaining,close_bias,128
tail_tokens,2526.0234375,2775.78125,249.7578125,-86.423046875,692.3039062499998,32,32,32,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,early_remaining,direction_a1,128
tail_tokens,2526.0234375,2998.828125,472.8046875,-9.708203124999999,1274.6499999999992,32,32,32,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,early_remaining,random_matched,128
n_blocks_tail,43.5078125,45.796875,2.2890625,-1.2814453125,6.250390624999998,32,32,32,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,early_remaining,close_bias,128
n_blocks_tail,43.5078125,48.9765625,5.46875,-0.3048828125,13.516796874999994,32,32,32,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,early_remaining,direction_a1,128
n_blocks_tail,43.5078125,53.1796875,9.671875,-0.10214843749999997,26.360351562499993,32,32,32,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,early_remaining,random_matched,128
tail_capture,0.0,0.015625,0.015625,0.0,0.046875,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,natural_stop,close_bias,64
tail_capture,0.0,0.03125,0.03125,0.0,0.09375,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,natural_stop,direction_a1,64
tail_capture,0.0,0.0,0.0,0.0,0.0,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,natural_stop,random_matched,64
tail_orbit,0.0,0.0,0.0,0.0,0.0,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,natural_stop,close_bias,64
tail_orbit,0.0,0.0,0.0,0.0,0.0,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,natural_stop,direction_a1,64
tail_orbit,0.0,0.0,0.0,0.0,0.0,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,natural_stop,random_matched,64
actual_eos,1.0,1.0,0.0,0.0,0.0,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,natural_stop,close_bias,64
actual_eos,1.0,1.0,0.0,0.0,0.0,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,natural_stop,direction_a1,64
actual_eos,1.0,1.0,0.0,0.0,0.0,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,natural_stop,random_matched,64
tail_hit_max,0.0,0.0,0.0,0.0,0.0,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,natural_stop,close_bias,64
tail_hit_max,0.0,0.0,0.0,0.0,0.0,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,natural_stop,direction_a1,64
tail_hit_max,0.0,0.0,0.0,0.0,0.0,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,natural_stop,random_matched,64
json_complete,1.0,1.0,0.0,0.0,0.0,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,natural_stop,close_bias,64
json_complete,1.0,1.0,0.0,0.0,0.0,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,natural_stop,direction_a1,64
json_complete,1.0,1.0,0.0,0.0,0.0,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,natural_stop,random_matched,64
new_gold_triples,0.0,0.0,0.0,0.0,0.0,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,natural_stop,close_bias,64
new_gold_triples,0.0,0.0,0.0,0.0,0.0,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,natural_stop,direction_a1,64
new_gold_triples,0.0,0.0,0.0,0.0,0.0,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,natural_stop,random_matched,64
new_gold_pairs,0.0,0.0,0.0,0.0,0.0,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,natural_stop,close_bias,64
new_gold_pairs,0.0,0.03125,0.03125,0.0,0.09375,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,natural_stop,direction_a1,64
new_gold_pairs,0.0,0.015625,0.015625,0.0,0.046875,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,natural_stop,random_matched,64
remaining_gold_pair_recall,0.0,0.0,0.0,0.0,0.0,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,natural_stop,close_bias,64
remaining_gold_pair_recall,0.0,0.0010080645161290322,0.0010080645161290322,0.0,0.0030241935483870967,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,natural_stop,direction_a1,64
remaining_gold_pair_recall,0.0,0.0005040322580645161,0.0005040322580645161,0.0,0.0015120967741935483,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,natural_stop,random_matched,64
tail_tokens,98.859375,143.5,44.640625,8.06171875,88.109765625,16,16,16,m1_higher,4B,qwen3-4b-cleanv2-s42,natural_stop,close_bias,64
tail_tokens,98.859375,202.40625,103.546875,34.044921875,187.04999999999998,16,16,16,m1_higher,4B,qwen3-4b-cleanv2-s42,natural_stop,direction_a1,64
tail_tokens,98.859375,107.09375,8.234375,-19.344140625,44.812890624999994,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,natural_stop,random_matched,64
n_blocks_tail,1.421875,2.234375,0.8125,0.15625,1.6097656249999979,16,16,16,m1_higher,4B,qwen3-4b-cleanv2-s42,natural_stop,close_bias,64
n_blocks_tail,1.421875,3.09375,1.671875,0.578125,2.9375,16,16,16,m1_higher,4B,qwen3-4b-cleanv2-s42,natural_stop,direction_a1,64
n_blocks_tail,1.421875,1.609375,0.1875,-0.296875,0.875,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,natural_stop,random_matched,64
tail_capture,0.109375,0.046875,-0.0625,-0.125,-0.015625,16,16,16,m1_lower,4B,qwen3-4b-cleanv2-s42,pre_first_reuse,close_bias,64
tail_capture,0.109375,0.03125,-0.078125,-0.15625,-0.015625,16,16,16,m1_lower,4B,qwen3-4b-cleanv2-s42,pre_first_reuse,direction_a1,64
tail_capture,0.109375,0.046875,-0.0625,-0.109375,-0.015625,16,16,16,m1_lower,4B,qwen3-4b-cleanv2-s42,pre_first_reuse,random_matched,64
tail_orbit,0.015625,0.0,-0.015625,-0.046875,0.0,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,pre_first_reuse,close_bias,64
tail_orbit,0.015625,0.0,-0.015625,-0.046875,0.0,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,pre_first_reuse,direction_a1,64
tail_orbit,0.015625,0.0,-0.015625,-0.046875,0.0,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,pre_first_reuse,random_matched,64
actual_eos,0.96875,0.984375,0.015625,0.0,0.046875,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,pre_first_reuse,close_bias,64
actual_eos,0.96875,0.984375,0.015625,0.0,0.046875,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,pre_first_reuse,direction_a1,64
actual_eos,0.96875,1.0,0.03125,0.0,0.078125,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,pre_first_reuse,random_matched,64
tail_hit_max,0.03125,0.015625,-0.015625,-0.046875,0.0,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,pre_first_reuse,close_bias,64
tail_hit_max,0.03125,0.015625,-0.015625,-0.046875,0.0,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,pre_first_reuse,direction_a1,64
tail_hit_max,0.03125,0.0,-0.03125,-0.078125,0.0,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,pre_first_reuse,random_matched,64
json_complete,0.96875,0.984375,0.015625,0.0,0.046875,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,pre_first_reuse,close_bias,64
json_complete,0.96875,0.984375,0.015625,0.0,0.046875,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,pre_first_reuse,direction_a1,64
json_complete,0.96875,1.0,0.03125,0.0,0.078125,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,pre_first_reuse,random_matched,64
new_gold_triples,0.71875,0.9375,0.21875,-0.203125,0.640625,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,pre_first_reuse,close_bias,64
new_gold_triples,0.71875,0.453125,-0.265625,-0.609375,0.0625,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,pre_first_reuse,direction_a1,64
new_gold_triples,0.71875,0.609375,-0.109375,-0.40625,0.125,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,pre_first_reuse,random_matched,64
new_gold_pairs,2.375,2.59375,0.21875,-0.53125,0.96875,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,pre_first_reuse,close_bias,64
new_gold_pairs,2.375,1.703125,-0.671875,-1.453125,0.046875,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,pre_first_reuse,direction_a1,64
new_gold_pairs,2.375,2.46875,0.09375,-0.59375,0.7035156249999979,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,pre_first_reuse,random_matched,64
remaining_gold_pair_recall,0.08476035632510873,0.08455860656554673,-0.0002017497595619977,-0.025568224378458754,0.02548633957308127,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,pre_first_reuse,close_bias,64
remaining_gold_pair_recall,0.08476035632510873,0.05420116205448541,-0.030559194270623313,-0.06532667083357582,-0.0022526900791273253,16,16,16,m1_lower,4B,qwen3-4b-cleanv2-s42,pre_first_reuse,direction_a1,64
remaining_gold_pair_recall,0.08476035632510873,0.08033189370091298,-0.004428462624195745,-0.03207480363578202,0.01804890519002933,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,pre_first_reuse,random_matched,64
tail_tokens,2353.75,2065.09375,-288.65625,-1117.54765625,227.40039062499994,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,pre_first_reuse,close_bias,64
tail_tokens,2353.75,1761.9375,-591.8125,-1451.072265625,-56.0570312500002,16,16,16,m1_lower,4B,qwen3-4b-cleanv2-s42,pre_first_reuse,direction_a1,64
tail_tokens,2353.75,1606.328125,-747.421875,-1649.33671875,-43.28984375000004,16,16,16,m1_lower,4B,qwen3-4b-cleanv2-s42,pre_first_reuse,random_matched,64
n_blocks_tail,41.625,35.015625,-6.609375,-24.782421875,4.515625,16,16,16,interval_covers_zero,4B,qwen3-4b-cleanv2-s42,pre_first_reuse,close_bias,64
n_blocks_tail,41.625,29.21875,-12.40625,-31.17265625,-1.0617187500000043,16,16,16,m1_lower,4B,qwen3-4b-cleanv2-s42,pre_first_reuse,direction_a1,64
n_blocks_tail,41.625,27.53125,-14.09375,-32.784375,-1.203125,16,16,16,m1_lower,4B,qwen3-4b-cleanv2-s42,pre_first_reuse,random_matched,64
tail_capture,0.27734375,0.3046875,0.02734375,-0.03228494623655916,0.09091810966810959,59,64,64,interval_covers_zero,4B,qwen3-4b-keep4-s42,all,close_bias,256
tail_capture,0.27734375,0.21875,-0.05859375,-0.13044314381270902,0.008333333333333304,59,64,64,interval_covers_zero,4B,qwen3-4b-keep4-s42,all,direction_a1,256
tail_capture,0.27734375,0.2578125,-0.01953125,-0.08076923076923076,0.041666666666666685,59,64,64,interval_covers_zero,4B,qwen3-4b-keep4-s42,all,random_matched,256
tail_orbit,0.0234375,0.04296875,0.01953125,-0.010571034905082669,0.05080140128968243,59,64,64,interval_covers_zero,4B,qwen3-4b-keep4-s42,all,close_bias,256
tail_orbit,0.0234375,0.01953125,-0.00390625,-0.03571428571428571,0.033582089552238806,59,64,64,interval_covers_zero,4B,qwen3-4b-keep4-s42,all,direction_a1,256
tail_orbit,0.0234375,0.015625,-0.0078125,-0.033582089552238806,0.015151515151515152,59,64,64,interval_covers_zero,4B,qwen3-4b-keep4-s42,all,random_matched,256
actual_eos,0.8359375,0.8359375,0.0,-0.04296875,0.04230769230769227,59,64,64,interval_covers_zero,4B,qwen3-4b-keep4-s42,all,close_bias,256
actual_eos,0.8359375,0.8671875,0.03125,-0.015625,0.078125,59,64,64,interval_covers_zero,4B,qwen3-4b-keep4-s42,all,direction_a1,256
actual_eos,0.8359375,0.85546875,0.01953125,-0.01953125,0.05884103641456574,59,64,64,interval_covers_zero,4B,qwen3-4b-keep4-s42,all,random_matched,256
tail_hit_max,0.1640625,0.1640625,0.0,-0.042307692307692296,0.04296875,59,64,64,interval_covers_zero,4B,qwen3-4b-keep4-s42,all,close_bias,256
tail_hit_max,0.1640625,0.1328125,-0.03125,-0.078125,0.015625,59,64,64,interval_covers_zero,4B,qwen3-4b-keep4-s42,all,direction_a1,256
tail_hit_max,0.1640625,0.14453125,-0.01953125,-0.05884103641456584,0.01953125,59,64,64,interval_covers_zero,4B,qwen3-4b-keep4-s42,all,random_matched,256
json_complete,0.8359375,0.8359375,0.0,-0.04296875,0.04230769230769227,59,64,64,interval_covers_zero,4B,qwen3-4b-keep4-s42,all,close_bias,256
json_complete,0.8359375,0.8671875,0.03125,-0.015625,0.078125,59,64,64,interval_covers_zero,4B,qwen3-4b-keep4-s42,all,direction_a1,256
json_complete,0.8359375,0.85546875,0.01953125,-0.01953125,0.05884103641456574,59,64,64,interval_covers_zero,4B,qwen3-4b-keep4-s42,all,random_matched,256
new_gold_triples,1.30078125,1.10546875,-0.1953125,-0.49596934203789034,0.03634460297766727,59,64,64,interval_covers_zero,4B,qwen3-4b-keep4-s42,all,close_bias,256
new_gold_triples,1.30078125,1.3515625,0.05078125,-0.20498575993331491,0.31259765624999947,59,64,64,interval_covers_zero,4B,qwen3-4b-keep4-s42,all,direction_a1,256
new_gold_triples,1.30078125,1.06640625,-0.234375,-0.6587578064012491,0.06564813590692722,59,64,64,interval_covers_zero,4B,qwen3-4b-keep4-s42,all,random_matched,256
new_gold_pairs,5.03125,4.77734375,-0.25390625,-0.7578156001984127,0.2379032258064511,59,64,64,interval_covers_zero,4B,qwen3-4b-keep4-s42,all,close_bias,256
new_gold_pairs,5.03125,5.15234375,0.12109375,-0.5277889784946236,0.8185810009487671,59,64,64,interval_covers_zero,4B,qwen3-4b-keep4-s42,all,direction_a1,256
new_gold_pairs,5.03125,4.890625,-0.140625,-1.019922161172162,0.6553267045454544,59,64,64,interval_covers_zero,4B,qwen3-4b-keep4-s42,all,random_matched,256
remaining_gold_pair_recall,0.14537718850319442,0.13924993876441055,-0.006127249738783869,-0.020268572330363097,0.008139004037050045,59,64,64,interval_covers_zero,4B,qwen3-4b-keep4-s42,all,close_bias,256
remaining_gold_pair_recall,0.14537718850319442,0.15171223559129154,0.006335047088097123,-0.013260981778584254,0.026470194368727707,59,64,64,interval_covers_zero,4B,qwen3-4b-keep4-s42,all,direction_a1,256
remaining_gold_pair_recall,0.14537718850319442,0.14600451547674695,0.0006273269735525278,-0.019492295830535022,0.020904188414007967,59,64,64,interval_covers_zero,4B,qwen3-4b-keep4-s42,all,random_matched,256
tail_tokens,6638.71875,6889.72265625,251.00390625,-651.6119177018634,1148.4588741179425,59,64,64,interval_covers_zero,4B,qwen3-4b-keep4-s42,all,close_bias,256
tail_tokens,6638.71875,6036.41015625,-602.30859375,-1694.6753878066386,511.30357306984996,59,64,64,interval_covers_zero,4B,qwen3-4b-keep4-s42,all,direction_a1,256
tail_tokens,6638.71875,6424.5390625,-214.1796875,-1157.6327786224215,764.6837289663451,59,64,64,interval_covers_zero,4B,qwen3-4b-keep4-s42,all,random_matched,256
n_blocks_tail,117.125,122.78515625,5.66015625,-11.194796316964299,22.332674032182826,59,64,64,interval_covers_zero,4B,qwen3-4b-keep4-s42,all,close_bias,256
n_blocks_tail,117.125,105.75390625,-11.37109375,-31.544261955492424,8.434162636408727,59,64,64,interval_covers_zero,4B,qwen3-4b-keep4-s42,all,direction_a1,256
n_blocks_tail,117.125,112.2265625,-4.8984375,-21.93959216101695,12.647646949404752,59,64,64,interval_covers_zero,4B,qwen3-4b-keep4-s42,all,random_matched,256
tail_capture,0.296875,0.3203125,0.0234375,-0.0703125,0.109375,32,32,32,interval_covers_zero,4B,qwen3-4b-keep4-s42,early_remaining,close_bias,128
tail_capture,0.296875,0.2421875,-0.0546875,-0.15625,0.046875,32,32,32,interval_covers_zero,4B,qwen3-4b-keep4-s42,early_remaining,direction_a1,128
tail_capture,0.296875,0.25,-0.046875,-0.1328125,0.03125,32,32,32,interval_covers_zero,4B,qwen3-4b-keep4-s42,early_remaining,random_matched,128
tail_orbit,0.0234375,0.046875,0.0234375,-0.03125,0.078125,32,32,32,interval_covers_zero,4B,qwen3-4b-keep4-s42,early_remaining,close_bias,128
tail_orbit,0.0234375,0.03125,0.0078125,-0.046875,0.0703125,32,32,32,interval_covers_zero,4B,qwen3-4b-keep4-s42,early_remaining,direction_a1,128
tail_orbit,0.0234375,0.0078125,-0.015625,-0.0546875,0.015625,32,32,32,interval_covers_zero,4B,qwen3-4b-keep4-s42,early_remaining,random_matched,128
actual_eos,0.8046875,0.8046875,0.0,-0.0703125,0.0703125,32,32,32,interval_covers_zero,4B,qwen3-4b-keep4-s42,early_remaining,close_bias,128
actual_eos,0.8046875,0.8515625,0.046875,-0.015625,0.109375,32,32,32,interval_covers_zero,4B,qwen3-4b-keep4-s42,early_remaining,direction_a1,128
actual_eos,0.8046875,0.84375,0.0390625,0.0,0.0859375,32,32,32,interval_covers_zero,4B,qwen3-4b-keep4-s42,early_remaining,random_matched,128
tail_hit_max,0.1953125,0.1953125,0.0,-0.0703125,0.0703125,32,32,32,interval_covers_zero,4B,qwen3-4b-keep4-s42,early_remaining,close_bias,128
tail_hit_max,0.1953125,0.1484375,-0.046875,-0.109375,0.015625,32,32,32,interval_covers_zero,4B,qwen3-4b-keep4-s42,early_remaining,direction_a1,128
tail_hit_max,0.1953125,0.15625,-0.0390625,-0.0859375,0.0,32,32,32,interval_covers_zero,4B,qwen3-4b-keep4-s42,early_remaining,random_matched,128
json_complete,0.8046875,0.8046875,0.0,-0.0703125,0.0703125,32,32,32,interval_covers_zero,4B,qwen3-4b-keep4-s42,early_remaining,close_bias,128
json_complete,0.8046875,0.8515625,0.046875,-0.015625,0.109375,32,32,32,interval_covers_zero,4B,qwen3-4b-keep4-s42,early_remaining,direction_a1,128
json_complete,0.8046875,0.84375,0.0390625,0.0,0.0859375,32,32,32,interval_covers_zero,4B,qwen3-4b-keep4-s42,early_remaining,random_matched,128
