tag,run_name,kind,size,data_variant,arm_family,seed,ckpt_step,is_final,save_mode,terminal_mode,priority,tier,mode,protocol_version,n_records,n_responses,n_skipped_too_long,semantic_capture_rate,semantic_capture_rate_ci_low,semantic_capture_rate_ci_high,semantic_capture_trigger_rate,stable_orbit_rate,stable_orbit_rate_ci_low,stable_orbit_rate_ci_high,stable_orbit_trigger_rate,runaway_any_rate,runaway_any_rate_ci_low,runaway_any_rate_ci_high,runaway_block_hitmax_rate,first_triple_reuse_rate,first_triple_reuse_rate_ci_low,first_triple_reuse_rate_ci_high,first_triple_reuse_trigger_rate,first_quad_reuse_rate,adjacent_motif_repeat_rate,quad_capture_rate,p_capture_given_reuse,p_orbit_given_capture,p_hitmax_given_orbit,capture_block_onset_median,capture_block_onset_mean,capture_block_period_median,capture_token_median,first_reuse_block_median,n_blocks_mean,n_blocks_median,legacy_loop_rate,legacy_loop_rate_ci_low,legacy_loop_rate_ci_high,legacy_loop_trigger_rate,hit_max_rate,hit_max_rate_ci_low,hit_max_rate_ci_high,rep4_mean,gzip_ratio_mean,legacy_onset_token_median,legacy_period_tokens_median,legacy_structured_alignment_rate,temporal_order_valid_rate,gen_tokens_mean,gen_tokens_median,gen_tokens_p75,gen_tokens_max,strict_precision,strict_recall,strict_f1,strict_f1_ci_low,strict_f1_ci_high,relaxed_precision,relaxed_recall,relaxed_f1,json_valid_rate,json_list_complete_rate,incomplete_tail_rate,mean_response_strict_f1,mean_pred_blocks,mean_unique_pred_triples,unique_supported_per_1k_tokens,out_of_candidate_block_rate,out_of_candidate_block_rate_exact,out_of_text_endpoint_rate,dual_conflict_rate,support_valid_block_precision,unsupported_nonempty_rate,empty_prediction_rate,empty_gold_accuracy,episodes_per_response,reuse_blocks_per_response,per_episode_capture_hazard,gap_stop_hazard,in_episode_stop_hazard,responses_with_any_episode_rate,captured_episode_ordinal_mean,distance_last_new_triple_blocks_mean,capture_is_first_episode_after_last_new_rate,episode_errors,model_path,tokenizer_path,tokenizer_is_fallback,eval_data_sha256,prompt_rendered_sha256,chat_prefix_ok,gen_tokens_mismatch_rate,generation_minutes,analysis_minutes,vllm_version,analyzed_at,responses_path,event_rows_path
qwen3-4b-obr-p15-s42,qwen3-4b-obr-p15-s42,trained,4B,obr_p15,controlled,42,417,True,final_only,,1,1,nothink,e1-v1.0,1106,8848,0,0.09708408679927667,0.08702531645569621,0.10771078209764916,0.3462929475587703,0.013562386980108499,0.010397830018083183,0.01683996383363472,0.0759493670886076,0.02316907775768535,0.018874321880650996,0.027915913200723327,0.02305605786618445,0.7649186256781193,0.7488669755877034,0.7799559222423147,0.9864376130198915,0.40664556962025317,0.16240958408679929,0.09007685352622062,0.12692080378250592,0.13853317811408614,1.0,59.0,64.33643771827707,5.0,4675.0,47.0,89.19676763110307,73.0,0.013562386980108499,0.010397830018083183,0.01683996383363472,0.0759493670886076,0.024299276672694395,0.01988867540687161,0.02904611211573237,0.5770285731238698,0.20759981735985533,3658.0,58.0,0.9916666666666667,1.0,5197.4877938517175,4272.5,5792.0,29944.0,0.0786,0.0975,0.087,0.08201361786507658,0.09188504864020337,0.2957,0.346,0.3188,0.9738924050632911,0.9746835443037974,0.024412296564195298,0.08494525316455696,77.20049728752261,67.21790235081374,11.288925142319505,0.13396430819681732,0.13400676358206334,0.05232406634751929,0.05232406634751929,0.8660356918031827,0.0004520795660036166,0.0,,3.933657323688969,20.12149638336347,0.024680362016951587,0.13417727815360128,0.07424220657951444,0.7649186256781193,5.810244470314319,4.1559953434225845,0.5285215366705471,0,<TRAIN_ROOT>/qwen3-4b-obr-p15-s42/checkpoint-417,<TRAIN_ROOT>/qwen3-4b-obr-p15-s42/checkpoint-417,False,aabb914172c00a4bcd094511f6a01559c3a89d531997f8e99928cc214e562668,57542d0159a5931d7f104e9d898700b15d89f60535efb21b26956d09ddbb2548,True,0.8792947558770343,389.89,5.12,0.26.0,2026-09-02 16:13:17,<EVAL_ROOT>/responses/qwen3-4b-obr-p15-s42_nothink_n8.jsonl,<EVAL_ROOT>/events/qwen3-4b-obr-p15-s42_event_rows.jsonl
qwen3-4b-obr-s123,qwen3-4b-obr-s123,trained,4B,obr,controlled,123,417,True,final_only,,1,1,nothink,e1-v1.0,1106,8848,0,0.0923372513562387,0.08261754068716094,0.10262206148282098,0.3435804701627486,0.009267631103074141,0.0068942133815551535,0.011867088607594937,0.06057866184448463,0.030854430379746837,0.025768535262206148,0.03616636528028933,0.030628390596745027,0.7368896925858951,0.719933883363472,0.7533905967450272,0.9755877034358047,0.41421790235081374,0.16760849909584086,0.08736437613019891,0.12530674846625767,0.09791921664626684,1.0,57.0,62.46511627906977,6.0,4678.0,46.0,88.20049728752261,69.0,0.009267631103074141,0.0068942133815551535,0.011867088607594937,0.06057866184448463,0.03187160940325497,0.026785714285714284,0.03707334990958407,0.5732239295886076,0.21009718976039782,3311.5,61.0,0.975609756097561,1.0,5133.86674954792,4052.5,5521.0,29831.0,0.079,0.0919,0.0849,0.07997790328092212,0.0900077580551774,0.2948,0.3249,0.3091,0.9647377938517179,0.9666591320072333,0.0325497287522604,0.08192192585895117,72.313404159132,63.03820072332731,10.239110639373028,0.17286962610322446,0.17291495071339374,0.06085688519901411,0.06085688519901411,0.8271303738967756,0.00135623869801085,0.0,,3.983612115732369,22.733386075949365,0.02317927766902148,0.13312350930684305,0.07399211280392658,0.7368896925858951,6.646266829865361,5.811505507955936,0.45777233782129745,0,<TRAIN_ROOT>/qwen3-4b-obr-s123/checkpoint-417,<TRAIN_ROOT>/qwen3-4b-obr-s123/checkpoint-417,False,aabb914172c00a4bcd094511f6a01559c3a89d531997f8e99928cc214e562668,57542d0159a5931d7f104e9d898700b15d89f60535efb21b26956d09ddbb2548,True,0.8787296564195298,412.2,4.93,0.26.0,2026-09-08 21:30:42,<EVAL_ROOT>/responses/qwen3-4b-obr-s123_nothink_n8.jsonl,<EVAL_ROOT>/events/qwen3-4b-obr-s123_event_rows.jsonl
qwen3-4b-obr-s42,qwen3-4b-obr-s42,trained,4B,obr,controlled,42,417,True,final_only,,1,1,nothink,e1-v1.0,1106,8848,0,0.0839737793851718,0.07459030289330922,0.09369349005424955,0.3209764918625678,0.012545207956600362,0.009832730560578661,0.01548372513562387,0.07685352622061482,0.020004520795660036,0.0162748643761302,0.02418625678119349,0.01876130198915009,0.7359855334538878,0.7182385849909585,0.751811143761302,0.9773960216998192,0.4134267631103074,0.1581148282097649,0.07967902350813744,0.1140970515970516,0.14939434724091522,0.9009009009009009,58.0,61.88425302826379,4.0,4484.0,46.0,82.55673598553345,68.0,0.012545207956600362,0.009832730560578661,0.01548372513562387,0.07685352622061482,0.01955244122965642,0.015822784810126583,0.023621157323688968,0.5702208987341773,0.21135441681735986,3490.0,62.0,1.0,1.0,4835.14681283906,3983.5,5422.0,29855.0,0.0774,0.0901,0.0832,0.07839327110066947,0.08799879164562359,0.2925,0.3238,0.3074,0.9785262206148282,0.9789783001808319,0.020795660036166366,0.0805949028028933,73.1260171790235,63.11030741410488,10.823494025286095,0.18614291079550987,0.18619391393452125,0.07702864985417739,0.07702864985417739,0.8138570892044902,0.001469258589511754,0.0,,3.902124773960217,17.940777576853527,0.021520013902566183,0.1359007081550434,0.07727509702832648,0.7359855334538878,6.5558546433378195,5.090174966352625,0.47644683714670255,0,<TRAIN_ROOT>/qwen3-4b-obr-s42/checkpoint-417,<TRAIN_ROOT>/qwen3-4b-obr-s42/checkpoint-417,False,aabb914172c00a4bcd094511f6a01559c3a89d531997f8e99928cc214e562668,57542d0159a5931d7f104e9d898700b15d89f60535efb21b26956d09ddbb2548,True,0.8874321880650995,357.56,4.99,0.26.0,2026-09-01 03:16:50,<EVAL_ROOT>/responses/qwen3-4b-obr-s42_nothink_n8.jsonl,<EVAL_ROOT>/events/qwen3-4b-obr-s42_event_rows.jsonl
qwen3-4b-isc-a-s42,qwen3-4b-isc-a-s42,trained,4B,isc_a,controlled,42,417,True,trajectory,,1,1,nothink,e1-v1.0,1106,8848,0,0.038765822784810125,0.0326627486437613,0.044642857142857144,0.1853526220614828,0.004294755877034358,0.002825497287522604,0.005877034358047016,0.029837251356238697,0.005537974683544304,0.003952870705244123,0.00734629294755877,0.004859855334538879,0.7928345388788427,0.7775768535262206,0.8069620253164557,0.9855334538878843,0.3796338155515371,0.09154611211573237,0.033792947558770346,0.0488952245188881,0.11078717201166181,0.8421052631578947,56.0,61.92128279883382,4.0,4267.0,48.0,81.64014466546112,73.0,0.004294755877034358,0.002825497287522604,0.005877034358047016,0.029837251356238697,0.004972875226039783,0.0033905967450271247,0.006668173598553345,0.5668054205470163,0.2121130160488246,3021.0,64.5,1.0,1.0,4779.095275768535,4290.0,5782.0,29779.0,0.0792,0.1023,0.0893,0.08446477705410228,0.09402204356995675,0.304,0.3677,0.3329,0.992879746835443,0.9937839059674503,0.0061030741410488245,0.08850074593128392,79.13539783001808,70.01853526220614,13.929808218834689,0.04867821591282366,0.04871392050729088,0.01148259758065668,0.01148259758065668,0.9513217840871764,0.0,0.0,,4.254407775768535,11.224909584086799,0.00911191987886194,0.12776310301682192,0.07943043859416093,0.7928345388788427,4.947521865889213,3.836734693877551,0.577259475218659,0,<TRAIN_ROOT>/qwen3-4b-isc-a-s42/checkpoint-417,<TRAIN_ROOT>/qwen3-4b-isc-a-s42/checkpoint-417,False,aabb914172c00a4bcd094511f6a01559c3a89d531997f8e99928cc214e562668,57542d0159a5931d7f104e9d898700b15d89f60535efb21b26956d09ddbb2548,True,0.8935352622061483,287.54,4.43,0.26.0,2026-08-31 23:55:22,<EVAL_ROOT>/responses/qwen3-4b-isc-a-s42_nothink_n8.jsonl,<EVAL_ROOT>/events/qwen3-4b-isc-a-s42_event_rows.jsonl
qwen3-4b-isc-e-s42,qwen3-4b-isc-e-s42,trained,4B,isc_e,controlled,42,417,True,trajectory,,1,1,nothink,e1-v1.0,1106,8848,0,0.04046112115732369,0.03458408679927667,0.04679023508137432,0.19710669077757687,0.004407775768535262,0.002938517179023508,0.006216094032549729,0.028933092224231464,0.00870253164556962,0.006442133815551537,0.011078774864376115,0.008250452079566003,0.7737341772151899,0.757682527124774,0.7898960216998192,0.9773960216998192,0.3753390596745027,0.10171790235081374,0.0380877034358047,0.05229330996202162,0.10614525139664804,0.9230769230769231,58.0,63.23184357541899,4.0,4361.5,47.0,80.28537522603979,72.0,0.004407775768535262,0.002938517179023508,0.006216094032549729,0.028933092224231464,0.008815551537070525,0.006442133815551537,0.011301989150090416,0.5642890528933092,0.21425756080470162,3190.0,59.0,0.9743589743589743,1.0,4689.91037522604,4186.5,5644.0,29762.0,0.08,0.0995,0.0887,0.08388607389942787,0.09347083498172466,0.3109,0.3606,0.3339,0.9898282097649186,0.9902802893309223,0.00949367088607595,0.08634597649186257,75.97807414104882,67.39274412296564,14.034880725708566,0.023565497564908503,0.023626486417336303,0.009203366584654015,0.009203366584654015,0.9764345024350914,0.0,0.0,,4.233838155515371,12.125226039783001,0.009556605536424548,0.13067891781521185,0.07615920557379675,0.7737341772151899,5.483240223463687,4.371508379888268,0.5670391061452514,0,<TRAIN_ROOT>/qwen3-4b-isc-e-s42/checkpoint-417,<TRAIN_ROOT>/qwen3-4b-isc-e-s42/checkpoint-417,False,aabb914172c00a4bcd094511f6a01559c3a89d531997f8e99928cc214e562668,57542d0159a5931d7f104e9d898700b15d89f60535efb21b26956d09ddbb2548,True,0.8952305605786618,297.87,4.06,0.26.0,2026-09-01 00:05:40,<EVAL_ROOT>/responses/qwen3-4b-isc-e-s42_nothink_n8.jsonl,<EVAL_ROOT>/events/qwen3-4b-isc-e-s42_event_rows.jsonl
qwen3-4b-keep4-s123,qwen3-4b-keep4-s123,trained,4B,keep4,other,123,417,True,final_only,,1,1,nothink,e1-v1.0,1106,8848,0,0.33374773960216997,0.314873417721519,0.3529611211573237,0.7097649186256781,0.08476491862567812,0.07707956600361664,0.09278933092224231,0.3779385171790235,0.21925858951175406,0.2035488245931284,0.23587251356238698,0.2148508137432188,0.9006555153707052,0.8892405063291139,0.9108273056057866,0.9918625678119349,0.6511075949367089,0.42325949367088606,0.3239150090415913,0.3705609235788681,0.2533017270572299,0.9506666666666667,84.0,90.86996274974602,5.0,5971.0,51.0,194.50825045207958,113.0,0.08476491862567812,0.07707956600361664,0.09278933092224231,0.3779385171790235,0.22050180831826402,0.20456600361663652,0.23722875226039783,0.6764726385623869,0.1579092953209765,4501.5,110.5,0.996,0.9986631016042781,11155.988584990959,6593.0,13151.5,30413.0,0.0742,0.0906,0.0816,0.07674481080420349,0.08629426474318562,0.275,0.3108,0.2918,0.7765596745027125,0.7789330922242315,0.21699819168173598,0.07114615732368898,84.41568716094032,66.2132685352622,4.573582128501661,0.2672544215501198,0.2673106532246188,0.13177357379068427,0.13177357379068427,0.7327455784498802,0.0004520795660036166,0.0,,6.749773960216999,107.626130198915,0.04944576537959211,0.05426405659033723,0.04052108100867352,0.9006555153707052,7.474432780223501,4.885540128682695,0.4933965458855401,0,<TRAIN_ROOT>/qwen3-4b-keep4-s123/checkpoint-417,<TRAIN_ROOT>/qwen3-4b-keep4-s123/checkpoint-417,False,aabb914172c00a4bcd094511f6a01559c3a89d531997f8e99928cc214e562668,57542d0159a5931d7f104e9d898700b15d89f60535efb21b26956d09ddbb2548,True,0.7772377938517179,1250.83,16.29,0.26.0,2026-09-09 11:40:33,<EVAL_ROOT>/responses/qwen3-4b-keep4-s123_nothink_n8.jsonl,<EVAL_ROOT>/events/qwen3-4b-keep4-s123_event_rows.jsonl
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42,trained,4B,keep4,other,42,417,True,final_only,,1,1,nothink,e1-v1.0,1106,8848,0,0.32301084990958406,0.3050350361663653,0.3429023508137432,0.7142857142857143,0.07041139240506329,0.06363019891500904,0.07753164556962025,0.33815551537070526,0.20976491862567812,0.19450440777576852,0.22603978300180833,0.2064873417721519,0.9029159132007233,0.8918399638336347,0.9126356238698011,0.9954792043399638,0.6496383363471971,0.41161844484629295,0.3123869801084991,0.3577418951057704,0.21763470958712386,0.9550561797752809,84.0,91.40657802659202,5.0,6015.0,52.0,192.67246835443038,113.0,0.07041139240506329,0.06363019891500904,0.07753164556962025,0.33815551537070526,0.21055605786618445,0.19507233273056057,0.22694394213381555,0.6734018258363472,0.15928961109855336,4834.0,108.0,0.9983948635634029,1.0,11000.774525316456,6610.5,12210.5,30413.0,0.0737,0.0928,0.0822,0.07734300299672678,0.08689935252463972,0.2707,0.3153,0.2913,0.786618444846293,0.7879746835443038,0.20897377938517178,0.0723125226039783,86.27893309222424,68.1875,4.747436152186925,0.27110438095038486,0.2711541585232304,0.1307263857814293,0.1307263857814293,0.7288956190496152,0.0003390596745027125,0.0,,6.657662748643761,105.36708860759494,0.04851715415824944,0.05548521516147127,0.042337922487989545,0.9029159132007233,7.433170048985304,5.1277116864940515,0.5027991602519244,0,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,False,aabb914172c00a4bcd094511f6a01559c3a89d531997f8e99928cc214e562668,57542d0159a5931d7f104e9d898700b15d89f60535efb21b26956d09ddbb2548,True,0.7914783001808319,1214.67,15.95,0.26.0,2026-09-04 08:19:05,<EVAL_ROOT>/responses/qwen3-4b-keep4-s42_nothink_n8.jsonl,<EVAL_ROOT>/events/qwen3-4b-keep4-s42_event_rows.jsonl
qwen3-4b-keep4a-s42,qwen3-4b-keep4a-s42,trained,4B,keep4_a,other,42,417,True,final_only,,1,1,nothink,e1-v1.0,1106,8848,0,0.20467902350813744,0.1899864376130199,0.21892235533453885,0.569620253164557,0.04238245931283906,0.03695750452079566,0.047807414104882456,0.22513562386980107,0.08273056057866185,0.07357594936708861,0.09132289783001807,0.07662748643761302,0.8815551537070524,0.8686708860759493,0.8925180831826401,0.9954792043399638,0.5845388788426763,0.30278028933092227,0.19495931283905968,0.2321794871794872,0.20596355604638322,0.8613333333333333,79.0,85.46714522363335,5.0,5550.0,52.0,139.001130198915,99.0,0.04238245931283906,0.03695750452079566,0.047807414104882456,0.22513562386980107,0.07900090415913201,0.07029837251356238,0.08748022151898732,0.6327874022377938,0.17847620626130198,4341.0,91.0,0.9946666666666667,1.0,8031.812613019892,5788.5,8222.0,29921.0,0.07,0.0998,0.0823,0.07753652516952937,0.08718767942169099,0.2657,0.3508,0.3024,0.9150090415913201,0.9188517179023508,0.07911392405063292,0.0777615506329114,99.20750452079567,77.23587251356238,7.670250244429511,0.22648179287026024,0.22651255200572348,0.07582810428030458,0.07582810428030458,0.7735182071297397,0.0004520795660036166,0.0,,6.5965189873417724,54.267857142857146,0.03102833841620121,0.06518397540589874,0.05049172463420484,0.8815551537070524,7.488128106018774,5.377139701822197,0.4842628382109332,0,<TRAIN_ROOT>/qwen3-4b-keep4a-s42/checkpoint-417,<TRAIN_ROOT>/qwen3-4b-keep4a-s42/checkpoint-417,False,aabb914172c00a4bcd094511f6a01559c3a89d531997f8e99928cc214e562668,57542d0159a5931d7f104e9d898700b15d89f60535efb21b26956d09ddbb2548,True,0.844258589511754,710.46,9.44,0.26.0,2026-09-04 03:09:06,<EVAL_ROOT>/responses/qwen3-4b-keep4a-s42_nothink_n8.jsonl,<EVAL_ROOT>/events/qwen3-4b-keep4a-s42_event_rows.jsonl
qwen3-4b-keep4ae-s42,qwen3-4b-keep4ae-s42,trained,4B,keep4_ae,other,42,417,True,final_only,,1,1,nothink,e1-v1.0,1106,8848,0,0.1385623869801085,0.12555944846292946,0.15178571428571427,0.445750452079566,0.025768535262206148,0.02147377938517179,0.03040235081374322,0.14195298372513562,0.039783001808318265,0.03345388788426763,0.04588607594936709,0.033340867992766726,0.7887658227848101,0.773053232368897,0.8033482142857142,0.984629294755877,0.4675632911392405,0.21880650994575046,0.12963381555153708,0.1756698667430864,0.18433931484502447,0.7587719298245614,65.0,69.60277324632953,4.0,4681.5,50.0,102.85816003616637,79.0,0.025768535262206148,0.02147377938517179,0.03040235081374322,0.14195298372513562,0.03469710669077758,0.029159132007233274,0.04046112115732369,0.595263199932188,0.19799934007685352,3280.0,80.0,0.9912280701754386,1.0,6011.609855334539,4673.5,6449.0,29792.0,0.0788,0.1013,0.0887,0.08361231203558131,0.09348232812161855,0.2987,0.3599,0.3264,0.9632685352622061,0.9643987341772152,0.03481012658227848,0.08708465189873417,86.08634719710669,69.60657775768536,10.366224757534791,0.15027596456310424,0.15030878622855431,0.11317566680495528,0.11317566680495528,0.8497240354368958,0.0,0.0,,4.308657323688969,30.60137884267631,0.03215906408205021,0.1135856425516087,0.07147915956246885,0.7887658227848101,5.118270799347472,3.4575856443719415,0.5880913539967374,0,<TRAIN_ROOT>/qwen3-4b-keep4ae-s42/checkpoint-417,<TRAIN_ROOT>/qwen3-4b-keep4ae-s42/checkpoint-417,False,aabb914172c00a4bcd094511f6a01559c3a89d531997f8e99928cc214e562668,57542d0159a5931d7f104e9d898700b15d89f60535efb21b26956d09ddbb2548,True,0.8746609403254972,484.97,6.1,0.26.0,2026-09-04 00:58:04,<EVAL_ROOT>/responses/qwen3-4b-keep4ae-s42_nothink_n8.jsonl,<EVAL_ROOT>/events/qwen3-4b-keep4ae-s42_event_rows.jsonl
qwen3-4b-obr-p5-s42,qwen3-4b-obr-p5-s42,trained,4B,obr_p5,controlled,42,417,True,final_only,,1,1,nothink,e1-v1.0,1106,8848,0,0.04950271247739602,0.042495479204339964,0.05673598553345389,0.2206148282097649,0.00599005424954792,0.00406871609403255,0.008250452079566003,0.037070524412296565,0.007572332730560578,0.005198915009041591,0.010284810126582278,0.007233273056057866,0.7411844484629295,0.7247937386980109,0.7567811934900542,0.9783001808318263,0.34844032549728754,0.106125678119349,0.04430379746835443,0.06678865507776761,0.12100456621004566,0.9433962264150944,59.0,63.44292237442922,4.0,4434.5,49.0,81.20354882459313,72.0,0.00599005424954792,0.00406871609403255,0.008250452079566003,0.037070524412296565,0.007572332730560578,0.0053119349005424955,0.009945750452079566,0.5636062217450272,0.2138387817585895,3197.0,59.0,1.0,1.0,4759.520569620253,4233.0,5705.0,29888.0,0.0807,0.1034,0.0906,0.08556179904416948,0.09556428799707141,0.3062,0.3698,0.335,0.9911844484629295,0.991749547920434,0.008250452079566003,0.08957575723327305,77.5359403254973,69.48440325497288,13.624424330048667,0.0697876793996834,0.06983869698179984,0.02532512776260207,0.02532512776260207,0.9302123206003166,0.00011301989150090416,0.0,,3.737115732368897,11.120705244122966,0.01324623480312103,0.14959111248264156,0.07832819210064719,0.7411844484629295,5.15296803652968,3.328767123287671,0.547945205479452,0,<TRAIN_ROOT>/qwen3-4b-obr-p5-s42/checkpoint-417,<TRAIN_ROOT>/qwen3-4b-obr-p5-s42/checkpoint-417,False,aabb914172c00a4bcd094511f6a01559c3a89d531997f8e99928cc214e562668,57542d0159a5931d7f104e9d898700b15d89f60535efb21b26956d09ddbb2548,True,0.8884493670886076,294.83,4.02,0.26.0,2026-09-08 19:30:25,<EVAL_ROOT>/responses/qwen3-4b-obr-p5-s42_nothink_n8.jsonl,<EVAL_ROOT>/events/qwen3-4b-obr-p5-s42_event_rows.jsonl
qwen3-4b-randdrop-s42,qwen3-4b-randdrop-s42,trained,4B,randdrop,other,42,417,True,final_only,,1,1,nothink,e1-v1.0,1106,8848,0,0.18953435804701627,0.17551989150090416,0.2038907097649186,0.546112115732369,0.036618444846292945,0.031193490054249547,0.04181735985533454,0.189873417721519,0.06453435804701628,0.05673598553345389,0.07278481012658228,0.059561482820976494,0.8953435804701627,0.8844908453887885,0.9055181962025316,0.9954792043399638,0.568377034358047,0.28989602169981915,0.17970162748643762,0.21168896743246654,0.19320214669051877,0.8641975308641975,71.0,80.00178890876565,4.0,5001.0,49.0,124.06837703435805,92.0,0.036618444846292945,0.031193490054249547,0.04181735985533454,0.189873417721519,0.06182188065099457,0.054249547920433995,0.06984629294755877,0.6187389847423147,0.18559697841320072,3607.5,63.0,1.0,1.0,7191.0797920434,5353.0,7393.0,29934.0,0.0681,0.0959,0.0797,0.07494116156896588,0.08418884834227434,0.2557,0.3349,0.29,0.9346745027124774,0.9358047016274864,0.06295207956600361,0.07588351039783,93.71552893309223,76.25768535262206,8.084392404355444,0.25848684567562513,0.25853026127750406,0.1286331924336254,0.1286331924336254,0.7415131543243748,0.000678119349005425,0.0,,5.852169981916817,41.98304701627487,0.03238702201622248,0.0747535010002858,0.05728080339899575,0.8953435804701627,6.2993440667859275,3.9576624925462136,0.5533691115086464,0,<TRAIN_ROOT>/qwen3-4b-randdrop-s42/checkpoint-417,<TRAIN_ROOT>/qwen3-4b-randdrop-s42/checkpoint-417,False,aabb914172c00a4bcd094511f6a01559c3a89d531997f8e99928cc214e562668,57542d0159a5931d7f104e9d898700b15d89f60535efb21b26956d09ddbb2548,True,0.8631329113924051,607.42,8.05,0.26.0,2026-09-03 23:52:51,<EVAL_ROOT>/responses/qwen3-4b-randdrop-s42_nothink_n8.jsonl,<EVAL_ROOT>/events/qwen3-4b-randdrop-s42_event_rows.jsonl
qwen3-8b-obr-s42,qwen3-8b-obr-s42,trained,8B,obr,controlled,42,417,True,final_only,,1,1,nothink,e1-v1.0,1106,8848,0,0.12985985533453887,0.11652068264014466,0.14263392857142854,0.379746835443038,0.01842224231464738,0.014805605786618445,0.022377938517179022,0.09764918625678119,0.07707956600361664,0.06780628390596745,0.08612398282097647,0.07662748643761302,0.6419529837251357,0.62217167721519,0.6602650316455696,0.9520795660036167,0.3528481012658228,0.17269439421338156,0.12759945750452079,0.2022887323943662,0.1409921671018277,0.9815950920245399,61.0,66.00957354221062,10.0,5513.0,50.0,113.06012658227849,70.0,0.01842224231464738,0.014805605786618445,0.022377938517179022,0.09764918625678119,0.07741862567811934,0.0680379746835443,0.08668908227848099,0.5888030031645569,0.20298704000904158,3444.0,100.0,0.9938650306748467,1.0,6509.950158227848,4133.0,6274.5,29981.0,0.0863,0.0976,0.0916,0.08601830695534703,0.09708159192287143,0.3097,0.3348,0.3217,0.9214511754068716,0.9220162748643761,0.07696654611211573,0.08606525768535263,74.2240054249548,61.27565551537071,7.994751531331429,0.15357511564804016,0.15359643325912775,0.048327024335575744,0.048327024335575744,0.8464248843519598,0.0022603978300180833,0.0,,3.3374773960216997,46.82696654611212,0.03890958347443278,0.16432310086292262,0.06379952590585845,0.6419529837251357,7.697127937336814,7.94342906875544,0.3872932985204526,0,<TRAIN_ROOT>/qwen3-8b-obr-s42/checkpoint-417,<TRAIN_ROOT>/qwen3-8b-obr-s42/checkpoint-417,False,aabb914172c00a4bcd094511f6a01559c3a89d531997f8e99928cc214e562668,57542d0159a5931d7f104e9d898700b15d89f60535efb21b26956d09ddbb2548,True,0.8583860759493671,701.04,7.78,0.26.0,2026-09-09 02:21:50,<EVAL_ROOT>/responses/qwen3-8b-obr-s42_nothink_n8.jsonl,<EVAL_ROOT>/events/qwen3-8b-obr-s42_event_rows.jsonl
qwen3-8b-keep4-s42,qwen3-8b-keep4-s42,trained,8B,keep4,other,42,417,True,final_only,,1,1,nothink,e1-v1.0,1106,8848,0,0.3178119349005425,0.2993896925858951,0.3360109629294756,0.6808318264014467,0.06204792043399638,0.05594484629294756,0.06826401446654612,0.32640144665461124,0.2563291139240506,0.239938404159132,0.27317190325497287,0.2555379746835443,0.8458408679927667,0.8317105560578663,0.8588409810126582,0.9891500904159132,0.599118444846293,0.3863019891500904,0.31340415913200725,0.37573490112239444,0.19274537695590327,1.0,81.0,88.7724039829303,7.0,6211.0,58.0,207.747965641953,113.0,0.06204792043399638,0.05594484629294756,0.06826401446654612,0.32640144665461124,0.2587025316455696,0.24220162748643762,0.27577136075949366,0.6772518034584086,0.1580506568716094,4714.0,114.0,0.9872495446265938,1.0,11841.471971066907,6622.0,26859.5,30117.0,0.0802,0.094,0.0866,0.08139452950210063,0.09162958159746995,0.2844,0.3126,0.2978,0.7376808318264014,0.739376130198915,0.25587703435804704,0.07316537070524412,76.29701627486438,63.52802893309222,4.141263258715881,0.23393514211733196,0.23395439920838543,0.07852893600127986,0.07852893600127986,0.766064857882668,0.00011301989150090416,0.0,,5.7097649186256785,121.63471971066907,0.055661124307205066,0.06955209042876341,0.044180522565320665,0.8458408679927667,7.373044096728307,7.11628733997155,0.44274537695590327,0,<TRAIN_ROOT>/qwen3-8b-keep4-s42/checkpoint-417,<TRAIN_ROOT>/qwen3-8b-keep4-s42/checkpoint-417,False,aabb914172c00a4bcd094511f6a01559c3a89d531997f8e99928cc214e562668,57542d0159a5931d7f104e9d898700b15d89f60535efb21b26956d09ddbb2548,True,0.7554249547920434,1558.23,18.89,0.26.0,2026-09-09 16:49:45,<EVAL_ROOT>/responses/qwen3-8b-keep4-s42_nothink_n8.jsonl,<EVAL_ROOT>/events/qwen3-8b-keep4-s42_event_rows.jsonl
