model_tag,model_path,probe_id,stable_prompt_id,m,anchor_region,k_1based,gold_blocks,s_R_C1,s_N_C1,s_R_C2,s_N_C2,s_R_C3,s_N_C3,gain_motif,gain_copy,gain_recovery,margin_c1,margin_c2,gain_second,seconds
qwen3-4b-cleanv2-s42,<TRAIN_ROOT>/qwen3-4b-cleanv2-s42/checkpoint-417,7c504a61950c891a2c9a149d,1046,2,late,78,83,-0.8170590996742249,-0.990527331829071,-0.5945607423782349,-1.1535090208053589,-0.19404655694961548,-1.2319974899291992,0.38548004627227783,0.22249835729599,0.16298168897628784,0.1734682321548462,0.558948278427124,0.4790026545524597,1.73
qwen3-4b-cleanv2-s42,<TRAIN_ROOT>/qwen3-4b-cleanv2-s42/checkpoint-417,8d44fe62696a2746cb745dfe,1046,4,mid,43,83,-1.704667568206787,-0.5104039311408997,-1.4169487953186035,-0.4782556891441345,-0.27812671661376953,-0.5124010443687439,0.25557053089141846,0.2877187728881836,-0.03214824199676514,-1.1942636370658875,-0.938693106174469,1.1729674339294434,1.31
qwen3-4b-cleanv2-s42,<TRAIN_ROOT>/qwen3-4b-cleanv2-s42/checkpoint-417,1181bf8ba0b6e20b5fc86e05,1046,8,early,15,83,-1.5467007160186768,-0.19868183135986328,-1.3403995037078857,-0.22641730308532715,-0.27788734436035156,-0.44567322731018066,0.23403668403625488,0.20630121231079102,0.027735471725463867,-1.3480188846588135,-1.1139822006225586,1.2817680835723877,1.05
qwen3-4b-cleanv2-s42,<TRAIN_ROOT>/qwen3-4b-cleanv2-s42/checkpoint-417,d0b985ff05782095ff678f53,614,1,late,45,62,-0.7356337308883667,-0.9824510812759399,-0.595098078250885,-0.9804251790046692,-0.36418667435646057,-1.0217161178588867,0.13850975036621094,0.1405356526374817,-0.002025902271270752,0.24681735038757324,0.3853271007537842,0.27220234274864197,0.95
qwen3-4b-cleanv2-s42,<TRAIN_ROOT>/qwen3-4b-cleanv2-s42/checkpoint-417,4f7e11c5b0281073d2e85fd3,614,2,mid,30,62,-0.5220353007316589,-0.015865564346313477,-0.4594748616218567,-0.01963353157043457,-0.33547621965408325,-0.03322514146566391,0.06632840633392334,0.06256043910980225,0.0037679672241210938,-0.5061697363853455,-0.4398413300514221,0.13759025186300278,0.79
qwen3-4b-cleanv2-s42,<TRAIN_ROOT>/qwen3-4b-cleanv2-s42/checkpoint-417,20026eff6a296916203bf414,614,4,early,15,62,-0.9278391599655151,-1.523979663848877,-0.6755709648132324,-1.5728540420532227,-0.21482166647911072,-1.6447978019714355,0.3011425733566284,0.2522681951522827,0.0488743782043457,0.5961405038833618,0.8972830772399902,0.5326930582523346,0.65
qwen3-4b-cleanv2-s42,<TRAIN_ROOT>/qwen3-4b-cleanv2-s42/checkpoint-417,5c1e6fe30cf091f55620091e,614,8,late,43,62,-1.0044376850128174,-0.02797667309641838,-0.8273321390151978,-0.08351564407348633,-0.20896129310131073,-0.10461632907390594,0.23264451697468758,0.17710554599761963,0.05553897097706795,-0.976461011916399,-0.7438164949417114,0.6394715309143066,1.01
qwen3-4b-cleanv2-s42,<TRAIN_ROOT>/qwen3-4b-cleanv2-s42/checkpoint-417,51a64691fe397b156df10878,756,1,mid,48,74,-2.357354164123535,-0.8848323822021484,-1.8684251308441162,-0.9242610931396484,-0.8719097971916199,-0.9375133514404297,0.528357744216919,0.48892903327941895,0.0394287109375,-1.4725217819213867,-0.9441640377044678,1.0097675919532776,1.13
qwen3-4b-cleanv2-s42,<TRAIN_ROOT>/qwen3-4b-cleanv2-s42/checkpoint-417,11238e3a4b02102cc43fb14f,756,2,early,23,74,-0.8657183051109314,-0.9080987572669983,-0.6839583516120911,-0.7037791013717651,-0.2015245258808136,-0.6466100215911865,-0.022559702396392822,0.18175995349884033,-0.20431965589523315,0.042380452156066895,0.019820749759674072,0.42526474595069885,0.9
qwen3-4b-cleanv2-s42,<TRAIN_ROOT>/qwen3-4b-cleanv2-s42/checkpoint-417,7a29b859c3f3715f8526b938,756,4,late,52,74,-2.2783563137054443,-0.0001513957977294922,-1.4104366302490234,-0.0051920413970947266,-0.5367622375488281,-0.017473578453063965,0.8729603290557861,0.8679196834564209,0.005040645599365234,-2.278204917907715,-1.4052445888519287,0.8859559297561646,1.21
qwen3-4b-cleanv2-s42,<TRAIN_ROOT>/qwen3-4b-cleanv2-s42/checkpoint-417,2b5ae2ebebede6bf19658470,756,8,mid,38,74,-2.50341796875,-0.0029872895684093237,-1.822706937789917,-0.01280746515840292,-0.6404692530632019,-0.07205543667078018,0.6905312065500766,0.680711030960083,0.009820175589993596,-2.5004306791815907,-1.809899472631514,1.2414856562390924,1.1
qwen3-4b-cleanv2-s42,<TRAIN_ROOT>/qwen3-4b-cleanv2-s42/checkpoint-417,6ad15806f6631d7c0b8c1b63,430,1,early,6,37,-1.3275240659713745,-0.04200000688433647,-1.1112682819366455,-0.068852998316288,-0.666665256023407,-0.09483642876148224,0.24310877546668053,0.216255784034729,0.026852991431951523,-1.285524059087038,-1.0424152836203575,0.47058645635843277,0.64
qwen3-4b-cleanv2-s42,<TRAIN_ROOT>/qwen3-4b-cleanv2-s42/checkpoint-417,6e75585ba4b49956dfcd462c,430,2,late,36,37,-1.1571216583251953,-0.5648968815803528,-1.305496096611023,-0.6645187735557556,-0.8597949743270874,-0.6606926321983337,-0.048752546310424805,-0.14837443828582764,0.09962189197540283,-0.5922247767448425,-0.6409773230552673,0.44187498092651367,0.96
qwen3-4b-cleanv2-s42,<TRAIN_ROOT>/qwen3-4b-cleanv2-s42/checkpoint-417,09c47ee286fbb9b2585d89b8,430,4,mid,17,37,-0.8423944115638733,-0.022042911499738693,-0.7706586718559265,-0.08082215487957001,-0.4431664049625397,-0.15700101852416992,0.1305149830877781,0.07173573970794678,0.058779243379831314,-0.8203515000641346,-0.6898365169763565,0.40367113053798676,0.79
qwen3-4b-cleanv2-s42,<TRAIN_ROOT>/qwen3-4b-cleanv2-s42/checkpoint-417,25fed1a6e05fa18497eed5a6,430,8,early,12,37,-1.303567886352539,-0.015622901730239391,-1.2830829620361328,-0.048401832580566406,-0.8266674876213074,-0.07891006767749786,0.053263855166733265,0.02048492431640625,0.032778930850327015,-1.2879449846222997,-1.2346811294555664,0.4869237095117569,0.79
qwen3-4b-cleanv2-s42,<TRAIN_ROOT>/qwen3-4b-cleanv2-s42/checkpoint-417,0617f6552eb6b49fedd280de,988,1,late,39,40,-1.9632904529571533,-1.4574425220489502,-1.2553681135177612,-1.3074846267700195,-0.719012975692749,-1.2425751686096191,0.5579644441604614,0.7079223394393921,-0.14995789527893066,-0.5058479309082031,0.0521165132522583,0.4714456796646118,0.81
qwen3-4b-cleanv2-s42,<TRAIN_ROOT>/qwen3-4b-cleanv2-s42/checkpoint-417,426a779856077ab63f7d8534,988,2,mid,25,40,-2.932917833328247,-0.6009736061096191,-1.9684886932373047,-0.6410787105560303,-0.8313961029052734,-0.6370084285736084,1.0045342445373535,0.9644291400909424,0.04010510444641113,-2.331944227218628,-1.3274099826812744,1.1330223083496094,0.7
qwen3-4b-cleanv2-s42,<TRAIN_ROOT>/qwen3-4b-cleanv2-s42/checkpoint-417,4e148220f50c9f261419881b,988,4,early,8,40,-0.5682731866836548,-1.0845497846603394,-0.4643988311290741,-0.997340202331543,-0.06042064353823662,-1.053696632385254,0.016664773225784302,0.10387435555458069,-0.08720958232879639,0.5162765979766846,0.5329413712024689,0.4603346176445484,0.58
qwen3-4b-cleanv2-s42,<TRAIN_ROOT>/qwen3-4b-cleanv2-s42/checkpoint-417,83655df12590879b3c3f2921,988,8,late,32,40,-1.2908504009246826,-1.6386635303497314,-1.0857110023498535,-1.7558060884475708,-0.4672262668609619,-1.8810731172561646,0.32228195667266846,0.2051393985748291,0.11714255809783936,0.34781312942504883,0.6700950860977173,0.7437517642974854,0.81
qwen3-4b-cleanv2-s42,<TRAIN_ROOT>/qwen3-4b-cleanv2-s42/checkpoint-417,70c6353fa2b31cef174bde70,15,1,mid,29,57,-1.0876528024673462,-0.4393075406551361,-0.9705708622932434,-0.41230499744415283,-0.7022709250450134,-0.39952364563941956,0.0900793969631195,0.11708194017410278,-0.027002543210983276,-0.6483452618122101,-0.5582658648490906,0.2555185854434967,0.79
qwen3-4b-cleanv2-s42,<TRAIN_ROOT>/qwen3-4b-cleanv2-s42/checkpoint-417,8f9f8478f36b53e93b8b74c0,15,2,early,11,57,-1.326088547706604,-0.35841646790504456,-1.1038141250610352,-0.29769814014434814,-0.7829103469848633,-0.3321736752986908,0.16155609488487244,0.22227442264556885,-0.06071832776069641,-0.9676720798015594,-0.806115984916687,0.3553793132305145,0.63
qwen3-4b-cleanv2-s42,<TRAIN_ROOT>/qwen3-4b-cleanv2-s42/checkpoint-417,edde71d0fa341a33c27b488a,15,4,late,49,57,-0.9141262769699097,-0.8922466039657593,-0.7241474986076355,-0.6478608250617981,-0.25211048126220703,-0.6792123913764954,-0.05440700054168701,0.18997877836227417,-0.24438577890396118,-0.02187967300415039,-0.0762866735458374,0.5033885836601257,1.02
qwen3-4b-cleanv2-s42,<TRAIN_ROOT>/qwen3-4b-cleanv2-s42/checkpoint-417,2a3bc0c093bb941ada42cce3,15,8,mid,23,57,-1.0246232748031616,-0.01335408166050911,-0.9124952554702759,-0.018494386225938797,-0.6844568252563477,-0.14787615835666656,0.11726832389831543,0.11212801933288574,0.0051403045654296875,-1.0112691931426525,-0.8940008692443371,0.357420202344656,0.8
qwen3-4b-cleanv2-s42,<TRAIN_ROOT>/qwen3-4b-cleanv2-s42/checkpoint-417,e0163ad5af26c37c8c3ae934,874,1,early,6,52,-1.0955562591552734,-1.0616538524627686,-1.0688481330871582,-1.0525779724121094,-1.027228832244873,-1.0387921333312988,0.017632246017456055,0.026708126068115234,-0.00907588005065918,-0.03390240669250488,-0.016270160675048828,0.02783346176147461,1.03
qwen3-4b-cleanv2-s42,<TRAIN_ROOT>/qwen3-4b-cleanv2-s42/checkpoint-417,2e0b7accf9e831283b823962,874,2,late,47,52,-0.3503912389278412,-1.1232210397720337,-0.25334033370018005,-1.121611475944519,-0.13567733764648438,-1.1792411804199219,0.09544134140014648,0.09705090522766113,-0.0016095638275146484,0.7728298008441925,0.868271142244339,0.1752927005290985,1.52
qwen3-4b-cleanv2-s42,<TRAIN_ROOT>/qwen3-4b-cleanv2-s42/checkpoint-417,3c834cde27159b5832b35ad1,874,4,mid,29,52,-2.5147509574890137,-0.09172405302524567,-2.0701260566711426,-0.20491981506347656,-0.2840031385421753,-0.28288599848747253,0.557820662856102,0.4446249008178711,0.1131957620382309,-2.423026904463768,-1.865206241607666,1.8640891015529633,1.31
qwen3-4b-cleanv2-s42,<TRAIN_ROOT>/qwen3-4b-cleanv2-s42/checkpoint-417,9159c90e85adb79d0283ded2,874,8,early,8,52,-1.3793126344680786,-0.7618927359580994,-1.262694239616394,-0.7899664044380188,-0.4597582221031189,-0.8730953335762024,0.144692063331604,0.11661839485168457,0.028073668479919434,-0.6174198985099792,-0.47272783517837524,0.8860649466514587,1.16
qwen3-4b-cleanv2-s42,<TRAIN_ROOT>/qwen3-4b-cleanv2-s42/checkpoint-417,ce579112b85dc167b31ec9e2,59,1,late,49,70,-0.794384777545929,-0.8802730441093445,-0.5211480855941772,-0.7376939654350281,-0.23957942426204681,-0.7002363204956055,0.1306576132774353,0.2732366919517517,-0.1425790786743164,0.08588826656341553,0.21654587984085083,0.24411101639270782,1.15
qwen3-4b-cleanv2-s42,<TRAIN_ROOT>/qwen3-4b-cleanv2-s42/checkpoint-417,c89e7b9850e2ad0866120b09,59,2,mid,26,70,-1.58827805519104,-0.02009129524230957,-1.6580592393875122,-0.04016304016113281,-0.7025343775749207,-0.11510443687438965,-0.049709439277648926,-0.06978118419647217,0.020071744918823242,-1.5681867599487305,-1.6178961992263794,1.0304662585258484,0.9
qwen3-4b-cleanv2-s42,<TRAIN_ROOT>/qwen3-4b-cleanv2-s42/checkpoint-417,f671b2e2d8681668d9b4aaae,59,4,early,21,70,-0.9183757901191711,-0.29461976885795593,-0.7593887448310852,-0.40004196763038635,-0.47041893005371094,-0.46022510528564453,0.26440924406051636,0.15898704528808594,0.10542219877243042,-0.6237560212612152,-0.35934677720069885,0.34915295243263245,0.88
qwen3-4b-cleanv2-s42,<TRAIN_ROOT>/qwen3-4b-cleanv2-s42/checkpoint-417,48b942e3d356b9b6788f9e4b,59,8,late,60,70,-1.2182064056396484,-0.16478662192821503,-0.7944372296333313,-0.22730746865272522,-0.2939049303531647,-0.29591113328933716,0.48629002273082733,0.42376917600631714,0.06252084672451019,-1.0534197837114334,-0.5671297609806061,0.5691359639167786,1.36
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,d965150b2da21de4ba4a3d1d,74,1,early,7,45,-0.8241662383079529,-1.292362928390503,-0.576771080493927,-1.3208959102630615,-0.26230064034461975,-1.3057055473327637,0.2759281396865845,0.24739515781402588,0.028532981872558594,0.46819669008255005,0.7441248297691345,0.2992800772190094,1.96
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,2d2e725f52b09920c56037f9,74,2,late,39,45,-1.0503946542739868,-1.0133051872253418,-1.0408616065979004,-0.9773221015930176,-0.6413515210151672,-0.983759880065918,-0.026450037956237793,0.009533047676086426,-0.03598308563232422,-0.03708946704864502,-0.06353950500488281,0.40594786405563354,2.01
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,4abd7e4c5ea1c19c72626455,74,4,mid,25,45,-1.017606496810913,-0.0018822064157575369,-0.5973111987113953,-0.02600513957440853,-0.29499706625938416,-0.10189039260149002,0.4444182312581688,0.4202952980995178,0.024122933158650994,-1.0157242903951555,-0.5713060591369867,0.3781993854790926,1.9
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,01075d90db01d5df3308e80b,74,8,early,10,45,-1.107940673828125,-0.3187776207923889,-0.7387858629226685,-0.3111380636692047,-0.37209877371788025,-0.3027692437171936,0.36151525378227234,0.36915481090545654,-0.007639557123184204,-0.7891630530357361,-0.42764779925346375,0.3583182692527771,1.56
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,998df6743db6815184e98a68,149,1,late,25,27,-0.7696561813354492,-2.630988121032715,-0.6414122581481934,-2.5828957557678223,-0.354245662689209,-2.556790351867676,0.08015155792236328,0.12824392318725586,-0.04809236526489258,1.8613319396972656,1.941483497619629,0.2610611915588379,1.07
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,d27b815f15791d6b6116d6ca,149,2,mid,10,27,-0.9986709356307983,-2.459866523742676,-0.6109442710876465,-2.4977564811706543,-0.27412843704223633,-2.6193032264709473,0.42561662197113037,0.38772666454315186,0.037889957427978516,1.4611955881118774,1.8868122100830078,0.4583625793457031,0.66
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,da059ac4cf722b5bbe2d1cf5,149,4,early,5,27,-1.0581880807876587,-2.639195203781128,-0.7537874579429626,-2.554734230041504,-0.2137189656496048,-2.564690351486206,0.21993964910507202,0.30440062284469604,-0.08446097373962402,1.5810071229934692,1.8009467720985413,0.55002461373806,0.65
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,4462be88e0797c826137614c,149,8,late,26,27,-1.886845350265503,-0.737323522567749,-1.0149654150009155,-0.8187816143035889,-0.07709281146526337,-1.0944066047668457,0.9533380270004272,0.8718799352645874,0.08145809173583984,-1.149521827697754,-0.19618380069732666,1.213497593998909,0.86
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,ebde3f007a1bb48bdaa634d3,697,1,mid,30,50,-1.8336337804794312,-0.6418382525444031,-1.674810767173767,-0.679851233959198,-1.1080944538116455,-0.6944432854652405,0.19683599472045898,0.15882301330566406,0.03801298141479492,-1.191795527935028,-0.9949595332145691,0.5813083648681641,0.83
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,63c451262eab3a7c2048b027,697,2,early,12,50,-1.108903408050537,-1.5513412952423096,-0.6586716175079346,-1.4598209857940674,-0.4542858600616455,-1.5559755563735962,0.35871148109436035,0.45023179054260254,-0.09152030944824219,0.44243788719177246,0.8011493682861328,0.30054032802581787,0.66
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,f0673df68f2f94ee70c8b9d4,697,4,late,38,50,-1.4893556833267212,-0.008986949920654297,-1.0657392740249634,-0.08644986152648926,-0.2360292226076126,-0.3967728614807129,0.5010793209075928,0.4236164093017578,0.07746291160583496,-1.480368733406067,-0.9792894124984741,1.1400330513715744,0.95
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,38ed0fa9d3d0d75b0179fcb8,697,8,mid,19,50,-2.1271419525146484,-0.3883732259273529,-2.0101702213287354,-0.3639182448387146,-0.7543120384216309,-0.411538690328598,0.09251675009727478,0.11697173118591309,-0.024454981088638306,-1.7387687265872955,-1.6462519764900208,1.303478628396988,0.82
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,6c017697e9e582834c74f4f0,951,1,early,2,28,-2.815476894378662,-0.43270114064216614,-1.7408883571624756,-0.38987597823143005,-1.001301646232605,-0.33396968245506287,1.0317633748054504,1.0745885372161865,-0.042825162410736084,-2.382775753736496,-1.3510123789310455,0.6836804151535034,0.61
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,59fa5d774db6b66ebdb40c9c,951,2,late,19,28,-1.3935925960540771,-1.5155820846557617,-1.0591254234313965,-1.333235263824463,-0.7223072052001953,-1.2977383136749268,0.15212035179138184,0.33446717262268066,-0.18234682083129883,0.12198948860168457,0.2741098403930664,0.30132126808166504,0.78
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,1e6c194ba9fdc3d89f9f8316,951,4,mid,17,28,-0.7795411348342896,-0.07055163383483887,-0.4597829580307007,-0.41075754165649414,-0.13574731349945068,-0.6729660034179688,0.6599640846252441,0.31975817680358887,0.3402059078216553,-0.7089895009994507,-0.04902541637420654,0.5862441062927246,0.79
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,d6aeef57aca591ad11f29a22,951,8,early,9,28,-1.5811558961868286,-1.058322787284851,-1.8357011079788208,-1.1758959293365479,-1.257576584815979,-1.2976922988891602,-0.1369720697402954,-0.2545452117919922,0.11757314205169678,-0.5228331089019775,-0.659805178642273,0.6999208927154541,0.75
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,4503507ee57d130ca9daf7b0,446,1,late,23,33,-1.4833159446716309,-0.4677644670009613,-1.3236509561538696,-0.39196860790252686,-0.7886641621589661,-0.4069535434246063,0.08386912941932678,0.15966498851776123,-0.07579585909843445,-1.0155514776706696,-0.9316823482513428,0.549971729516983,0.8
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,445e107c7ab72253fe0aaf81,446,2,mid,22,33,-1.378425121307373,-0.8381522297859192,-1.3111333847045898,-1.0121512413024902,-0.7763793468475342,-1.0659575462341309,0.24129074811935425,0.0672917366027832,0.17399901151657104,-0.5402728915214539,-0.2989821434020996,0.5885603427886963,0.79
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,31cfcc0667745eadb10f7fa9,446,4,early,11,33,-1.4740184545516968,-0.7855434417724609,-1.49735426902771,-0.7110006809234619,-0.6194395422935486,-0.7109465599060059,-0.09787857532501221,-0.023335814476013184,-0.07454276084899902,-0.6884750127792358,-0.786353588104248,0.8778606057167053,0.73
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,aa634a030da58182f9f82045,446,8,late,25,33,-1.3640960454940796,-1.2659534215927124,-1.5468623638153076,-1.3349659442901611,-1.250162124633789,-1.2103008031845093,-0.1137537956237793,-0.18276631832122803,0.06901252269744873,-0.09814262390136719,-0.21189641952514648,0.1720350980758667,0.87
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,bbb9710a014a3df702de427f,240,1,mid,15,28,-1.9961665868759155,-1.0657806396484375,-1.2049438953399658,-1.009096622467041,-0.5133339166641235,-1.0233442783355713,0.7345386743545532,0.7912226915359497,-0.056684017181396484,-0.930385947227478,-0.1958472728729248,0.7058576345443726,0.68
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,1f61a19c6bc1180edc20f9c0,240,2,early,5,28,-1.3512009382247925,-1.219985008239746,-1.0663871765136719,-1.1845993995666504,-0.6034036874771118,-1.2077887058258057,0.2494281530380249,0.2848137617111206,-0.0353856086730957,-0.1312159299850464,0.11821222305297852,0.48617279529571533,0.59
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,569ca8c626e3b961bab03a7f,240,4,late,25,28,-0.7816271185874939,-1.1641592979431152,-0.9103636741638184,-1.2918150424957275,-0.1114393025636673,-1.390319585800171,-0.0010808110237121582,-0.12873655557632446,0.1276557445526123,0.38253217935562134,0.3814513683319092,0.8974289149045944,0.8
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,0d5f3910187089bfabb6f0d1,240,8,mid,10,28,-1.5115621089935303,-1.2112091779708862,-1.5880149602890015,-1.2104415893554688,-1.185521125793457,-1.2071396112442017,-0.07722043991088867,-0.07645285129547119,-0.0007675886154174805,-0.30035293102264404,-0.3775733709335327,0.39919185638427734,0.69
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,59c67d0aff61ce8b025cd587,713,1,early,10,55,-0.6000381708145142,-0.705906867980957,-0.45308583974838257,-0.6592128872871399,-0.31060323119163513,-0.6485967636108398,0.10025835037231445,0.1469523310661316,-0.04669398069381714,0.10586869716644287,0.20612704753875732,0.1318664848804474,0.73
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,2a9a519f66dd78ddaecd4060,713,2,late,45,55,-1.8954730033874512,-0.008876255713403225,-1.0121667385101318,-0.06699589639902115,-0.2645416259765625,-0.1588807851076126,0.9414259055629373,0.8833062648773193,0.058119640685617924,-1.886596747674048,-0.9451708421111107,0.8395100012421608,1.09
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,b5887a490b43e3bda1f27682,713,4,mid,31,55,-1.1924883127212524,-0.43988609313964844,-0.8814994692802429,-0.35201796889305115,-0.2659841477870941,-0.3700111508369446,0.22312071919441223,0.3109888434410095,-0.08786812424659729,-0.752602219581604,-0.5294815003871918,0.6335085034370422,0.95
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,41b331ac9957267b398b0a81,713,8,early,9,55,-0.5784920454025269,-0.31059542298316956,-0.6303501129150391,-0.3320971429347992,-0.30401408672332764,-0.3272717297077179,-0.03035634756088257,-0.05185806751251221,0.02150171995162964,-0.2678966224193573,-0.29825296998023987,0.3215106129646301,0.79
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,836337a33768f73d15ac3ec1,551,1,late,80,93,-0.6418800354003906,-0.5242108106613159,-0.3168451488018036,-0.501825213432312,-0.11950071156024933,-0.5138401985168457,0.30264928936958313,0.32503488659858704,-0.022385597229003906,-0.11766922473907471,0.18498006463050842,0.20935942232608795,1.51
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,b290fa510f2c1d0203540192,551,2,mid,36,93,-0.9430996775627136,-0.7656559348106384,-0.7261108160018921,-1.0719010829925537,-0.4513378143310547,-1.0874443054199219,0.5232340097427368,0.21698886156082153,0.3062451481819153,-0.1774437427520752,0.3457902669906616,0.29031622409820557,1.01
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,b2f4081bcf85c6905d027f80,551,4,early,23,93,-0.8356621861457825,-0.7260832190513611,-0.6946139335632324,-0.7522212266921997,-0.3924425542354584,-0.7245690822601318,0.16718626022338867,0.14104825258255005,0.026138007640838623,-0.10957896709442139,0.057607293128967285,0.2745192348957062,0.88
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,99bb668b99b2fecbe54e9d94,551,8,late,92,93,-1.3472583293914795,-0.2053905874490738,-0.8776404857635498,-0.16704542934894562,-0.21035784482955933,-0.4242378771305084,0.4312726855278015,0.4696178436279297,-0.038345158100128174,-1.1418677419424057,-0.7105950564146042,0.9244750887155533,1.73
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,43e4913666c9ec592bc96b92,90,1,mid,17,43,-1.8955988883972168,-0.012319326400756836,-1.3545273542404175,-0.030957937240600586,-0.8147986531257629,-0.03588294982910156,0.5597101449966431,0.5410715341567993,0.01863861083984375,-1.88327956199646,-1.323569416999817,0.5446537137031555,0.67
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,a6fcff6ad24c1a7d24d8f748,90,2,early,13,43,-1.046987533569336,-0.0017154000233858824,-0.6517643928527832,-0.03896678611636162,-0.3234850764274597,-0.09044491499662399,0.43247452680952847,0.39522314071655273,0.037251386092975736,-1.04527213354595,-0.6127976067364216,0.37975744530558586,0.64
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,9eb1a71c67275f9b40ec4d7f,90,4,late,36,43,-0.976535439491272,-0.7593437433242798,-0.5796869993209839,-0.5661312341690063,-0.15346431732177734,-0.5993267297744751,0.20363593101501465,0.3968484401702881,-0.19321250915527344,-0.2171916961669922,-0.013555765151977539,0.4594181776046753,0.9
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,b32c02f680ffa5a2e77602f0,90,8,mid,17,43,-1.1022700071334839,-0.012319326400756836,-0.9401143193244934,-0.10828375816345215,-0.4695091247558594,-0.23581457138061523,0.2581201195716858,0.16215568780899048,0.09596443176269531,-1.089950680732727,-0.8318305611610413,0.5981360077857971,0.74
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,e9ffd9186f8c9134a7bbcdee,601,1,early,3,50,-1.2788264751434326,-0.17095327377319336,-0.9802696704864502,-0.20634222030639648,-0.6299662590026855,-0.2634565830230713,0.33394575119018555,0.2985568046569824,0.035388946533203125,-1.1078732013702393,-0.7739274501800537,0.40741777420043945,0.58
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,b91c51ec6d191b2d824dcec6,601,2,late,42,50,-1.2204207181930542,-0.0014022827381268144,-0.846221923828125,-0.029689980670809746,-0.324432373046875,-0.0756351500749588,0.40248649229761213,0.3741987943649292,0.02828769793268293,-1.2190184354549274,-0.8165319431573153,0.567734720185399,0.94
