model_tag,model_path,probe_id,stable_prompt_id,m,anchor_region,k_1based,gold_blocks,s_R_C1,s_N_C1,s_R_C2,s_N_C2,s_R_C3,s_N_C3,gain_motif,gain_copy,gain_recovery,margin_c1,margin_c2,gain_second,seconds
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,ffb01c14fb5c0ed9a98623e8,194,1,mid,13,28,-1.7144466638565063,-1.0464104413986206,-1.5087541341781616,-0.8617657423019409,-0.8153166174888611,-0.7824016213417053,0.02104783058166504,0.20569252967834473,-0.1846446990966797,-0.6680362224578857,-0.6469883918762207,0.6140733957290649,0.57
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,78ca3fc9be604333b4bf19fc,194,2,early,9,28,-1.1123521327972412,-0.47523054480552673,-1.0956220626831055,-0.7210106253623962,-0.7655965685844421,-0.7753446698188782,0.26251015067100525,0.016730070114135742,0.2457800805568695,-0.6371215879917145,-0.37461143732070923,0.38435953855514526,0.54
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,90f2a68cd272d84552ce7561,194,4,late,19,28,-0.9293672442436218,-0.08594068139791489,-0.43234381079673767,-0.3300124406814575,-0.08440589904785156,-0.4956669211387634,0.7410951927304268,0.49702343344688416,0.24407175928354263,-0.8434265628457069,-0.10233137011528015,0.513592392206192,0.66
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,d7b2118fbd515798bc622087,194,8,mid,10,28,-0.8412302136421204,-0.8648476004600525,-0.9331537485122681,-0.9070256352424622,-0.7470461130142212,-0.9125235080718994,-0.04974550008773804,-0.0919235348701477,0.04217803478240967,0.02361738681793213,-0.026128113269805908,0.19160550832748413,0.62
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,a9e88df70cb072dd8a498ca5,802,1,early,6,17,-0.8554204106330872,-1.0259006023406982,-0.6144759058952332,-1.0248407125473022,-0.2578388750553131,-1.1170858144760132,0.239884614944458,0.240944504737854,-0.001059889793395996,0.17048019170761108,0.4103648066520691,0.448882132768631,0.66
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,6e39bed745fee09a548648fb,802,2,late,12,17,-0.789837121963501,-0.6767525672912598,-0.3665083646774292,-0.7047387957572937,-0.17788195610046387,-0.706916332244873,0.4513149857521057,0.4233287572860718,0.027986228466033936,-0.11308455467224121,0.3382304310798645,0.19080394506454468,0.74
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,8fab71e2eb7d8c63432c992c,802,4,mid,10,17,-0.7240110635757446,-0.50983726978302,-0.7099352478981018,-0.4610980749130249,-0.1303296834230423,-0.5371441841125488,-0.034663379192352295,0.014075815677642822,-0.04873919486999512,-0.2141737937927246,-0.2488371729850769,0.6556516736745834,0.73
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,b1bcff7aadf146df5e42f7b4,802,8,late,12,17,-1.5471477508544922,-0.6767525672912598,-0.24704276025295258,-0.6657451391220093,-0.14013396203517914,-0.8667911291122437,1.2890975624322891,1.3001049906015396,-0.011007428169250488,-0.8703951835632324,0.4187023788690567,0.3079547882080078,0.81
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,afdf74dd91bc36e8fd7adf90,180,1,early,5,50,-1.1360690593719482,-0.41078096628189087,-1.0298435688018799,-0.4238164722919464,-0.7530738115310669,-0.40947481989860535,0.1192609965801239,0.10622549057006836,0.013035506010055542,-0.7252880930900574,-0.6060270965099335,0.2624281048774719,0.55
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,a9dd0400ff1cba4ece7daad1,180,2,mid,32,50,-0.3779056966304779,-1.4967483282089233,-0.27745670080184937,-1.538555383682251,-0.12694840133190155,-1.5809144973754883,0.14225605130195618,0.10044899582862854,0.04180705547332764,1.1188426315784454,1.2610986828804016,0.19286741316318512,0.85
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,4c5278909f3cfdddbcfe054c,180,4,early,7,50,-0.680429995059967,-0.9776613712310791,-0.744503915309906,-0.924685001373291,-0.3736766576766968,-0.9318678379058838,-0.11705029010772705,-0.06407392024993896,-0.052976369857788086,0.29723137617111206,0.180181086063385,0.378010094165802,0.6
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,e145eaa69862f21a8324b8a7,180,8,late,37,50,-0.7958604693412781,-0.43622255325317383,-0.41189083456993103,-0.49953383207321167,-0.09543435275554657,-0.47911375761032104,0.4472809135913849,0.38396963477134705,0.06331127882003784,-0.35963791608810425,0.08764299750328064,0.29603640735149384,0.96
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,2af6c3ed7e31e7497fffb5e6,946,1,mid,17,47,-0.8880681991577148,-0.9419052004814148,-0.6919357776641846,-0.9040796160697937,-0.1918637752532959,-0.9178550839424133,0.15830683708190918,0.19613242149353027,-0.037825584411621094,0.05383700132369995,0.21214383840560913,0.5138474702835083,0.69
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,06750e58f2ac750ac2c364d6,946,2,early,7,47,-0.8397294878959656,-1.3638814687728882,-0.8871862292289734,-1.2799789905548096,-0.4143618047237396,-1.2827959060668945,-0.13135921955108643,-0.04745674133300781,-0.08390247821807861,0.5241519808769226,0.3927927613258362,0.4756413400173187,0.6
qwen3-4b-keep4-s42,<TRAIN_ROOT>/qwen3-4b-keep4-s42/checkpoint-417,202be5b01f0a5ca176537f98,946,4,late,32,47,-1.284363031387329,-2.054769515991211,-0.5335063934326172,-1.9208698272705078,-0.13900862634181976,-2.1299448013305664,0.6169569492340088,0.7508566379547119,-0.13389968872070312,0.7704064846038818,1.3873634338378906,0.603572741150856,0.86
