episode_variant,capture_kind,model,episodes_experienced_bin,n_responses,share_of_model,captured,normal_stop,hit_max_censored
lineage,primary,M0,0,2950,0.33340867992766726,0,2949,1
lineage,primary,M0,1,1534,0.17337251356238698,89,1444,1
lineage,primary,M0,2,947,0.10702983725135624,76,871,0
lineage,primary,M0,3,691,0.07809674502712477,98,593,0
lineage,primary,M0,4,508,0.057414104882459314,72,436,0
lineage,primary,M0,5,428,0.04837251356238698,51,377,0
lineage,primary,M0,6-10,1101,0.12443490054249548,159,942,0
lineage,primary,M0,11-20,589,0.06656871609403255,68,521,0
lineage,primary,M0,>20,100,0.011301989150090416,18,82,0
lineage,primary,M1,0,1364,0.15415913200723327,0,1357,7
lineage,primary,M1,1,1198,0.13539783001808317,298,897,3
lineage,primary,M1,2,991,0.11200271247739602,314,673,4
lineage,primary,M1,3,777,0.08781645569620253,289,486,2
lineage,primary,M1,4,702,0.07933996383363472,287,414,1
lineage,primary,M1,5,570,0.06442133815551537,252,316,2
lineage,primary,M1,6-10,1811,0.20467902350813744,773,1035,3
lineage,primary,M1,11-20,1079,0.12194846292947559,445,633,1
lineage,primary,M1,>20,356,0.04023508137432188,154,199,3
lineage,legacy,M0,0,2950,0.33340867992766726,0,2949,1
lineage,legacy,M0,1,1528,0.17269439421338156,7,1503,18
lineage,legacy,M0,2,940,0.10623869801084991,6,922,12
lineage,legacy,M0,3,679,0.07674050632911393,8,657,14
lineage,legacy,M0,4,495,0.05594484629294756,11,474,10
lineage,legacy,M0,5,424,0.04792043399638336,1,417,6
lineage,legacy,M0,6-10,1071,0.12104430379746836,10,1045,16
lineage,legacy,M0,11-20,593,0.06702079566003617,2,576,15
lineage,legacy,M0,>20,168,0.0189873417721519,0,143,25
lineage,legacy,M1,0,1364,0.15415913200723327,0,1357,7
lineage,legacy,M1,1,1183,0.1337025316455696,88,937,158
lineage,legacy,M1,2,963,0.10883815551537071,84,726,153
lineage,legacy,M1,3,743,0.0839737793851718,57,530,156
lineage,legacy,M1,4,673,0.0760623869801085,68,464,141
lineage,legacy,M1,5,547,0.06182188065099457,59,359,129
lineage,legacy,M1,6-10,1682,0.19009945750452079,132,1161,389
lineage,legacy,M1,11-20,995,0.11245479204339964,41,740,214
lineage,legacy,M1,>20,698,0.0788878842676311,13,285,400
contiguous,primary,M0,0,2950,0.33340867992766726,0,2949,1
contiguous,primary,M0,1,1973,0.2229882459312839,178,1794,1
contiguous,primary,M0,2,1399,0.1581148282097649,168,1231,0
contiguous,primary,M0,3,947,0.10702983725135624,137,810,0
contiguous,primary,M0,4,574,0.06487341772151899,64,510,0
contiguous,primary,M0,5,405,0.045773056057866184,37,368,0
contiguous,primary,M0,6-10,560,0.06329113924050633,46,514,0
contiguous,primary,M0,11-20,40,0.0045207956600361665,1,39,0
contiguous,primary,M0,>20,0,0.0,0,0,0
contiguous,primary,M1,0,1364,0.15415913200723327,0,1357,7
contiguous,primary,M1,1,1732,0.195750452079566,558,1170,4
contiguous,primary,M1,2,1657,0.1872739602169982,699,954,4
contiguous,primary,M1,3,1286,0.14534358047016274,545,737,4
contiguous,primary,M1,4,932,0.10533453887884267,379,553,0
contiguous,primary,M1,5,621,0.07018535262206148,239,382,0
contiguous,primary,M1,6-10,1080,0.1220614828209765,359,716,5
contiguous,primary,M1,11-20,173,0.01955244122965642,33,138,2
contiguous,primary,M1,>20,3,0.0003390596745027125,0,3,0
contiguous,legacy,M0,0,2950,0.33340867992766726,0,2949,1
contiguous,legacy,M0,1,1967,0.22231012658227847,12,1917,38
contiguous,legacy,M0,2,1402,0.15845388788426762,17,1352,33
contiguous,legacy,M0,3,945,0.10680379746835443,10,907,28
contiguous,legacy,M0,4,575,0.06498643761301989,4,564,7
contiguous,legacy,M0,5,407,0.04599909584086799,1,402,4
contiguous,legacy,M0,6-10,561,0.06340415913200724,1,554,6
contiguous,legacy,M0,11-20,41,0.004633815551537071,0,41,0
contiguous,legacy,M0,>20,0,0.0,0,0,0
contiguous,legacy,M1,0,1364,0.15415913200723327,0,1357,7
contiguous,legacy,M1,1,1712,0.19349005424954793,125,1233,354
contiguous,legacy,M1,2,1651,0.18659584086799277,143,1079,429
contiguous,legacy,M1,3,1282,0.14489150090415914,103,821,358
contiguous,legacy,M1,4,938,0.1060126582278481,84,640,214
contiguous,legacy,M1,5,624,0.0705244122965642,36,439,149
contiguous,legacy,M1,6-10,1098,0.12409584086799276,44,834,220
contiguous,legacy,M1,11-20,175,0.01977848101265823,6,153,16
contiguous,legacy,M1,>20,4,0.0004520795660036166,1,3,0
