episode_variant,capture_kind,model,episode_ordinal,gap_at_risk,gap_stop_events,gap_censored,gap_stop_hazard,episodes_started,capture_events,inepisode_stop_events,inepisode_censored,capture_hazard_given_episode,capture_cif_after_episode,stop_cif_after_episode,event_free_survival
lineage,primary,M0,1,8848,2949,1,0.33329566003616634,5898,89,263,0,0.015089860969820278,0.010060475798030044,0.36302493121461465,0.6269145929873554
lineage,primary,M0,2,5546,1181,1,0.21294626758023802,4364,76,257,0,0.017415215398716773,0.018653412494696556,0.5255817477123731,0.4557648397929304
lineage,primary,M0,3,4031,614,0,0.1523195236913917,3417,98,261,0,0.02868012876792508,0.029733778235134956,0.624513584680573,0.34575263708429205
lineage,primary,M0,4,3058,332,0,0.10856769130150425,2726,72,221,0,0.02641232575201761,0.03787445510566113,0.6870385056444754,0.2750870392498635
lineage,primary,M0,5,2433,215,0,0.08836826962597616,2218,51,221,0,0.022993688007213707,0.0436407678889505,0.7363348266937728,0.22002440541727677
lineage,primary,M0,6,1946,156,0,0.08016443987667009,1790,47,162,0,0.026256983240223464,0.04895482084609953,0.7722894828719301,0.17875569628197047
lineage,primary,M0,7,1581,112,0,0.07084123972169513,1469,39,134,0,0.02654867256637168,0.053364354150967866,0.8001034621795612,0.14653218366947104
lineage,primary,M0,8,1296,79,0,0.06095679012345679,1217,28,140,0,0.023007395234182416,0.05653017293395027,0.824864687660745,0.11860513940530489
lineage,primary,M0,9,1049,60,0,0.057197330791229746,989,21,96,0,0.021233569261880688,0.058904537021187066,0.8425028208802184,0.09859264209859471
lineage,primary,M0,10,872,39,0,0.04472477064220184,833,24,88,0,0.028811524609843937,0.06161809597802912,0.8568620703601744,0.08151983366179677
lineage,primary,M0,11,721,32,0,0.044382801664355064,689,19,82,0,0.027576197387518143,0.06376633015219575,0.8697514754051742,0.06648219444263037
lineage,primary,M0,12,588,19,0,0.03231292517006803,569,9,88,0,0.015817223198594025,0.06478391476101153,0.8818494257544284,0.05336665948456044
lineage,primary,M0,13,472,20,0,0.0423728813559322,452,10,42,0,0.022123893805309734,0.06591456432636239,0.8888594530596037,0.04522598261403427
lineage,primary,M0,14,400,15,0,0.0375,385,9,50,0,0.023376623376623377,0.06693214893517817,0.8962086752343842,0.036859175830437935
lineage,primary,M0,15,326,16,0,0.049079754601226995,310,5,36,0,0.016129032258064516,0.0674974737178536,0.9020880529742086,0.030414473307938044
lineage,primary,M0,16,269,9,0,0.03345724907063197,260,3,28,0,0.011538461538461539,0.06783666858745886,0.9062714563660067,0.025891875046534618
lineage,primary,M0,17,229,5,0,0.021834061135371178,224,2,36,0,0.008928571428571428,0.06806279850052903,0.9109071195839452,0.021030081915525932
lineage,primary,M0,18,186,4,0,0.021505376344086023,182,3,26,0,0.016483516483516484,0.06840199337013429,0.9142990682799979,0.017298938349868103
lineage,primary,M0,19,153,4,0,0.026143790849673203,149,5,21,0,0.03355704697986577,0.06896731815280972,0.917125692193375,0.013906989653815533
lineage,primary,M0,20,123,5,0,0.04065040650406504,118,3,11,0,0.025423728813559324,0.06930651302241499,0.9189347314979365,0.011758755479648905
lineage,primary,M0,21,104,4,0,0.038461538461538464,100,5,15,0,0.05,0.06987183780509042,0.9210829656721031,0.00904519652280685
lineage,primary,M0,22,80,3,0,0.0375,77,2,9,0,0.025974025974025976,0.07009796771816058,0.9224397451505241,0.007462287131315652
lineage,primary,M0,23,66,0,0,0.0,66,0,11,0,0.0,0.07009796771816058,0.9236834596724101,0.00621857260942971
lineage,primary,M0,24,55,0,0,0.0,55,3,5,0,0.05454545454545454,0.07043716258776585,0.9242487844550855,0.005314052957149025
